School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Normal Community West High Sch,McLean County USD 5,501.3,490.4,362.0,362.0,Illinois,40.5227489,-89.02316069999999,501 North Parkside Road,61761,McLean County,Normal,17113,"501 North Parkside Road, Normal, Illinois, 61761",000108,17113000108,2021.0,108.0,McLean County,Illinois,2338.0,21.0,285.0,1753.0,279.0,2550.0,30.0,39.0,801.0,482.0,200.0,711.0,287.0,0.9,12.2,75.0,11.9,1.2,1.5,31.4,18.9,7.8,27.9,11.3,2338.0,25608.0,49860.0,6165.0,513.0,8.3,5652.0,91.7,4024.0,65.3,1353.0,21.9,0.0,0.0,142.0,2.3,0.0,0.0,0.0,0.0,133.0,2.2
Lexington High School,Lexington CUSD 7,484.1,480.0,32.0,32.0,Illinois,40.6484484,-88.7686382,,N/A,McLean County,N/A,17113,,005700,17113005700,2021.0,5700.0,McLean County,Illinois,523.0,186.0,106.0,219.0,12.0,3218.0,39.0,103.0,1139.0,738.0,183.0,674.0,342.0,35.6,20.3,41.9,2.3,1.2,3.2,35.4,22.9,5.7,20.9,10.6,1896.0,72037.0,98718.0,5029.0,106.0,2.1,4923.0,97.9,4807.0,95.6,53.0,1.1,0.0,0.0,17.0,0.3,0.0,0.0,0.0,0.0,46.0,0.9
Olympia High School,Olympia CUSD 16,507.9,495.3,104.0,104.0,Illinois,40.396282,-89.2469168,7832 North 100 East Road,61774,McLean County,Stanford,17113,"7832 North 100 East Road, Stanford, Illinois, 61774",006000,17113006000,2021.0,6000.0,McLean County,Illinois,332.0,13.0,136.0,155.0,28.0,2493.0,10.0,70.0,984.0,496.0,242.0,464.0,227.0,3.9,41.0,46.7,8.4,0.4,2.8,39.5,19.9,9.7,18.6,9.1,1349.0,81083.0,95589.0,3726.0,117.0,3.1,3609.0,96.9,3524.0,94.6,12.0,0.3,0.0,0.0,8.0,0.2,0.0,0.0,0.0,0.0,65.0,1.7
Ridgeview High School,Ridgeview CUSD 19,455.2,448.1,42.0,42.0,Illinois,40.5636951,-88.6134282,202 East Wood Street,61728,McLean County,Colfax,17113,"202 East Wood Street, Colfax, Illinois, 61728",005601,17113005601,2021.0,5601.0,McLean County,Illinois,122.0,14.0,83.0,25.0,0.0,1235.0,0.0,42.0,494.0,271.0,154.0,181.0,93.0,11.5,68.0,20.5,0.0,0.0,3.4,40.0,21.9,12.5,14.7,7.5,660.0,61957.0,88040.0,1918.0,114.0,5.9,1804.0,94.1,1746.0,91.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0
Bloomington High School,Bloomington SD 87,493.0,472.7,211.0,211.0,Illinois,40.4868418,-88.973913,1202 East Locust Street,61701,McLean County,Bloomington,17113,"1202 East Locust Street, Bloomington, Illinois, 61701",001200,17113001200,2021.0,1200.0,McLean County,Illinois,383.0,0.0,69.0,248.0,66.0,1569.0,11.0,48.0,346.0,286.0,142.0,476.0,260.0,0.0,18.0,64.8,17.2,0.7,3.1,22.1,18.2,9.1,30.3,16.6,1205.0,53906.0,79325.0,2322.0,82.0,3.5,2240.0,96.5,1723.0,74.2,368.0,15.8,7.0,0.3,82.0,3.5,12.0,0.5,0.0,0.0,48.0,2.1
Hinsdale Central High School,Hinsdale Twp HSD 86,599.7,605.1,647.0,647.0,Illinois,41.7871129,-87.9318318,5500 South Grant Street,60521,DuPage County,Hinsdale,17043,"5500 South Grant Street, Hinsdale, Illinois, 60521",845401,17043845401,2021.0,845401.0,DuPage County,Illinois,170.0,61.0,10.0,40.0,59.0,2663.0,10.0,79.0,147.0,243.0,187.0,680.0,1317.0,35.9,5.9,23.5,34.7,0.4,3.0,5.5,9.1,7.0,25.5,49.5,1386.0,179451.0,305748.0,3960.0,304.0,7.7,3656.0,92.3,2431.0,61.4,103.0,2.6,0.0,0.0,1013.0,25.6,0.0,0.0,0.0,0.0,109.0,2.8
Hinsdale South High School,Hinsdale Twp HSD 86,535.5,529.6,300.0,300.0,Illinois,41.7537297,-87.9527911,7401 Clarendon Hills Road,60561,DuPage County,Darien,17043,"7401 Clarendon Hills Road, Darien, Illinois, 60561",845811,17043845811,2021.0,845811.0,DuPage County,Illinois,383.0,22.0,87.0,217.0,57.0,2438.0,47.0,32.0,708.0,387.0,246.0,672.0,346.0,5.7,22.7,56.7,14.9,1.9,1.3,29.0,15.9,10.1,27.6,14.2,1402.0,87083.0,106151.0,3537.0,369.0,10.4,3168.0,89.6,2519.0,71.2,286.0,8.1,6.0,0.2,266.0,7.5,0.0,0.0,0.0,0.0,91.0,2.6
Glenbard East High School,Glenbard Twp HSD 87,494.8,487.8,538.0,538.0,Illinois,41.866286,-88.019176,1014 South Main Street,60148,DuPage County,Lombard,17043,"1014 South Main Street, Lombard, Illinois, 60148",844201,17043844201,2021.0,844201.0,DuPage County,Illinois,749.0,71.0,233.0,362.0,83.0,3840.0,36.0,88.0,882.0,942.0,422.0,1034.0,436.0,9.5,31.1,48.3,11.1,0.9,2.3,23.0,24.5,11.0,26.9,11.4,1922.0,101458.0,116864.0,5647.0,300.0,5.3,5347.0,94.7,4657.0,82.5,110.0,1.9,0.0,0.0,229.0,4.1,0.0,0.0,0.0,0.0,351.0,6.2
Glenbard North High School,Glenbard Twp HSD 87,502.4,488.4,556.0,556.0,Illinois,41.9288865,-88.14174679999999,990 Kuhn Road,60188,DuPage County,Carol Stream,17043,"990 Kuhn Road, Carol Stream, Illinois, 60188",841206,17043841206,2021.0,841206.0,DuPage County,Illinois,405.0,26.0,143.0,211.0,25.0,4215.0,133.0,234.0,797.0,950.0,197.0,1376.0,528.0,6.4,35.3,52.1,6.2,3.2,5.6,18.9,22.5,4.7,32.6,12.5,1992.0,100106.0,109624.0,5910.0,1040.0,17.6,4870.0,82.4,3419.0,57.9,179.0,3.0,0.0,0.0,1187.0,20.1,0.0,0.0,0.0,0.0,85.0,1.4
Glenbard West High School,Glenbard Twp HSD 87,552.7,551.8,548.0,548.0,Illinois,41.8794783,-88.0606255,670 Crescent Boulevard,60137,DuPage County,Glen Ellyn,17043,"670 Crescent Boulevard, Glen Ellyn, Illinois, 60137",842000,17043842000,2021.0,842000.0,DuPage County,Illinois,255.0,119.0,81.0,0.0,55.0,2696.0,24.0,0.0,148.0,224.0,62.0,1340.0,898.0,46.7,31.8,0.0,21.6,0.9,0.0,5.5,8.3,2.3,49.7,33.3,1468.0,146667.0,236564.0,4166.0,237.0,5.7,3929.0,94.3,3543.0,85.0,11.0,0.3,0.0,0.0,80.0,1.9,13.0,0.3,30.0,0.7,252.0,6.0
Glenbard South High School,Glenbard Twp HSD 87,525.2,529.3,244.0,244.0,Illinois,41.8315479,-88.07090939999999,23W200 Butterfield Road,60137,DuPage County,Glen Ellyn,17043,"23W200 Butterfield Road, Glen Ellyn, Illinois, 60137",842710,17043842710,2021.0,842710.0,DuPage County,Illinois,457.0,0.0,105.0,254.0,98.0,2410.0,35.0,41.0,490.0,563.0,166.0,686.0,429.0,0.0,23.0,55.6,21.4,1.5,1.7,20.3,23.4,6.9,28.5,17.8,1665.0,73705.0,98241.0,3575.0,212.0,5.9,3363.0,94.1,2499.0,69.9,274.0,7.7,0.0,0.0,382.0,10.7,0.0,0.0,0.0,0.0,208.0,5.8
Addison Trail High School,DuPage HSD 88,491.6,483.1,317.0,317.0,Illinois,41.931314,-88.02134629999999,213 North Lombard Road,60101,DuPage County,Addison,17043,"213 North Lombard Road, Addison, Illinois, 60101",846604,17043846604,2021.0,846604.0,DuPage County,Illinois,434.0,27.0,179.0,171.0,57.0,2792.0,263.0,117.0,831.0,443.0,426.0,485.0,227.0,6.2,41.2,39.4,13.1,9.4,4.2,29.8,15.9,15.3,17.4,8.1,1463.0,76484.0,96422.0,4114.0,1670.0,40.6,2444.0,59.4,1743.0,42.4,107.0,2.6,0.0,0.0,553.0,13.4,0.0,0.0,22.0,0.5,19.0,0.5
Willowbrook High School,DuPage HSD 88,516.7,504.4,351.0,351.0,Illinois,41.864607,-87.98232279999999,1250 Ardmore Avenue,60181,DuPage County,Villa Park,17043,"1250 Ardmore Avenue, Villa Park, Illinois, 60181",844307,17043844307,2021.0,844307.0,DuPage County,Illinois,314.0,7.0,67.0,55.0,185.0,2633.0,57.0,59.0,773.0,395.0,195.0,746.0,408.0,2.2,21.3,17.5,58.9,2.2,2.2,29.4,15.0,7.4,28.3,15.5,1447.0,86142.0,104949.0,3852.0,457.0,11.9,3395.0,88.1,2115.0,54.9,372.0,9.7,0.0,0.0,839.0,21.8,0.0,0.0,36.0,0.9,33.0,0.9
Community High School,CHSD 94,468.0,460.0,435.0,435.0,Illinois,41.8797313,-88.20675519999999,326 Joliet Street,60185,DuPage County,West Chicago,17043,"326 Joliet Street, West Chicago, Illinois, 60185",841501,17043841501,2021.0,841501.0,DuPage County,Illinois,597.0,103.0,259.0,235.0,0.0,3575.0,587.0,279.0,1134.0,608.0,210.0,463.0,294.0,17.3,43.4,39.4,0.0,16.4,7.8,31.7,17.0,5.9,13.0,8.2,1595.0,74861.0,87562.0,5663.0,3550.0,62.7,2113.0,37.3,1713.0,30.2,97.0,1.7,0.0,0.0,222.0,3.9,0.0,0.0,19.0,0.3,62.0,1.1
Comm H S Dist 99 - North H S,CHSD 99,546.4,547.6,529.0,529.0,Illinois,41.8054332,-88.0113143,4436 Main Street,60515,DuPage County,Downers Grove,17043,"4436 Main Street, Downers Grove, Illinois, 60515",844802,17043844802,2021.0,844802.0,DuPage County,Illinois,220.0,10.0,24.0,126.0,60.0,2329.0,14.0,80.0,273.0,534.0,172.0,647.0,609.0,4.5,10.9,57.3,27.3,0.6,3.4,11.7,22.9,7.4,27.8,26.1,1437.0,80433.0,149037.0,3510.0,162.0,4.6,3348.0,95.4,3185.0,90.7,24.0,0.7,0.0,0.0,61.0,1.7,0.0,0.0,0.0,0.0,78.0,2.2
Comm H S Dist 99 - South High ,CHSD 99,518.4,520.5,654.0,654.0,Illinois,41.7637423,-88.0314174,,N/A,DuPage County,N/A,17043,,845703,17043845703,2021.0,845703.0,DuPage County,Illinois,386.0,11.0,133.0,172.0,70.0,3209.0,151.0,44.0,426.0,710.0,183.0,1050.0,645.0,2.8,34.5,44.6,18.1,4.7,1.4,13.3,22.1,5.7,32.7,20.1,1866.0,84471.0,102218.0,4425.0,283.0,6.4,4142.0,93.6,2932.0,66.3,351.0,7.9,0.0,0.0,766.0,17.3,0.0,0.0,34.0,0.8,59.0,1.3
Fenton High School,Fenton CHSD 100,483.0,463.5,328.0,328.0,Illinois,41.9572054,-87.9564209,1000 West Green Street,60106,DuPage County,Bensenville,17043,"1000 West Green Street, Bensenville, Illinois, 60106",840802,17043840802,2021.0,840802.0,DuPage County,Illinois,621.0,10.0,246.0,219.0,146.0,4035.0,253.0,435.0,1207.0,964.0,310.0,594.0,272.0,1.6,39.6,35.3,23.5,6.3,10.8,29.9,23.9,7.7,14.7,6.7,2159.0,78285.0,86923.0,6099.0,3119.0,51.1,2980.0,48.9,2728.0,44.7,128.0,2.1,37.0,0.6,87.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Lake Park High School,Lake Park CHSD 108,524.1,514.0,597.0,597.0,Illinois,41.9734015,-88.0536037,600 Medinah Road,60172,DuPage County,Roselle,17043,"600 Medinah Road, Roselle, Illinois, 60172",841003,17043841003,2021.0,841003.0,DuPage County,Illinois,246.0,52.0,34.0,93.0,67.0,2557.0,11.0,141.0,634.0,566.0,137.0,660.0,408.0,21.1,13.8,37.8,27.2,0.4,5.5,24.8,22.1,5.4,25.8,16.0,1493.0,74693.0,100564.0,3413.0,321.0,9.4,3092.0,90.6,2726.0,79.9,81.0,2.4,0.0,0.0,226.0,6.6,0.0,0.0,0.0,0.0,59.0,1.7
Wheaton Warrenville South H S,CUSD 200,539.6,528.5,435.0,435.0,Illinois,41.833686,-88.1485749,1993 Tiger Trail,60189,DuPage County,Wheaton,17043,"1993 Tiger Trail, Wheaton, Illinois, 60189",841603,17043841603,2021.0,841603.0,DuPage County,Illinois,249.0,44.0,68.0,82.0,55.0,3248.0,257.0,221.0,546.0,658.0,373.0,702.0,491.0,17.7,27.3,32.9,22.1,7.9,6.8,16.8,20.3,11.5,21.6,15.1,1776.0,72204.0,108561.0,4403.0,1553.0,35.3,2850.0,64.7,2388.0,54.2,281.0,6.4,0.0,0.0,181.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0
Wheaton North High School,CUSD 200,545.4,538.1,482.0,482.0,Illinois,41.8830088,-88.1170836,701 West Thomas Road,60187,DuPage County,Wheaton,17043,"701 West Thomas Road, Wheaton, Illinois, 60187",841802,17043841802,2021.0,841802.0,DuPage County,Illinois,255.0,8.0,88.0,110.0,49.0,3701.0,40.0,86.0,559.0,584.0,265.0,1232.0,935.0,3.1,34.5,43.1,19.2,1.1,2.3,15.1,15.8,7.2,33.3,25.3,1913.0,132946.0,154962.0,5574.0,358.0,6.4,5216.0,93.6,4823.0,86.5,84.0,1.5,0.0,0.0,164.0,2.9,0.0,0.0,34.0,0.6,111.0,2.0
Westmont High School,CUSD 201,548.6,539.9,95.0,95.0,Illinois,41.8189419,-87.96273099999999,909 Oakwood Drive,60559,DuPage County,Westmont,17043,"909 Oakwood Drive, Westmont, Illinois, 60559",844702,17043844702,2021.0,844702.0,DuPage County,Illinois,251.0,40.0,18.0,100.0,93.0,3671.0,57.0,58.0,321.0,382.0,169.0,1415.0,1269.0,15.9,7.2,39.8,37.1,1.6,1.6,8.7,10.4,4.6,38.5,34.6,1860.0,162222.0,255096.0,5597.0,360.0,6.4,5237.0,93.6,4172.0,74.5,31.0,0.6,0.0,0.0,830.0,14.8,0.0,0.0,0.0,0.0,204.0,3.6
Lisle High School,Lisle CUSD 202,507.9,508.1,108.0,108.0,Illinois,41.7931026,-88.0836437,1800 Short Street,60532,DuPage County,Lisle,17043,"1800 Short Street, Lisle, Illinois, 60532",846004,17043846004,2021.0,846004.0,DuPage County,Illinois,256.0,47.0,45.0,125.0,39.0,2868.0,11.0,82.0,603.0,551.0,317.0,865.0,439.0,18.4,17.6,48.8,15.2,0.4,2.9,21.0,19.2,11.1,30.2,15.3,1634.0,84512.0,97393.0,3720.0,185.0,5.0,3535.0,95.0,3022.0,81.2,173.0,4.7,0.0,0.0,218.0,5.9,0.0,0.0,0.0,0.0,122.0,3.3
Naperville Central High School,Naperville CUSD 203,566.3,564.3,655.0,655.0,Illinois,41.7676114,-88.1556827,440 Aurora Avenue,60540,DuPage County,Naperville,17043,"440 Aurora Avenue, Naperville, Illinois, 60540",846504,17043846504,2021.0,846504.0,DuPage County,Illinois,422.0,8.0,169.0,173.0,72.0,4488.0,335.0,13.0,833.0,724.0,137.0,1091.0,1355.0,1.9,40.0,41.0,17.1,7.5,0.3,18.6,16.1,3.1,24.3,30.2,2333.0,106317.0,144223.0,6195.0,1016.0,16.4,5179.0,83.6,4788.0,77.3,99.0,1.6,33.0,0.5,102.0,1.6,0.0,0.0,9.0,0.1,148.0,2.4
Naperville North High School,Naperville CUSD 203,577.1,582.8,689.0,689.0,Illinois,41.7847156,-88.156562,899 North Mill Street,60563,DuPage County,Naperville,17043,"899 North Mill Street, Naperville, Illinois, 60563",846404,17043846404,2021.0,846404.0,DuPage County,Illinois,591.0,49.0,117.0,80.0,345.0,4489.0,27.0,81.0,653.0,796.0,299.0,1653.0,980.0,8.3,19.8,13.5,58.4,0.6,1.8,14.5,17.7,6.7,36.8,21.8,2709.0,93042.0,124798.0,6231.0,733.0,11.8,5498.0,88.2,4312.0,69.2,235.0,3.8,0.0,0.0,697.0,11.2,0.0,0.0,34.0,0.5,220.0,3.5
Waubonsie Valley High School,Indian Prairie CUSD 204,546.2,541.0,620.0,620.0,Illinois,41.7399815,-88.25239599999999,2590 Ogden Avenue,60504,DuPage County,Aurora,17043,"2590 Ogden Avenue, Aurora, Illinois, 60504",846515,17043846515,2021.0,846515.0,DuPage County,Illinois,803.0,51.0,255.0,454.0,43.0,3278.0,183.0,33.0,527.0,536.0,325.0,1132.0,542.0,6.4,31.8,56.5,5.4,5.6,1.0,16.1,16.4,9.9,34.5,16.5,1733.0,91750.0,100071.0,5185.0,1392.0,26.8,3793.0,73.2,2330.0,44.9,484.0,9.3,4.0,0.1,846.0,16.3,0.0,0.0,23.0,0.4,106.0,2.0
Neuqua Valley High School,Indian Prairie CUSD 204,588.6,592.3,825.0,825.0,Illinois,41.7081094,-88.19451289999999,2360 95th Street,60564,Will County,Naperville,17197,"2360 95th Street, Naperville, Illinois, 60564",880309,17197880309,2021.0,880309.0,Will County,Illinois,482.0,45.0,125.0,181.0,131.0,3084.0,78.0,33.0,137.0,487.0,124.0,1334.0,891.0,9.3,25.9,37.6,27.2,2.5,1.1,4.4,15.8,4.0,43.3,28.9,1473.0,160114.0,204207.0,4903.0,123.0,2.5,4780.0,97.5,3069.0,62.6,262.0,5.3,0.0,0.0,1221.0,24.9,0.0,0.0,50.0,1.0,178.0,3.6
Metea Valley High School,Indian Prairie CUSD 204,557.5,559.7,720.0,720.0,Illinois,41.7906308,-88.2396973,1801 North Eola Road,60502,DuPage County,Aurora,17043,"1801 North Eola Road, Aurora, Illinois, 60502",846408,17043846408,2021.0,846408.0,DuPage County,Illinois,202.0,40.0,26.0,80.0,56.0,2776.0,37.0,39.0,159.0,358.0,209.0,904.0,1070.0,19.8,12.9,39.6,27.7,1.3,1.4,5.7,12.9,7.5,32.6,38.5,1361.0,177696.0,186905.0,4261.0,189.0,4.4,4072.0,95.6,1429.0,33.5,447.0,10.5,0.0,0.0,1998.0,46.9,0.0,0.0,61.0,1.4,137.0,3.2
York Comm High School,Elmhurst SD 205,558.6,565.8,694.0,694.0,Illinois,41.89309979999999,-87.9531087,355 West Saint Charles Road,60126,DuPage County,Elmhurst,17043,"355 West Saint Charles Road, Elmhurst, Illinois, 60126",843000,17043843000,2021.0,843000.0,DuPage County,Illinois,420.0,32.0,127.0,228.0,33.0,2902.0,33.0,38.0,251.0,502.0,147.0,1115.0,816.0,7.6,30.2,54.3,7.9,1.1,1.3,8.6,17.3,5.1,38.4,28.1,1679.0,97969.0,158420.0,4419.0,265.0,6.0,4154.0,94.0,3248.0,73.5,156.0,3.5,0.0,0.0,624.0,14.1,0.0,0.0,0.0,0.0,126.0,2.9
Edwards County High School,Edwards County CUSD 1,496.3,490.3,64.0,64.0,Illinois,38.3763559,-88.0678107,361 West Main Street,62806,Edwards County,Albion,17047,"361 West Main Street, Albion, Illinois, 62806",957100,17047957100,2021.0,957100.0,Edwards County,Illinois,178.0,79.0,36.0,54.0,9.0,1397.0,38.0,94.0,540.0,285.0,242.0,147.0,51.0,44.4,20.2,30.3,5.1,2.7,6.7,38.7,20.4,17.3,10.5,3.7,891.0,49632.0,58164.0,2171.0,63.0,2.9,2108.0,97.1,2071.0,95.4,0.0,0.0,0.0,0.0,15.0,0.7,0.0,0.0,0.0,0.0,22.0,1.0
Gallatin High School,Gallatin CUSD 7,450.7,441.7,41.0,41.0,Illinois,37.742019,-88.2773627,5175 Illinois 13,62954,Gallatin County,Junction,17059,"5175 Illinois 13, Junction, Illinois, 62954",972700,17059972700,2021.0,972700.0,Gallatin County,Illinois,261.0,21.0,165.0,72.0,3.0,1708.0,69.0,135.0,648.0,424.0,207.0,139.0,86.0,8.0,63.2,27.6,1.1,4.0,7.9,37.9,24.8,12.1,8.1,5.0,1021.0,59375.0,76495.0,2429.0,18.0,0.7,2411.0,99.3,2270.0,93.5,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,136.0,5.6
Hamilton County Jr/Sr High Sch,Hamilton Co CUSD 10,459.7,455.1,88.0,88.0,Illinois,38.0543187,-88.55653099999999,,N/A,Hamilton County,N/A,17065,,973200,17065973200,2021.0,973200.0,Hamilton County,Illinois,181.0,0.0,124.0,8.0,49.0,1750.0,106.0,92.0,543.0,515.0,154.0,209.0,131.0,0.0,68.5,4.4,27.1,6.1,5.3,31.0,29.4,8.8,11.9,7.5,945.0,59696.0,75894.0,2190.0,0.0,0.0,2190.0,100.0,2121.0,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.6,55.0,2.5
Hardin County High School,Hardin County CUSD 1,460.6,443.9,31.0,31.0,Illinois,37.4703439,-88.29048979999999,4 School Rd,62931,Hardin County,Elizabethtown,17069,"4 School Rd, Elizabethtown, Illinois, 62931",971000,17069971000,2021.0,971000.0,Hardin County,Illinois,153.0,31.0,75.0,47.0,0.0,1437.0,45.0,185.0,543.0,287.0,178.0,156.0,43.0,20.3,49.0,30.7,0.0,3.1,12.9,37.8,20.0,12.4,10.9,3.0,737.0,50711.0,70848.0,1861.0,11.0,0.6,1850.0,99.4,1729.0,92.9,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.5
Pope Co High School,Pope Co CUD 1,444.0,428.0,40.0,40.0,Illinois,37.417132,-88.59517509999999,,N/A,Pope County,N/A,17151,,971200,17151971200,2021.0,971200.0,Pope County,Illinois,114.0,14.0,9.0,91.0,0.0,1635.0,74.0,106.0,641.0,482.0,132.0,114.0,86.0,12.3,7.9,79.8,0.0,4.5,6.5,39.2,29.5,8.1,7.0,5.3,713.0,56151.0,64460.0,2065.0,20.0,1.0,2045.0,99.0,1858.0,90.0,102.0,4.9,0.0,0.0,10.0,0.5,0.0,0.0,0.0,0.0,75.0,3.6
Galatia High School,Galatia CUSD 1,469.6,450.0,25.0,25.0,Illinois,37.8425831,-88.60460429999999,200 North McKinley Street,62935,Saline County,Galatia,17165,"200 North McKinley Street, Galatia, Illinois, 62935",955700,17165955700,2021.0,955700.0,Saline County,Illinois,203.0,9.0,77.0,112.0,5.0,1851.0,66.0,92.0,560.0,438.0,340.0,219.0,136.0,4.4,37.9,55.2,2.5,3.6,5.0,30.3,23.7,18.4,11.8,7.3,988.0,53768.0,81364.0,2643.0,17.0,0.6,2626.0,99.4,2561.0,96.9,0.0,0.0,3.0,0.1,9.0,0.3,19.0,0.7,0.0,0.0,34.0,1.3
Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,433.9,419.4,36.0,36.0,Illinois,37.6153091,-88.7068603,1145 Wilson Street,62987,Saline County,Stonefort,17165,"1145 Wilson Street, Stonefort, Illinois, 62987",956200,17165956200,2021.0,956200.0,Saline County,Illinois,251.0,78.0,36.0,124.0,13.0,2423.0,93.0,171.0,460.0,652.0,289.0,512.0,246.0,31.1,14.3,49.4,5.2,3.8,7.1,19.0,26.9,11.9,21.1,10.2,1386.0,67390.0,99390.0,3436.0,30.0,0.9,3406.0,99.1,3307.0,96.2,14.0,0.4,11.0,0.3,0.0,0.0,29.0,0.8,0.0,0.0,45.0,1.3
Harrisburg High School,Harrisburg CUSD 3,451.3,418.9,129.0,129.0,Illinois,37.7280503,-88.54550379999999,333 West College Street,62946,Saline County,Harrisburg,17165,"333 West College Street, Harrisburg, Illinois, 62946",955800,17165955800,2021.0,955800.0,Saline County,Illinois,152.0,28.0,79.0,45.0,0.0,2186.0,97.0,131.0,630.0,619.0,308.0,260.0,141.0,18.4,52.0,29.6,0.0,4.4,6.0,28.8,28.3,14.1,11.9,6.5,1333.0,37205.0,65900.0,3179.0,3.0,0.1,3176.0,99.9,2974.0,93.6,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.6,152.0,4.8
Eldorado High School,Eldorado CUSD 4,443.2,411.6,82.0,82.0,Illinois,37.8209008,-88.4356179,2200 Illinois Avenue,62930,Saline County,Eldorado,17165,"2200 Illinois Avenue, Eldorado, Illinois, 62930",955500,17165955500,2021.0,955500.0,Saline County,Illinois,196.0,57.0,0.0,133.0,6.0,1783.0,90.0,151.0,641.0,569.0,117.0,191.0,24.0,29.1,0.0,67.9,3.1,5.0,8.5,36.0,31.9,6.6,10.7,1.3,983.0,41383.0,66265.0,2417.0,34.0,1.4,2383.0,98.6,2277.0,94.2,10.0,0.4,0.0,0.0,50.0,2.1,0.0,0.0,0.0,0.0,46.0,1.9
Mount Carmel High School,Wabash CUSD 348,458.3,452.0,114.0,114.0,Illinois,38.4091744,-87.75461059999999,201 North Pear Street,62863,Wabash County,Mount Carmel,17185,"201 North Pear Street, Mount Carmel, Illinois, 62863",957400,17185957400,2021.0,957400.0,Wabash County,Illinois,129.0,21.0,60.0,48.0,0.0,1414.0,5.0,99.0,349.0,361.0,333.0,215.0,52.0,16.3,46.5,37.2,0.0,0.4,7.0,24.7,25.5,23.6,15.2,3.7,807.0,53750.0,61605.0,1864.0,19.0,1.0,1845.0,99.0,1783.0,95.7,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3.3
Wayne City High School,Wayne City CUSD 100,425.5,441.0,29.0,29.0,Illinois,38.3452186,-88.58324429999999,408 East Mill Street,62895,Wayne County,Wayne City,17191,"408 East Mill Street, Wayne City, Illinois, 62895",955300,17191955300,2021.0,955300.0,Wayne County,Illinois,151.0,6.0,92.0,53.0,0.0,1895.0,44.0,83.0,732.0,526.0,279.0,164.0,67.0,4.0,60.9,35.1,0.0,2.3,4.4,38.6,27.8,14.7,8.7,3.5,1125.0,51728.0,63866.0,2523.0,8.0,0.3,2515.0,99.7,2472.0,98.0,6.0,0.2,3.0,0.1,12.0,0.5,0.0,0.0,0.0,0.0,22.0,0.9
Cisne High School,North Wayne CUSD 200,452.4,446.5,17.0,17.0,Illinois,38.5147712,-88.4295226,1456 U.S. 45,62823,Wayne County,Cisne,17191,"1456 U.S. 45, Cisne, Illinois, 62823",955000,17191955000,2021.0,955000.0,Wayne County,Illinois,412.0,190.0,68.0,137.0,17.0,2913.0,313.0,202.0,1021.0,504.0,443.0,285.0,145.0,46.1,16.5,33.3,4.1,10.7,6.9,35.0,17.3,15.2,9.8,5.0,1618.0,52736.0,64310.0,4596.0,46.0,1.0,4550.0,99.0,4490.0,97.7,13.0,0.3,3.0,0.1,11.0,0.2,0.0,0.0,0.0,0.0,33.0,0.7
