School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
Midland High School,Midland CUSD 7,Varna,Marshall,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,455.0,439.3,27.5,62.5,10.0,0.0,62.5,17.5,20.0,0.0,36.0,52.0,12.0,0.0,40.0,40.0
Putnam County High School,Putnam County CUSD 535,Granville,Putnam,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,484.2,467.0,27.3,43.9,24.2,4.5,43.9,25.8,30.3,0.0,24.2,48.5,24.2,3.0,66.0,66.0
Argenta-Oreana High School,Argenta-Oreana CUSD 1,Argenta,Macon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,448.9,430.2,50.8,29.2,16.9,3.1,55.4,32.3,12.3,0.0,58.3,22.2,19.4,0.0,65.0,65.0
Maroa-Forsyth Senior High Sch,Maroa Forsyth CUSD 2,Maroa,Macon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,510.8,471.5,11.1,55.6,26.4,6.9,44.4,33.3,20.8,1.4,15.4,56.4,20.5,7.7,72.0,72.0
Mt Zion High School,Mt Zion CUSD 3,Mount Zion,Macon,UNIT,LARGE,HIGH SCHOOL,9 - 12,515.1,503.5,18.6,38.4,32.8,10.2,34.5,26.6,31.6,7.3,26.4,33.3,31.0,9.2,177.0,177.0
Sangamon Valley High School,Sangamon Valley CUSD 9,Niantic,Macon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,456.6,451.4,29.5,63.6,4.5,2.3,50.0,40.9,6.8,2.3,38.5,53.8,3.8,3.8,44.0,44.0
Warrensburg-Latham High School,Warrensburg-Latham CUSD 11,Warrensburg,Macon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,506.0,442.6,25.9,35.8,25.9,12.3,58.0,28.4,11.1,2.5,27.3,42.4,15.2,15.2,81.0,81.0
Meridian High School,Meridian CUSD 15,Macon,Macon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,469.0,446.9,28.2,59.2,9.9,2.8,50.7,35.2,12.7,1.4,30.8,61.5,5.1,2.6,71.0,71.0
Eisenhower High School,Decatur SD 61,Decatur,Macon,UNIT,LARGE,HIGH SCHOOL,9 - 12,422.0,394.1,60.8,29.2,7.6,2.3,82.9,9.4,7.6,0.0,55.1,37.2,5.1,2.6,170.0,171.0
MacArthur High School,Decatur SD 61,Decatur,Macon,UNIT,LARGE,HIGH SCHOOL,9 - 12,430.3,403.6,61.2,23.7,10.6,4.5,73.9,16.6,8.7,0.8,72.0,17.8,5.9,4.2,242.0,246.0
Bement High School,Bement CUSD 5,Bement,Piatt,UNIT,SMALL,HIGH SCHOOL,9 - 12,439.1,399.6,47.8,43.5,8.7,0.0,82.6,13.0,4.3,0.0,,,,,23.0,23.0
Monticello High School,Monticello CUSD 25,Monticello,Piatt,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,511.3,482.4,24.2,36.7,24.2,15.0,37.0,32.8,26.9,3.4,33.3,30.2,22.2,14.3,119.0,120.0
Deland-Weldon High School,Deland-Weldon CUSD 57,De Land,Piatt,UNIT,SMALL,HIGH SCHOOL,9 - 12,501.4,447.9,21.4,42.9,28.6,7.1,50.0,28.6,21.4,0.0,,,,,14.0,14.0
Cerro Gordo Jr and Sr High School,Cerro Gordo CUSD 100,Cerro Gordo,Piatt,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,476.4,455.3,22.2,61.1,16.7,0.0,55.6,25.0,19.4,0.0,25.0,60.0,15.0,0.0,36.0,36.0
Calhoun High School,Calhoun CUSD 40,Hardin,Calhoun,UNIT,SMALL,HIGH SCHOOL,9 - 12,454.7,451.4,44.4,36.1,19.4,0.0,52.8,27.8,19.4,0.0,44.0,40.0,16.0,0.0,36.0,36.0
Brussels High School,Brussels CUSD 42,Brussels,Calhoun,UNIT,SMALL,HIGH SCHOOL,7 - 12,541.3,519.3,20.0,33.3,20.0,26.7,26.7,20.0,53.3,0.0,,,,,15.0,15.0
Carrollton High School,Carrollton CUSD 1,Carrollton,Greene,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,454.0,471.1,38.3,51.1,10.6,0.0,42.6,36.2,17.0,4.3,47.8,43.5,8.7,0.0,47.0,47.0
North Greene Jr/Sr High Sch,North Greene CUSD 3,White Hall,Greene,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,429.2,410.2,60.4,26.4,13.2,0.0,69.8,22.6,7.5,0.0,65.2,17.4,17.4,0.0,53.0,53.0
Greenfield High School,Greenfield CUSD 10,Greenfield,Greene,UNIT,SMALL,HIGH SCHOOL,9 - 12,478.4,444.8,20.0,64.0,16.0,0.0,60.0,28.0,12.0,0.0,28.6,57.1,14.3,0.0,25.0,25.0
Jersey Comm High School,Jersey CUSD 100,Jerseyville,Jersey,UNIT,LARGE,HIGH SCHOOL,8 - 12,470.1,461.6,33.5,45.0,18.5,3.0,44.5,32.5,20.0,3.0,38.5,47.7,10.1,3.7,200.0,200.0
Carlinville High School,Carlinville CUSD 1,Carlinville,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,501.1,469.1,15.3,52.0,27.6,5.1,40.8,36.7,18.4,4.1,18.3,51.7,25.0,5.0,98.0,98.0
Northwestern High School,Northwestern CUSD 2,Palmyra,Macoupin,UNIT,SMALL,HIGH SCHOOL,7 - 12,428.6,413.2,50.0,40.9,9.1,0.0,77.3,13.6,9.1,0.0,57.1,35.7,7.1,0.0,22.0,22.0
Mt Olive High School,Mount Olive CUSD 5,Mount Olive,Macoupin,UNIT,SMALL,HIGH SCHOOL,9 - 12,492.1,417.1,38.2,29.4,29.4,2.9,67.6,23.5,8.8,0.0,38.1,38.1,23.8,0.0,34.0,34.0
Staunton High School,Staunton CUSD 6,Staunton,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,484.4,463.7,29.1,43.0,22.1,5.8,40.7,36.0,22.1,1.2,35.7,35.7,23.8,4.8,86.0,86.0
Gillespie High School,Gillespie CUSD 7,Gillespie,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,474.5,449.3,35.0,38.8,22.5,3.8,51.3,32.5,16.3,0.0,39.5,39.5,16.3,4.7,80.0,80.0
Bunker Hill High School,Bunker Hill CUSD 8,Bunker Hill,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,8 - 12,450.5,423.1,40.5,47.6,11.9,0.0,64.3,23.8,11.9,0.0,40.9,50.0,9.1,0.0,42.0,42.0
Southwestern High School,Southwestern CUSD 9,Piasa,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,480.8,483.6,28.4,46.6,20.5,4.5,35.2,35.2,26.1,3.4,27.1,50.0,18.8,4.2,88.0,88.0
North Mac High School,North Mac CUSD 34,Virden,Macoupin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,473.8,441.4,32.7,45.2,17.3,4.8,62.5,24.0,11.5,1.9,31.6,47.4,14.0,7.0,104.0,104.0
Roxana Sr High School,Roxana CUSD 1,Roxana,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,447.3,430.6,47.1,38.7,12.6,1.7,56.3,27.7,16.0,0.0,56.7,31.7,11.7,0.0,119.0,119.0
Triad High School,Triad CUSD 2,Troy,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,505.3,502.0,21.8,43.2,24.1,10.9,33.9,27.7,31.2,7.2,30.4,37.8,24.4,7.4,292.0,294.0
Highland High School,Highland CUSD 5,Highland,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,489.5,487.4,24.1,49.2,18.6,8.0,36.7,31.2,26.6,5.5,27.4,48.7,16.8,7.1,199.0,199.0
Edwardsville High School,Edwardsville CUSD 7,Edwardsville,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,523.8,511.0,17.4,37.4,32.8,12.4,26.2,30.1,37.5,6.3,21.0,35.3,33.5,10.3,539.0,540.0
Civic Memorial High School,Bethalto CUSD 8,Bethalto,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,475.8,455.5,29.9,46.5,20.3,3.2,51.9,28.3,19.8,0.0,33.3,40.9,21.5,4.3,187.0,187.0
Granite City High School,Granite City CUSD 9,Granite City,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,431.9,410.0,51.6,37.6,9.3,1.5,72.0,19.9,7.9,0.2,55.5,36.2,6.9,1.4,407.0,407.0
Collinsville High School,Collinsville CUSD 10,Collinsville,Madison,UNIT,LARGE,HIGH SCHOOL,9 - 12,464.5,449.5,37.8,40.5,16.1,5.5,55.6,23.4,19.1,1.9,42.0,36.4,16.5,5.2,414.0,415.0
Alton High School,Alton CUSD 11,Alton,Madison,UNIT,LARGE,HIGH SCHOOL,PK - 12,468.3,454.0,35.2,43.2,17.8,3.8,56.1,20.5,20.0,3.4,41.0,39.6,14.9,4.5,444.0,449.0
Madison Senior High School,Madison CUSD 12,Madison,Madison,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,397.1,360.3,71.0,25.8,3.2,0.0,90.3,9.7,0.0,0.0,68.8,25.0,6.3,0.0,31.0,31.0
East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,Wood River,Madison,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,444.2,418.3,44.2,37.2,17.7,0.9,70.8,16.8,12.4,0.0,37.0,42.6,18.5,1.9,114.0,114.0
Johnsburg High School,Johnsburg CUSD 12,Johnsburg,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,493.3,483.2,22.5,46.4,25.8,5.3,34.4,37.1,25.2,3.3,25.9,43.2,27.2,3.7,151.0,151.0
Alden-Hebron High School,Alden Hebron SD 19,Hebron,McHenry,UNIT,SMALL,HIGH SCHOOL,9 - 12,457.1,441.4,42.9,28.6,25.0,3.6,53.6,25.0,17.9,3.6,68.8,6.3,18.8,6.3,28.0,28.0
Harvard High School,Harvard CUSD 50,Harvard,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,441.0,421.3,48.8,41.2,8.2,1.8,70.0,23.5,5.3,1.2,60.4,34.4,3.1,2.1,170.0,170.0
Marengo High School,Marengo CHSD 154,Marengo,McHenry,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,496.3,493.0,19.6,46.8,29.1,4.4,36.1,25.9,34.2,3.8,18.4,49.4,25.3,6.9,159.0,159.0
Crystal Lake Central High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,493.2,488.5,27.5,38.0,23.1,11.4,39.5,24.6,29.2,6.7,31.3,40.1,18.1,10.4,343.0,343.0
Cary-Grove Community High School,CHSD 155,Cary,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,521.2,501.4,15.3,43.4,31.1,10.2,34.9,23.1,35.4,6.7,15.8,45.1,29.9,9.2,373.0,373.0
Crystal Lake South High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,513.0,500.4,18.4,41.6,27.7,12.3,34.5,26.8,31.0,7.7,20.9,43.1,26.8,9.2,311.0,311.0
Prairie Ridge High School,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,522.4,520.4,18.9,40.4,26.4,14.3,30.4,21.4,38.9,9.3,22.3,42.4,23.0,12.2,280.0,280.0
McHenry Community High School,McHenry CHSD 156,Mchenry,McHenry,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,472.7,459.6,32.6,43.7,17.5,6.2,46.2,29.9,22.9,1.1,39.3,39.7,15.0,6.0,562.0,564.0
Richmond-Burton High School,Richmond-Burton CHSD 157,Richmond,McHenry,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,514.5,515.1,18.1,43.1,27.8,11.1,28.7,28.0,35.7,7.7,25.4,35.8,31.3,7.5,143.0,144.0
Huntley High School,Huntley Community School District 158,Huntley,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,529.7,534.2,13.8,39.4,31.4,15.4,18.5,29.0,44.8,7.7,18.4,39.5,30.7,11.4,672.0,675.0
Woodstock High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,LARGE,HIGH SCHOOL,9 - 12,513.3,480.0,20.8,38.4,30.2,10.6,40.7,28.4,28.8,2.1,24.6,38.1,25.4,11.9,243.0,245.0
Woodstock North High School,Woodstock CUSD 200,Woodstock,McHenry,UNIT,LARGE,HIGH SCHOOL,8 - 12,500.6,484.6,21.8,44.4,25.2,8.5,39.5,29.2,26.2,5.2,24.2,46.9,21.1,7.8,233.0,234.0
Valmeyer High School,Valmeyer CUSD 3,Valmeyer,Monroe,UNIT,SMALL,HIGH SCHOOL,9 - 12,472.3,446.3,30.0,50.0,16.7,3.3,53.3,36.7,10.0,0.0,30.8,53.8,15.4,0.0,30.0,30.0
Columbia High School,Columbia CUSD 4,Columbia,Monroe,UNIT,LARGE,HIGH SCHOOL,9 - 12,515.1,516.8,17.1,39.2,34.2,9.5,25.3,31.0,35.4,8.2,17.6,42.6,29.4,10.3,158.0,158.0
Waterloo High School,Waterloo CUSD 5,Waterloo,Monroe,UNIT,LARGE,HIGH SCHOOL,9 - 12,508.3,510.5,18.5,41.8,29.7,9.9,22.8,35.3,37.5,4.3,23.9,44.0,25.7,6.4,232.0,232.0
Coulterville High School,Coulterville USD 1,Coulterville,Randolph,UNIT,SMALL,HIGH SCHOOL,9 - 12,467.1,450.7,42.9,28.6,28.6,0.0,50.0,21.4,28.6,0.0,,,,,14.0,14.0
Red Bud High School,Red Bud CUSD 132,Red Bud,Randolph,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,488.8,478.2,26.2,40.5,26.2,7.1,47.6,22.6,27.4,2.4,26.7,37.8,24.4,11.1,84.0,84.0
Steeleville High School,Steeleville CUSD 138,Steeleville,Randolph,UNIT,SMALL,HIGH SCHOOL,9 - 12,438.8,437.9,51.5,42.4,3.0,3.0,60.6,24.2,15.2,0.0,52.2,43.5,4.3,0.0,33.0,33.0
Chester High School,Chester CUSD 139,Chester,Randolph,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,449.3,419.7,43.5,44.9,10.1,1.4,63.8,26.1,10.1,0.0,50.0,40.0,10.0,0.0,69.0,69.0
Sparta High School,Sparta CUSD 140,Sparta,Randolph,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,443.5,437.6,51.4,30.6,15.3,2.8,62.5,20.8,16.7,0.0,65.6,28.1,3.1,3.1,72.0,72.0
Dixon High School,Dixon USD 170,Dixon,Lee,UNIT,LARGE,HIGH SCHOOL,9 - 12,464.1,445.0,32.6,48.6,13.8,5.0,56.9,24.3,17.1,1.7,41.3,42.4,10.9,5.4,181.0,181.0
Amboy High School,Amboy CUSD 272,Amboy,Lee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,468.1,458.8,35.7,45.2,14.3,4.8,45.2,35.7,19.0,0.0,39.1,39.1,17.4,4.3,42.0,42.0
Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 275,Ashton,Lee,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,459.4,431.7,40.0,45.7,11.4,2.9,57.1,37.1,5.7,0.0,47.8,47.8,4.3,0.0,35.0,35.0
Rochelle Twp High School,Rochelle Twp HSD 212,Rochelle,Ogle,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,457.8,455.4,41.0,40.0,13.8,5.2,50.5,29.5,17.6,2.4,46.3,37.0,9.3,7.4,210.0,210.0
Oregon  Jr/Sr High School,Oregon CUSD 220,Oregon,Ogle,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,478.2,447.4,27.0,50.5,18.0,4.5,56.8,26.1,16.2,0.9,38.9,40.7,16.7,3.7,111.0,111.0
Forreston Jr/Sr High Sch,Forrestville Valley CUSD 221,Forreston,Ogle,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,471.6,478.5,34.4,44.3,16.4,4.9,41.0,23.0,34.4,1.6,27.6,55.2,6.9,10.3,61.0,61.0
Polo Comm High School,Polo CUSD 222,Polo,Ogle,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,502.6,472.1,30.8,33.3,25.6,10.3,46.2,28.2,20.5,5.1,35.0,35.0,20.0,10.0,39.0,39.0
Stillman Valley High School,Meridian CUSD 223,Stillman Valley,Ogle,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,495.3,466.8,27.6,38.2,25.2,8.9,45.5,30.1,20.3,4.1,28.6,44.4,17.5,9.5,123.0,123.0
Byron High School 9-12,Byron CUSD 226,Byron,Ogle,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,504.6,499.3,20.8,40.6,31.7,6.9,31.7,29.7,32.7,5.9,27.1,37.3,30.5,5.1,101.0,101.0
Erie High School,Erie CUSD 1,Erie,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,492.4,466.2,20.6,47.1,29.4,2.9,47.1,23.5,26.5,2.9,43.8,18.8,37.5,0.0,34.0,34.0
Fulton High School,River Bend CUSD 2,Fulton,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,498.4,472.9,17.7,54.8,19.4,8.1,45.2,29.0,25.8,0.0,12.8,59.0,20.5,7.7,62.0,62.0
Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,Prophetstown,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,505.5,451.6,15.9,40.9,40.9,2.3,52.3,31.8,15.9,0.0,20.0,40.0,35.0,5.0,44.0,44.0
Sterling High School,Sterling CUSD 5,Sterling,Whiteside,UNIT,LARGE,HIGH SCHOOL,9 - 12,456.2,451.8,35.0,47.3,13.2,4.5,50.7,32.0,16.4,0.9,39.7,44.8,12.9,2.6,221.0,222.0
Morrison High School,Morrison CUSD 6,Morrison,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,493.8,458.6,20.3,52.2,24.6,2.9,47.8,36.2,13.0,2.9,25.8,58.1,9.7,6.5,69.0,69.0
Rock Falls Township High School,Rock Falls Twp HSD 301,Rock Falls,Whiteside,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,486.0,451.5,18.7,59.7,17.3,4.3,53.2,29.5,17.3,0.0,30.5,50.8,15.3,3.4,139.0,139.0
Manual High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,384.2,370.5,77.3,22.0,0.7,0.0,92.9,7.1,0.0,0.0,81.3,18.8,0.0,0.0,141.0,141.0
Peoria High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,396.4,376.5,74.9,22.2,2.3,0.5,89.2,9.8,1.0,0.0,79.4,17.2,2.8,0.6,389.0,388.0
Richwoods High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,485.9,464.5,29.4,39.2,21.6,9.8,51.0,21.6,21.8,5.6,35.6,35.6,18.4,10.4,361.0,361.0
Quest Charter School Academy,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,CHARTER SCH,5 - 12,414.8,393.5,69.6,21.7,8.7,0.0,84.8,10.9,4.3,0.0,56.5,30.4,13.0,0.0,46.0,46.0
Farmington Central High Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,476.0,479.4,34.6,38.5,23.1,3.8,42.3,32.1,19.2,6.4,44.4,30.6,19.4,5.6,78.0,78.0
Brimfield High School,Brimfield CUSD 309,Brimfield,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,530.7,528.7,13.3,42.2,33.3,11.1,17.8,31.1,48.9,2.2,18.2,40.9,36.4,4.5,45.0,45.0
Limestone Community High School,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,464.9,439.9,38.7,41.0,15.1,5.2,59.4,24.1,14.2,2.4,41.3,41.3,10.1,7.3,212.0,212.0
Il Valley Central High School,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,499.2,477.1,21.3,45.8,24.5,8.4,45.2,29.0,18.7,7.1,27.1,47.1,17.1,8.6,155.0,155.0
Elmwood High School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,537.3,502.8,2.5,60.0,25.0,12.5,27.5,37.5,32.5,2.5,0.0,70.6,23.5,5.9,40.0,40.0
Dunlap High School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,558.6,564.2,13.2,30.8,30.2,25.8,20.0,19.4,37.2,23.4,15.9,29.3,31.7,23.2,325.0,325.0
Peoria Heights High School,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,441.4,430.0,40.5,47.6,11.9,0.0,59.5,33.3,7.1,0.0,50.0,43.8,6.3,0.0,42.0,42.0
Princeville High School,Princeville CUSD 326,Princeville,Peoria,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,503.1,506.5,21.6,43.1,25.5,9.8,31.4,25.5,43.1,0.0,20.7,44.8,24.1,10.3,51.0,51.0
Illini Bluffs High School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,491.3,494.9,16.4,54.1,23.0,6.6,29.5,34.4,34.4,1.6,21.4,60.7,10.7,7.1,61.0,61.0
United Twp High School,United Twp HSD 30,East Moline,Rock Island,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,436.6,425.5,50.0,39.1,9.0,2.0,67.4,21.7,8.8,2.0,56.8,33.5,8.7,1.0,396.0,402.0
Moline Sr High School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,HIGH SCHOOL,9 - 12,470.0,447.2,38.6,36.3,18.0,7.1,54.7,25.2,18.0,2.1,41.4,36.2,15.9,6.6,524.0,524.0
Rock Island High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,HIGH SCHOOL,9 - 12,440.3,414.7,46.9,41.6,8.7,2.8,69.1,26.1,4.5,0.3,53.7,36.0,7.4,2.9,356.0,356.0
Riverdale Sr High School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,502.2,481.0,24.4,41.5,20.7,13.4,37.8,35.4,22.0,4.9,24.4,46.7,11.1,17.8,82.0,82.0
Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,481.0,465.3,24.7,48.3,22.5,4.5,46.1,28.1,24.7,1.1,35.0,40.0,22.5,2.5,89.0,89.0
Rockridge High School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,483.7,468.1,27.5,45.1,23.1,4.4,39.6,37.4,23.1,0.0,32.6,46.5,20.9,0.0,91.0,91.0
Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,485.4,445.0,32.1,32.1,32.1,3.6,46.4,50.0,3.6,0.0,46.2,23.1,23.1,7.7,28.0,28.0
Mascoutah High School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,HIGH SCHOOL,9 - 12,526.9,517.3,14.4,37.8,37.5,10.4,21.1,27.1,46.5,5.4,21.1,35.4,35.4,8.1,299.0,299.0
Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,433.0,446.5,30.8,59.0,7.7,2.6,48.7,23.1,25.6,2.6,23.8,61.9,9.5,4.8,40.0,40.0
New Athens High School,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,490.3,448.1,16.1,51.6,32.3,0.0,58.1,29.0,12.9,0.0,28.6,50.0,21.4,0.0,31.0,31.0
Freeburg Community High Sch,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,518.8,498.9,21.6,32.4,33.8,12.2,30.4,31.1,36.5,2.0,25.3,37.3,25.3,12.0,148.0,148.0
Cahokia High School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,HIGH SCHOOL,9 - 12,410.3,385.0,65.8,30.4,3.7,0.0,85.6,13.8,0.6,0.0,69.7,26.3,3.9,0.0,160.0,161.0
SIU Charter Sch of East St Louis,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,LARGE,CHARTER SCH,9 - 12,397.8,384.4,77.8,18.5,3.7,0.0,85.2,7.4,7.4,0.0,61.5,38.5,0.0,0.0,27.0,27.0
East St Louis Senior High School,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,LARGE,HIGH SCHOOL,9 - 12,389.2,370.0,76.0,20.9,3.0,0.0,91.1,8.5,0.4,0.0,77.9,19.1,2.9,0.0,258.0,263.0
Dupo High School,Community Unit School District No 196,Dupo,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,448.6,424.3,44.8,39.7,15.5,0.0,60.3,32.8,6.9,0.0,51.6,38.7,9.7,0.0,58.0,58.0
Belleville High School-East,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,481.0,462.2,30.5,42.3,21.4,5.8,47.8,26.7,21.6,3.8,33.9,37.8,22.5,5.9,603.0,604.0
Belleville High School-West,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,464.6,449.1,38.8,39.2,16.7,5.2,54.5,26.6,16.2,2.7,45.6,34.4,15.2,4.8,519.0,520.0
O Fallon High School,O Fallon Twp HSD 203,O Fallon,Saint Clair,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,518.9,501.9,20.8,36.7,24.4,18.1,36.7,23.9,31.2,8.1,27.5,32.6,21.4,18.5,602.0,602.0
Porta High School,Porta CUSD 202,Petersburg,Menard,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,479.4,472.6,18.9,56.6,24.5,0.0,39.6,34.0,26.4,0.0,22.7,54.5,22.7,0.0,53.0,53.0
Athens Sr High School,Athens CUSD 213,Athens,Menard,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,485.7,456.3,25.0,47.1,26.5,1.5,44.1,36.8,17.6,1.5,37.5,37.5,21.9,3.1,68.0,68.0
Tri-City High School,Tri City CUSD 1,Buffalo,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,450.8,419.2,43.8,47.9,6.3,2.1,64.6,22.9,12.5,0.0,47.8,47.8,4.3,0.0,48.0,48.0
Rochester High School,Rochester CUSD 3A,Rochester,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,503.0,478.9,25.7,36.6,26.3,11.4,39.1,32.2,25.9,2.9,27.6,39.1,21.8,11.5,174.0,175.0
Glenwood High School,Ball Chatham CUSD 5,Chatham,Sangamon,UNIT,LARGE,HIGH SCHOOL,9 - 12,519.2,498.3,16.8,43.3,26.4,13.5,36.1,27.3,28.9,7.7,17.4,49.1,21.6,12.0,363.0,363.0
