School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Mickey Leland College Prep Acad Fo,Houston ISD,558,540,<50,<50,100,<25,33.3,<50,55.6,Texas,29.776493,-95.3352735,1700 Gregg Street,77020,Harris County,Houston,48201,"1700 Gregg Street, Houston, Texas, 77020",211301,48201211301,2019,211301,Harris County,Texas,118,29,44,45,0,1730,279,228,554,398,122,95,54,24.6,37.3,38.1,0,16.1,13.2,32,23,7.1,5.5,3.1,913,33201,43245,2652,839,31.6,1813,68.4,73,2.8,1708,64.4,0,0,0,0,0,0,0,0,32,1.2,558
Young Women's College Prep Academy,Houston ISD,558,499,<50,<50,100,<25,18.9,<25,27,Texas,29.7311348,-95.374236,1906 Cleburne Street,77004,Harris County,Houston,48201,"1906 Cleburne Street, Houston, Texas, 77004",312603,48201312603,2019,312603,Harris County,Texas,296,0,22,160,114,2651,138,70,163,192,553,871,664,0,7.4,54.1,38.5,5.2,2.6,6.1,7.2,20.9,32.9,25,1892,65445,75179,3704,1641,44.3,2063,55.7,1030,27.8,778,21,0,0,91,2.5,0,0,0,0,164,4.4,558
Energy Institute H S,Houston ISD,535,514,182,190,100,42,22.1,72,37.9,Texas,29.7145863,-95.358895,3501 Southmore Boulevard,77004,Harris County,Houston,48201,"3501 Southmore Boulevard, Houston, Texas, 77004",312901,48201312901,2019,312901,Harris County,Texas,776,33,66,644,33,1135,0,74,368,231,35,215,212,4.3,8.5,83,4.3,0,6.5,32.4,20.4,3.1,18.9,18.7,768,27181,49044,2385,95,4,2290,96,221,9.3,1957,82.1,0,0,89,3.7,0,0,0,0,23,1,535
North Forest H S,Houston ISD,414,403,<200,<175,92.6,<25,0.6,<25,4.3,Texas,29.8668293,-95.2602224,10726 Mesa Drive,77078,Harris County,Houston,48201,"10726 Mesa Drive, Houston, Texas, 77078",231200,48201231200,2019,231200,Harris County,Texas,345,11,163,171,0,4498,482,450,1745,702,351,458,310,3.2,47.2,49.6,0,10.7,10,38.8,15.6,7.8,10.2,6.9,2569,35337,44793,6943,1465,21.1,5478,78.9,398,5.7,5076,73.1,0,0,0,0,0,0,0,0,4,0.1,414
Middle College H S At Hcc Gulfton,Houston ISD,406,413,<75,<50,67.2,<25,2.3,<25,7,Texas,29.727312,-95.3520876,,N/A,Harris County,N/A,48201,,312400,48201312400,2019,312400,Harris County,Texas,94,27,18,49,0,1402,110,196,260,504,66,164,102,28.7,19.1,52.1,0,7.8,14,18.5,35.9,4.7,11.7,7.3,966,19292,32845,2400,171,7.1,2229,92.9,94,3.9,2123,88.5,0,0,0,0,0,0,0,0,12,0.5,406
Middle College H S At Hcc Fraga,Houston ISD,463,442,<75,<25,35,<25,,<25,4.8,Texas,29.727312,-95.3520876,,N/A,Harris County,N/A,48201,,312400,48201312400,2019,312400,Harris County,Texas,94,27,18,49,0,1402,110,196,260,504,66,164,102,28.7,19.1,52.1,0,7.8,14,18.5,35.9,4.7,11.7,7.3,966,19292,32845,2400,171,7.1,2229,92.9,94,3.9,2123,88.5,0,0,0,0,0,0,0,0,12,0.5,463
South Early College H S,Houston ISD,505,499,<75,<75,100,<25,8.7,<25,26.1,Texas,29.6408271,-95.3915269,1930 Airport Boulevard,77051,Harris County,Houston,48201,"1930 Airport Boulevard, Houston, Texas, 77051",334101,48201334101,2019,334101,Harris County,Texas,1099,155,0,510,434,5031,18,93,962,452,434,1295,1777,14.1,0,46.4,39.5,0.4,1.8,19.1,9,8.6,25.7,35.3,3885,55375,62313,7298,791,10.8,6507,89.2,881,12.1,4456,61.1,101,1.4,653,8.9,0,0,0,0,416,5.7,505
Victory Preparatory Academy South,Houston ISD,443,426,<25,<50,,<25,,<25,,Texas,29.727312,-95.3520876,,N/A,Harris County,N/A,48201,,312400,48201312400,2019,312400,Harris County,Texas,94,27,18,49,0,1402,110,196,260,504,66,164,102,28.7,19.1,52.1,0,7.8,14,18.5,35.9,4.7,11.7,7.3,966,19292,32845,2400,171,7.1,2229,92.9,94,3.9,2123,88.5,0,0,0,0,0,0,0,0,12,0.5,443
Humble H S,Humble ISD,489,471,<450,<175,35.5,<25,8.6,<50,19.7,Texas,29.9816999,-95.2481598,1700 Wilson Road,77338,Harris County,Humble,48201,"1700 Wilson Road, Humble, Texas, 77338",250102,48201250102,2019,250102,Harris County,Texas,446,33,308,105,0,2717,448,74,982,620,69,292,232,7.4,69.1,23.5,0,16.5,2.7,36.1,22.8,2.5,10.7,8.5,1354,83733,88820,4989,2701,54.1,2288,45.9,1166,23.4,543,10.9,0,0,454,9.1,0,0,0,0,125,2.5,489
Kingwood H S,Humble ISD,609,598,670,410,61.2,227,55.4,314,76.6,Texas,30.0446474,-95.195355,2701 Kingwood Drive,77339,Harris County,Houston,48201,"2701 Kingwood Drive, Houston, Texas, 77339",251300,48201251300,2019,251300,Harris County,Texas,259,59,76,105,19,4633,43,55,560,1318,321,1440,896,22.8,29.3,40.5,7.3,0.9,1.2,12.1,28.4,6.9,31.1,19.3,2315,98472,127254,6390,1156,18.1,5234,81.9,4862,76.1,106,1.7,68,1.1,19,0.3,0,0,150,2.3,29,0.5,609
Quest Early College H S,Humble ISD,590,562,<100,<100,88.6,<50,43.6,<75,73.1,Texas,29.9800929,-95.2456368,9155 Will Clayton Parkway,77338,Harris County,Humble,48201,"9155 Will Clayton Parkway, Humble, Texas, 77338",250602,48201250602,2019,250602,Harris County,Texas,241,0,183,58,0,2719,84,252,1128,737,84,259,175,0,75.9,24.1,0,3.1,9.3,41.5,27.1,3.1,9.5,6.4,1923,31461,50304,4593,1712,37.3,2881,62.7,1033,22.5,1834,39.9,0,0,14,0.3,0,0,0,0,0,0,590
Atascocita H S,Humble ISD,551,538,868,453,52.2,136,30,232,51.2,Texas,29.9794915,-95.1714718,13300 Will Clayton Parkway,77346,Harris County,Humble,48201,"13300 Will Clayton Parkway, Humble, Texas, 77346",250408,48201250408,2019,250408,Harris County,Texas,463,0,242,221,0,3059,0,0,346,918,295,929,571,0,52.3,47.7,0,0,0,11.3,30,9.6,30.4,18.7,1781,81628,99591,5093,1765,34.7,3328,65.3,862,16.9,1766,34.7,30,0.6,414,8.1,0,0,0,0,256,5,551
Kingwood Park H S,Humble ISD,581,560,451,247,54.8,96,38.9,152,61.5,Texas,30.0727684,-95.2125276,4015 Woodland Hills Drive,77339,Harris County,Houston,48201,"4015 Woodland Hills Drive, Houston, Texas, 77339",251402,48201251402,2019,251402,Harris County,Texas,398,19,92,195,92,4164,101,124,1219,1151,274,807,488,4.8,23.1,49,23.1,2.4,3,29.3,27.6,6.6,19.4,11.7,2517,51383,73136,6913,2414,34.9,4499,65.1,3886,56.2,160,2.3,0,0,187,2.7,0,0,0,0,266,3.8,581
Summer Creek H S,Humble ISD,515,502,591,308,52.1,51,16.6,106,34.4,Texas,29.9261618,-95.2083899,14000 Weckford Boulevard,77044,Harris County,Houston,48201,"14000 Weckford Boulevard, Houston, Texas, 77044",232303,48201232303,2019,232303,Harris County,Texas,449,79,177,193,0,2650,279,203,921,765,285,158,39,17.6,39.4,43,0,10.5,7.7,34.8,28.9,10.8,6,1.5,1464,53598,56099,5177,2954,57.1,2223,42.9,273,5.3,1650,31.9,0,0,24,0.5,66,1.3,0,0,210,4.1,515
Katy H S,Katy ISD,568,559,823,523,63.5,184,35.2,325,62.1,Texas,29.7843661,-95.8316489,6331 Highway Boulevard,77494,Fort Bend County,Katy,48157,"6331 Highway Boulevard, Katy, Texas, 77494",673108,48157673108,2019,673108,Fort Bend County,Texas,775,50,166,447,112,8497,48,257,865,763,246,3406,2912,6.5,21.4,57.7,14.5,0.6,3,10.2,9,2.9,40.1,34.3,4056,167451,206569,14478,1548,10.7,12930,89.3,7125,49.2,829,5.7,0,0,3784,26.1,0,0,15,0.1,1177,8.1,568
Taylor H S,Katy ISD,594,607,713,565,79.2,309,54.7,413,73.1,Texas,29.7798686,-95.7510475,,N/A,Harris County,N/A,48201,,454600,48201454600,2019,454600,Harris County,Texas,162,39,60,63,0,3653,186,34,626,740,536,1096,435,24.1,37,38.9,0,5.1,0.9,17.1,20.3,14.7,30,11.9,2268,51929,67286,4985,1607,32.2,3378,67.8,2622,52.6,549,11,0,0,159,3.2,0,0,0,0,48,1,594
Mayde Creek H S,Katy ISD,527,519,<600,<350,55.9,<75,19.2,<150,40.7,Texas,29.8063302,-95.6947646,19202 Groschke Road,77084,Harris County,Houston,48201,"19202 Groschke Road, Houston, Texas, 77084",541901,48201541901,2019,541901,Harris County,Texas,258,100,30,128,0,1813,166,264,48,409,285,432,209,38.8,11.6,49.6,0,9.2,14.6,2.6,22.6,15.7,23.8,11.5,758,102212,112896,3148,951,30.2,2197,69.8,306,9.7,932,29.6,0,0,500,15.9,0,0,459,14.6,0,0,527
Cinco Ranch H S,Katy ISD,606,627,757,632,83.5,379,60,519,82.1,Texas,29.7454556,-95.7796955,23440 Cinco Ranch Boulevard,77494,Fort Bend County,Katy,48157,"23440 Cinco Ranch Boulevard, Katy, Texas, 77494",673107,48157673107,2019,673107,Fort Bend County,Texas,263,29,102,0,132,4001,53,0,488,1058,822,1038,542,11,38.8,0,50.2,1.3,0,12.2,26.4,20.5,25.9,13.5,1835,113131,264465,6155,945,15.4,5210,84.6,4685,76.1,0,0,0,0,395,6.4,0,0,30,0.5,100,1.6,606
Morton Ranch H S,Katy ISD,524,513,888,533,60,94,17.6,203,38.1,Texas,29.8038076,-95.744939,21000 Franz Road,77449,Harris County,Katy,48201,"21000 Franz Road, Katy, Texas, 77449",542302,48201542302,2019,542302,Harris County,Texas,648,54,259,335,0,5294,197,310,1403,943,580,1384,477,8.3,40,51.7,0,3.7,5.9,26.5,17.8,11,26.1,9,2532,93170,89188,7889,3691,46.8,4198,53.2,1803,22.9,1600,20.3,0,0,648,8.2,0,0,0,0,147,1.9,524
Seven Lakes H S,Katy ISD,633,653,830,739,89,529,71.6,638,86.3,Texas,29.7074544,-95.8080054,9251 South Fry Road,77494,Fort Bend County,Katy,48157,"9251 South Fry Road, Katy, Texas, 77494",673109,48157673109,2019,673109,Fort Bend County,Texas,608,88,31,371,118,6428,131,101,288,1212,247,2151,2298,14.5,5.1,61,19.4,2,1.6,4.5,18.9,3.8,33.5,35.7,3162,128904,149092,10822,2349,21.7,8473,78.3,4392,40.6,1445,13.4,0,0,2491,23,0,0,145,1.3,0,0,633
Raines H S,Katy ISD,481,473,<200,<25,5.5,<25,20,<25,30,Texas,29.7969771,-95.8084597,1742 Katyland Drive,77493,Harris County,Katy,48201,"1742 Katyland Drive, Katy, Texas, 77493",542700,48201542700,2019,542700,Harris County,Texas,302,54,46,202,0,4326,121,214,1407,1199,394,703,288,17.9,15.2,66.9,0,2.8,4.9,32.5,27.7,9.1,16.3,6.7,2128,62000,77600,5739,1372,23.9,4367,76.1,3852,67.1,209,3.6,0,0,205,3.6,0,0,0,0,101,1.8,481
Tompkins H S,Katy ISD,618,625,787,680,86.4,438,64.4,555,81.6,Texas,29.7338884,-95.8127043,4410 Falcon Landing Boulevard,77494,Fort Bend County,Katy,48157,"4410 Falcon Landing Boulevard, Katy, Texas, 77494",673112,48157673112,2019,673112,Fort Bend County,Texas,252,0,240,12,0,5451,212,1,119,1007,263,2320,1529,0,95.2,4.8,0,3.9,0,2.2,18.5,4.8,42.6,28,2645,143027,154468,8980,2813,31.3,6167,68.7,4138,46.1,97,1.1,0,0,1762,19.6,0,0,0,0,170,1.9,618
Klein H S,Klein ISD,528,518,"1,016",955,94,248,26,410,42.9,Texas,30.0193419,-95.5246049,16715 Stuebner Airline Road,77379,Harris County,Klein,48201,"16715 Stuebner Airline Road, Klein, Texas, 77379",554001,48201554001,2019,554001,Harris County,Texas,131,7,19,30,75,2016,14,37,504,482,137,590,252,5.3,14.5,22.9,57.3,0.7,1.8,25,23.9,6.8,29.3,12.5,1133,72306,102756,2921,670,22.9,2251,77.1,1412,48.3,339,11.6,0,0,241,8.3,0,0,0,0,259,8.9,528
Klein Forest H S,Klein ISD,454,452,<875,<850,96.9,<75,6.6,<150,16.2,Texas,29.96525,-95.4998921,11400 Misty Valley Drive,77066,Harris County,Houston,48201,"11400 Misty Valley Drive, Houston, Texas, 77066",551201,48201551201,2019,551201,Harris County,Texas,407,86,176,89,56,3296,169,600,1145,376,123,605,278,21.1,43.2,21.9,13.8,5.1,18.2,34.7,11.4,3.7,18.4,8.4,1504,49691,73124,4747,1745,36.8,3002,63.2,1631,34.4,975,20.5,0,0,177,3.7,0,0,68,1.4,151,3.2,454
Klein Oak H S,Klein ISD,532,525,997,962,96.5,261,27.1,417,43.3,Texas,30.0968254,-95.5176233,22603 Northcrest Drive,77389,Harris County,Klein,48201,"22603 Northcrest Drive, Klein, Texas, 77389",554902,48201554902,2019,554902,Harris County,Texas,534,52,139,317,26,6442,70,160,1082,1684,622,2005,819,9.7,26,59.4,4.9,1.1,2.5,16.8,26.1,9.7,31.1,12.7,3308,106400,110875,9825,1793,18.2,8032,81.8,6112,62.2,714,7.3,0,0,686,7,0,0,193,2,327,3.3,532
Klein Collins H S,Klein ISD,513,506,<950,<925,98.3,<200,19.9,<350,36,Texas,30.061196,-95.478701,20811 Ella Boulevard,77388,Harris County,Spring,48201,"20811 Ella Boulevard, Spring, Texas, 77388",555002,48201555002,2019,555002,Harris County,Texas,338,0,156,173,9,3818,180,45,956,1310,305,785,237,0,46.2,51.2,2.7,4.7,1.2,25,34.3,8,20.6,6.2,1948,86331,95221,5782,1936,33.5,3846,66.5,3234,55.9,487,8.4,0,0,42,0.7,0,0,42,0.7,41,0.7,513
Klein Cain H S,Klein ISD,,,<25,<25,,<25,,<25,100,Texas,30.0161702,-95.5747144,10201 Spring Cypress Road,77070,Harris County,Houston,48201,"10201 Spring Cypress Road, Houston, Texas, 77070",554202,48201554202,2019,554202,Harris County,Texas,529,243,159,14,113,2290,104,78,604,456,108,636,304,45.9,30.1,2.6,21.4,4.5,3.4,26.4,19.9,4.7,27.8,13.3,1293,71861,109921,3742,1133,30.3,2609,69.7,2188,58.5,159,4.2,0,0,139,3.7,0,0,12,0.3,111,3,0
La Porte H S,La Porte ISD,478,473,<500,<500,96.7,<50,8.2,<125,23.5,Texas,29.6543905,-95.0146426,301 East Fairmont Parkway,77571,Harris County,La Porte,48201,"301 East Fairmont Parkway, La Porte, Texas, 77571",343602,48201343602,2019,343602,Harris County,Texas,140,11,23,106,0,2118,25,168,741,768,150,182,84,7.9,16.4,75.7,0,1.2,7.9,35,36.3,7.1,8.6,4,1136,70365,83692,2746,816,29.7,1930,70.3,1716,62.5,69,2.5,0,0,46,1.7,0,0,0,0,99,3.6,478
The Academy Of Viola Dewalt H S,La Porte ISD,390,430,<50,<25,11.4,<25,,<25,20,Texas,29.6702429,-95.0390536,,N/A,Harris County,N/A,48201,,343700,48201343700,2019,343700,Harris County,Texas,477,32,125,278,42,2583,227,325,946,635,109,298,43,6.7,26.2,58.3,8.8,8.8,12.6,36.6,24.6,4.2,11.5,1.7,1383,62559,64492,3948,1451,36.8,2497,63.2,1577,39.9,831,21,4,0.1,4,0.1,0,0,0,0,81,2.1,390
Pasadena High School,Pasadena ISD,460,467,<550,<550,100,<50,7.2,<125,20.8,Texas,29.7091598,-95.213157,206 Pasadena Freeway Frontage Road,77506,Harris County,Pasadena,48201,"206 Pasadena Freeway Frontage Road, Pasadena, Texas, 77506",322200,48201322200,2019,322200,Harris County,Texas,170,86,38,46,0,1023,189,173,397,190,28,36,10,50.6,22.4,27.1,0,18.5,16.9,38.8,18.6,2.7,3.5,1,496,49340,60179,1736,1499,86.3,237,13.7,212,12.2,6,0.3,0,0,6,0.3,0,0,0,0,13,0.7,460
Sam Rayburn H S,Pasadena ISD,463,465,<625,<625,99.3,<75,9,<150,21.6,Texas,29.6784816,-95.1825961,2121 Cherry Brook Lane,77502,Harris County,Pasadena,48201,"2121 Cherry Brook Lane, Pasadena, Texas, 77502",323802,48201323802,2019,323802,Harris County,Texas,356,126,112,118,0,2904,450,218,1184,442,199,316,95,35.4,31.5,33.1,0,15.5,7.5,40.8,15.2,6.9,10.9,3.3,1624,51563,61590,5105,4192,82.1,913,17.9,725,14.2,75,1.5,0,0,80,1.6,0,0,0,0,33,0.6,463
South Houston High School,Pasadena ISD,441,444,<550,<550,100,<25,3.3,<100,14.6,Texas,29.6520333,-95.2106701,3820 Shaver Street,77587,Harris County,South Houston,48201,"3820 Shaver Street, South Houston, Texas, 77587",321402,48201321402,2019,321402,Harris County,Texas,446,83,161,202,0,2849,768,469,857,367,139,222,27,18.6,36.1,45.3,0,27,16.5,30.1,12.9,4.9,7.8,0.9,1403,65863,69925,5029,4586,91.2,443,8.8,438,8.7,0,0,0,0,5,0.1,0,0,0,0,0,0,441
Dobie H S,Pasadena ISD,476,477,867,894,100,119,13.3,249,27.9,Texas,29.5921541,-95.2494725,10220 Blackhawk Boulevard,77089,Harris County,Houston,48201,"10220 Blackhawk Boulevard, Houston, Texas, 77089",350104,48201350104,2019,350104,Harris County,Texas,182,0,126,56,0,2483,128,45,463,497,145,941,264,0,69.2,30.8,0,5.2,1.8,18.6,20,5.8,37.9,10.6,1398,86950,95611,4066,606,14.9,3460,85.1,1707,42,966,23.8,0,0,787,19.4,0,0,0,0,0,0,476
Tegeler Career Center,Pasadena ISD,415,405,<75,<25,2.8,<25,,<25,,Texas,29.6382438,-95.1797623,4949 Burke Road,77504,Harris County,Pasadena,48201,"4949 Burke Road, Pasadena, Texas, 77504",324000,48201324000,2019,324000,Harris County,Texas,395,157,62,132,44,3824,156,329,1317,839,316,583,284,39.7,15.7,33.4,11.1,4.1,8.6,34.4,21.9,8.3,15.2,7.4,1980,82542,91685,5363,2500,46.6,2863,53.4,2334,43.5,90,1.7,0,0,302,5.6,0,0,0,0,137,2.6,415
Pasadena Memorial H S,Pasadena ISD,478,480,671,686,100,86,12.5,197,28.7,Texas,29.6385562,-95.1747865,4410 Crenshaw Road,77504,Harris County,Pasadena,48201,"4410 Crenshaw Road, Pasadena, Texas, 77504",324000,48201324000,2019,324000,Harris County,Texas,395,157,62,132,44,3824,156,329,1317,839,316,583,284,39.7,15.7,33.4,11.1,4.1,8.6,34.4,21.9,8.3,15.2,7.4,1980,82542,91685,5363,2500,46.6,2863,53.4,2334,43.5,90,1.7,0,0,302,5.6,0,0,0,0,137,2.6,478
Dr Kirk Lewis Career And Technical,Pasadena ISD,494,494,<325,<300,96.1,<50,10.1,<100,27.6,Texas,29.6289898,-95.1750241,1348 Genoa Red Bluff Road,77034,Harris County,Houston,48201,"1348 Genoa Red Bluff Road, Houston, Texas, 77034",324000,48201324000,2019,324000,Harris County,Texas,395,157,62,132,44,3824,156,329,1317,839,316,583,284,39.7,15.7,33.4,11.1,4.1,8.6,34.4,21.9,8.3,15.2,7.4,1980,82542,91685,5363,2500,46.6,2863,53.4,2334,43.5,90,1.7,0,0,302,5.6,0,0,0,0,137,2.6,494
Spring H S,Spring ISD,455,444,636,569,89.5,25,4.4,75,13.2,Texas,30.0540885,-95.4289735,19428 Interstate 45,77373,Harris County,Spring,48201,"19428 Interstate 45, Spring, Texas, 77373",241302,48201241302,2019,241302,Harris County,Texas,430,0,139,216,75,5189,175,248,918,1046,544,1709,549,0,32.3,50.2,17.4,3.4,4.8,17.7,20.2,10.5,32.9,10.6,2592,99818,126016,7793,2663,34.2,5130,65.8,2479,31.8,2004,25.7,0,0,384,4.9,0,0,0,0,263,3.4,455
Westfield H S,Spring ISD,445,428,644,518,80.4,22,4.2,47,9.1,Texas,30.0071245,-95.4468572,16713 Ella Boulevard,77090,Harris County,Houston,48201,"16713 Ella Boulevard, Houston, Texas, 77090",550307,48201550307,2019,550307,Harris County,Texas,232,46,121,48,17,1917,146,120,515,686,130,238,82,19.8,52.2,20.7,7.3,7.6,6.3,26.9,35.8,6.8,12.4,4.3,1373,34740,41837,3007,481,16,2526,84,135,4.5,2002,66.6,0,0,107,3.6,0,0,0,0,282,9.4,445
Andy Dekaney H S,Spring ISD,424,410,435,408,93.8,7,1.7,16,3.9,Texas,30.0175955,-95.4211198,22351 Imperial Valley Drive,77073,Harris County,Houston,48201,"22351 Imperial Valley Drive, Houston, Texas, 77073",240704,48201240704,2019,240704,Harris County,Texas,585,0,252,333,0,2237,111,334,608,542,307,316,19,0,43.1,56.9,0,5,14.9,27.2,24.2,13.7,14.1,0.8,1230,55417,75824,3893,2304,59.2,1589,40.8,338,8.7,1173,30.1,0,0,78,2,0,0,0,0,0,0,424
Carl Wunsche Sr H S,Spring ISD,476,451,<375,<400,100,<50,8.2,<75,17.4,Texas,30.0799395,-95.4266343,900 Wunsche Loop,77373,Harris County,Spring,48201,"900 Wunsche Loop, Spring, Texas, 77373",241301,48201241301,2019,241301,Harris County,Texas,96,0,38,58,0,2911,65,84,511,755,390,753,353,0,39.6,60.4,0,2.2,2.9,17.6,25.9,13.4,25.9,12.1,1574,111333,112173,4172,957,22.9,3215,77.1,1817,43.6,1096,26.3,31,0.7,250,6,0,0,0,0,21,0.5,476
Spring Early College Academy,Spring ISD,549,527,<100,<100,100,<50,28.3,<75,50.5,Texas,30.0066916,-95.3802244,2700 West West Thorne Drive,77073,Harris County,Houston,48201,"2700 West West Thorne Drive, Houston, Texas, 77073",240400,48201240400,2019,240400,Harris County,Texas,748,74,223,442,9,4955,450,555,1088,1259,648,616,339,9.9,29.8,59.1,1.2,9.1,11.2,22,25.4,13.1,12.4,6.8,2652,57814,74549,8509,4602,54.1,3907,45.9,1242,14.6,2501,29.4,0,0,164,1.9,0,0,0,0,0,0,549
Memorial H S,Spring Branch ISD,611,619,624,615,98.6,380,61.8,480,78,Texas,29.7803864,-95.523501,935 Echo Lane,77024,Harris County,Houston,48201,"935 Echo Lane, Houston, Texas, 77024",430500,48201430500,2019,430500,Harris County,Texas,121,43,10,61,7,1750,0,3,159,195,45,693,655,35.5,8.3,50.4,5.8,0,0.2,9.1,11.1,2.6,39.6,37.4,994,153214,309782,2673,290,10.8,2383,89.2,1774,66.4,7,0.3,0,0,452,16.9,0,0,27,1,123,4.6,611
Spring Woods H S,Spring Branch ISD,465,467,497,460,92.6,50,10.9,100,21.7,Texas,29.8102277,-95.5476736,2045 Gessner Road,77080,Harris County,Houston,48201,"2045 Gessner Road, Houston, Texas, 77080",522401,48201522401,2019,522401,Harris County,Texas,347,95,176,58,18,3803,333,248,646,508,141,1459,468,27.4,50.7,16.7,5.2,8.8,6.5,17,13.4,3.7,38.4,12.3,2172,76300,96477,5598,2043,36.5,3555,63.5,2666,47.6,309,5.5,0,0,313,5.6,0,0,162,2.9,105,1.9,465
Northbrook H S,Spring Branch ISD,445,438,<500,<525,100,<25,2.2,<75,12,Texas,29.8169649,-95.5317435,1 Raider Circle North,77080,Harris County,Houston,48201,"1 Raider Circle North, Houston, Texas, 77080",522102,48201522102,2019,522102,Harris County,Texas,626,348,150,105,23,2986,784,239,560,522,125,556,200,55.6,24,16.8,3.7,26.3,8,18.8,17.5,4.2,18.6,6.7,1317,75534,86331,5098,3331,65.3,1767,34.7,1351,26.5,281,5.5,0,0,129,2.5,0,0,0,0,6,0.1,445
Stratford H S,Spring Branch ISD,568,568,556,543,97.7,241,44.4,340,62.6,Texas,29.774942,-95.60427,14555 Fern Drive,77079,Harris County,Houston,48201,"14555 Fern Drive, Houston, Texas, 77079",450302,48201450302,2019,450302,Harris County,Texas,647,108,195,255,89,3615,301,341,256,743,494,1181,299,16.7,30.1,39.4,13.8,8.3,9.4,7.1,20.6,13.7,32.7,8.3,1936,71030,77159,5431,2099,38.6,3332,61.4,1630,30,905,16.7,0,0,687,12.6,0,0,97,1.8,13,0.2,568
Westchester Academy For Internatio,Spring Branch ISD,539,533,<150,<150,100,<50,27,<75,50.4,Texas,29.7808974,-95.582655,901 Yorkchester Drive,77079,Harris County,Houston,48201,"901 Yorkchester Drive, Houston, Texas, 77079",450200,48201450200,2019,450200,Harris County,Texas,86,6,39,41,0,3584,53,95,183,682,66,1415,1090,7,45.3,47.7,0,1.5,2.7,5.1,19,1.8,39.5,30.4,2007,105912,163308,5691,554,9.7,5137,90.3,3818,67.1,630,11.1,0,0,501,8.8,0,0,99,1.7,89,1.6,539
Academy Of Choice,Spring Branch ISD,449,419,<50,<25,60,<25,,<25,5.6,Texas,29.7959599,-95.5118443,9016 Westview Drive,77055,Harris County,Houston,48201,"9016 Westview Drive, Houston, Texas, 77055",522500,48201522500,2019,522500,Harris County,Texas,202,66,30,62,44,3374,29,25,209,188,121,1471,1331,32.7,14.9,30.7,21.8,0.9,0.7,6.2,5.6,3.6,43.6,39.4,1713,214750,265455,5187,573,11,4614,89,4044,78,0,0,0,0,434,8.4,0,0,11,0.2,125,2.4,449
Tomball H S,Tomball ISD,575,576,412,237,57.5,103,43.5,169,71.3,Texas,30.1115285,-95.6282909,30330 Quinn Road,77375,Harris County,Tomball,48201,"30330 Quinn Road, Tomball, Texas, 77375",555403,48201555403,2019,555403,Harris County,Texas,512,8,341,93,70,3141,152,176,631,796,534,635,217,1.6,66.6,18.2,13.7,4.8,5.6,20.1,25.3,17,20.2,6.9,1676,68873,84101,4561,812,17.8,3749,82.2,3602,79,105,2.3,0,0,26,0.6,0,0,0,0,16,0.4,575
Tomball Memorial H S,Tomball ISD,587,585,557,387,69.5,185,47.8,279,72.1,Texas,30.0349578,-95.6325438,19100 Northpointe Ridge Lane,77377,Harris County,Tomball,48201,"19100 Northpointe Ridge Lane, Tomball, Texas, 77377",555503,48201555503,2019,555503,Harris County,Texas,621,56,291,107,167,7441,324,105,1134,1525,504,2626,1223,9,46.9,17.2,26.9,4.4,1.4,15.2,20.5,6.8,35.3,16.4,3815,101042,107326,11944,2808,23.5,9136,76.5,7334,61.4,447,3.7,0,0,971,8.1,0,0,15,0.1,369,3.1,587
