School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Mercer County High School,Mercer County School District 404,480.0,461.5,80.0,80.0,Illinois,41.1894937,-90.74993909999999,1500 South College Avenue,61231,Mercer County,Aledo,17131,"1500 South College Avenue, Aledo, Illinois, 61231",040300,17131040300,2023.0,40300.0,Mercer County,Illinois,322.0,83.0,117.0,122.0,0.0,2691.0,72.0,43.0,976.0,624.0,368.0,423.0,185.0,25.8,36.3,37.9,0.0,2.7,1.6,36.3,23.2,13.7,15.7,6.9,1602.0,62000.0,80169.0,3803.0,154.0,4.0,3649.0,96.0,3554.0,93.5,74.0,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5
Monmouth-Roseville High Sch,Monmouth-Roseville CUSD 238,437.4,439.0,118.0,118.0,Illinois,40.9106489,-90.6516812,200 South B Street,61462,Warren County,Monmouth,17187,"200 South B Street, Monmouth, Illinois, 61462",870500,17187870500,2023.0,870500.0,Warren County,Illinois,442.0,105.0,146.0,158.0,33.0,2772.0,167.0,265.0,905.0,539.0,214.0,435.0,247.0,23.8,33.0,35.7,7.5,6.0,9.6,32.6,19.4,7.7,15.7,8.9,1746.0,61288.0,76428.0,4559.0,942.0,20.7,3617.0,79.3,3194.0,70.1,244.0,5.4,0.0,0.0,28.0,0.6,18.0,0.4,0.0,0.0,133.0,2.9
United High School,United CUSD 304,484.8,475.9,46.0,46.0,Illinois,40.9075695,-90.59099239999999,1905 100th Street,61462,Warren County,Monmouth,17187,"1905 100th Street, Monmouth, Illinois, 61462",870300,17187870300,2023.0,870300.0,Warren County,Illinois,278.0,44.0,103.0,118.0,13.0,1710.0,9.0,179.0,672.0,261.0,281.0,180.0,128.0,15.8,37.1,42.4,4.7,0.5,10.5,39.3,15.3,16.4,10.5,7.5,1093.0,59484.0,80603.0,2333.0,0.0,0.0,2333.0,100.0,2293.0,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.7
Waukegan High School,Waukegan CUSD 60,417.0,396.5,945.0,945.0,Illinois,42.3638185,-87.86291609999999,2325 Brookside Avenue,60085,Lake County,Waukegan,17097,"2325 Brookside Avenue, Waukegan, Illinois, 60085",862603,17097862603,2023.0,862603.0,Lake County,Illinois,945.0,106.0,664.0,175.0,0.0,4449.0,448.0,754.0,1341.0,764.0,387.0,329.0,426.0,11.2,70.3,18.5,0.0,10.1,16.9,30.1,17.2,8.7,7.4,9.6,2538.0,56121.0,76306.0,6882.0,4563.0,66.3,2319.0,33.7,1276.0,18.5,661.0,9.6,0.0,0.0,126.0,1.8,0.0,0.0,202.0,2.9,54.0,0.8
Lake Zurich High School,Lake Zurich CUSD 95,559.0,558.6,400.0,401.0,Illinois,42.2041711,-88.0834007,300 Church Street,60047,Lake County,Lake Zurich,17097,"300 Church Street, Lake Zurich, Illinois, 60047",864408,17097864408,2023.0,864408.0,Lake County,Illinois,475.0,80.0,235.0,139.0,21.0,4425.0,76.0,0.0,787.0,977.0,203.0,1477.0,905.0,16.8,49.5,29.3,4.4,1.7,0.0,17.8,22.1,4.6,33.4,20.5,2628.0,115595.0,160363.0,6109.0,373.0,6.1,5736.0,93.9,5041.0,82.5,21.0,0.3,0.0,0.0,364.0,6.0,0.0,0.0,38.0,0.6,272.0,4.5
Deerfield High School,Twp HSD 113,593.5,587.8,330.0,330.0,Illinois,42.186831,-87.853287,1959 Waukegan Road,60015,Lake County,Deerfield,17097,"1959 Waukegan Road, Deerfield, Illinois, 60015",864901,17097864901,2023.0,864901.0,Lake County,Illinois,314.0,25.0,70.0,151.0,68.0,3002.0,0.0,8.0,92.0,246.0,63.0,1196.0,1397.0,8.0,22.3,48.1,21.7,0.0,0.3,3.1,8.2,2.1,39.8,46.5,1603.0,216140.0,252325.0,4430.0,180.0,4.1,4250.0,95.9,4068.0,91.8,13.0,0.3,0.0,0.0,153.0,3.5,0.0,0.0,8.0,0.2,8.0,0.2
Highland Park High School,Twp HSD 113,549.2,534.4,431.0,431.0,Illinois,42.1926682,-87.8013556,433 Vine Avenue,60035,Lake County,Highland Park,17097,"433 Vine Avenue, Highland Park, Illinois, 60035",865501,17097865501,2023.0,865501.0,Lake County,Illinois,149.0,0.0,48.0,90.0,11.0,1907.0,150.0,23.0,242.0,220.0,55.0,715.0,502.0,0.0,32.2,60.4,7.4,7.9,1.2,12.7,11.5,2.9,37.5,26.3,1184.0,90000.0,165031.0,2871.0,962.0,33.5,1909.0,66.5,1731.0,60.3,72.0,2.5,0.0,0.0,46.0,1.6,0.0,0.0,5.0,0.2,55.0,1.9
Lake Forest High School,Lake Forest CHSD 115,572.5,574.3,353.0,353.0,Illinois,42.2645036,-87.840087,1285 North McKinley Road,60045,Lake County,Lake Forest,17097,"1285 North McKinley Road, Lake Forest, Illinois, 60045",863400,17097863400,2023.0,863400.0,Lake County,Illinois,1114.0,46.0,457.0,480.0,131.0,2521.0,14.0,12.0,54.0,157.0,94.0,817.0,1373.0,4.1,41.0,43.1,11.8,0.6,0.5,2.1,6.2,3.7,32.4,54.5,1309.0,245114.0,262080.0,4320.0,145.0,3.4,4175.0,96.6,3579.0,82.8,130.0,3.0,0.0,0.0,217.0,5.0,0.0,0.0,20.0,0.5,229.0,5.3
Round Lake Senior High School,Round Lake CUSD 116,435.8,421.6,529.0,529.0,Illinois,42.3629221,-88.0935023,800 Panther Boulevard,60073,Lake County,Round Lake Beach,17097,"800 Panther Boulevard, Round Lake Beach, Illinois, 60073",861403,17097861403,2023.0,861403.0,Lake County,Illinois,276.0,32.0,102.0,134.0,8.0,1456.0,257.0,142.0,491.0,259.0,130.0,112.0,65.0,11.6,37.0,48.6,2.9,17.7,9.8,33.7,17.8,8.9,7.7,4.5,795.0,62656.0,72894.0,2651.0,1710.0,64.5,941.0,35.5,748.0,28.2,21.0,0.8,0.0,0.0,28.0,1.1,0.0,0.0,128.0,4.8,16.0,0.6
Antioch Comm High School,CHSD 117,505.3,487.1,291.0,291.0,Illinois,42.4727517,-88.0926712,1133 Main Street,60002,Lake County,Antioch,17097,"1133 Main Street, Antioch, Illinois, 60002",860812,17097860812,2023.0,860812.0,Lake County,Illinois,420.0,172.0,129.0,19.0,100.0,2091.0,0.0,34.0,488.0,413.0,151.0,696.0,309.0,41.0,30.7,4.5,23.8,0.0,1.6,23.3,19.8,7.2,33.3,14.8,1118.0,170833.0,162034.0,3610.0,272.0,7.5,3338.0,92.5,2960.0,82.0,145.0,4.0,0.0,0.0,133.0,3.7,0.0,0.0,0.0,0.0,100.0,2.8
Lakes Community High School,CHSD 117,512.7,502.4,313.0,313.0,Illinois,42.4436802,-88.0597406,1600 Eagle Way,60046,Lake County,Lake Villa,17097,"1600 Eagle Way, Lake Villa, Illinois, 60046",861007,17097861007,2023.0,861007.0,Lake County,Illinois,378.0,0.0,79.0,288.0,11.0,2501.0,0.0,66.0,526.0,414.0,183.0,899.0,413.0,0.0,20.9,76.2,2.9,0.0,2.6,21.0,16.6,7.3,35.9,16.5,1279.0,146313.0,168115.0,3885.0,217.0,5.6,3668.0,94.4,3042.0,78.3,81.0,2.1,0.0,0.0,270.0,6.9,0.0,0.0,68.0,1.8,207.0,5.3
Wauconda High School,Wauconda CUSD 118,506.9,479.9,361.0,361.0,Illinois,42.2677383,-88.14756009999999,555 North Main Street,60084,Lake County,Wauconda,17097,"555 North Main Street, Wauconda, Illinois, 60084",864207,17097864207,2023.0,864207.0,Lake County,Illinois,559.0,185.0,38.0,198.0,138.0,4708.0,201.0,45.0,462.0,821.0,613.0,1757.0,809.0,33.1,6.8,35.4,24.7,4.3,1.0,9.8,17.4,13.0,37.3,17.2,2610.0,150774.0,162738.0,7705.0,603.0,7.8,7102.0,92.2,5714.0,74.2,0.0,0.0,0.0,0.0,832.0,10.8,0.0,0.0,0.0,0.0,556.0,7.2
Mundelein Cons High School,Mundelein Cons HSD 120,504.4,482.0,497.0,498.0,Illinois,42.2712241,-88.0215527,1350 West Hawley Street,60060,Lake County,Mundelein,17097,"1350 West Hawley Street, Mundelein, Illinois, 60060",864105,17097864105,2023.0,864104.0,Lake County,Illinois,443.0,0.0,199.0,178.0,66.0,4440.0,68.0,21.0,780.0,781.0,282.0,1629.0,879.0,0.0,44.9,40.2,14.9,1.5,0.5,17.6,17.6,6.4,36.7,19.8,2424.0,129722.0,160596.0,6027.0,791.0,13.1,5236.0,86.9,4335.0,71.9,30.0,0.5,0.0,0.0,732.0,12.1,0.0,0.0,0.0,0.0,139.0,2.3
Warren Township High School,Warren Twp HSD 121,497.1,483.5,923.0,926.0,Illinois,42.3589822,-87.98157599999999,34090 Almond Road,60031,Lake County,Gurnee,17097,"34090 Almond Road, Gurnee, Illinois, 60031",861610,17097861610,2023.0,861610.0,Lake County,Illinois,347.0,22.0,85.0,141.0,99.0,2521.0,27.0,80.0,455.0,413.0,198.0,965.0,383.0,6.3,24.5,40.6,28.5,1.1,3.2,18.0,16.4,7.9,38.3,15.2,1358.0,123125.0,143397.0,3559.0,299.0,8.4,3260.0,91.6,2410.0,67.7,232.0,6.5,0.0,0.0,493.0,13.9,0.0,0.0,0.0,0.0,125.0,3.5
Grant Community High School,Grant CHSD 124,488.7,473.3,431.0,431.0,Illinois,42.392854,-88.158395,285 Grand Avenue,60020,Lake County,Fox Lake,17097,"285 Grand Avenue, Fox Lake, Illinois, 60020",860903,17097860903,2023.0,860903.0,Lake County,Illinois,703.0,39.0,353.0,302.0,9.0,4588.0,41.0,341.0,1922.0,954.0,353.0,669.0,308.0,5.5,50.2,43.0,1.3,0.9,7.4,41.9,20.8,7.7,14.6,6.7,2889.0,56227.0,83128.0,6459.0,885.0,13.7,5574.0,86.3,4707.0,72.9,439.0,6.8,0.0,0.0,0.0,0.0,14.0,0.2,29.0,0.4,385.0,6.0
Adlai E Stevenson High School,Adlai E Stevenson HSD 125,597.9,613.8,1060.0,1060.0,Illinois,42.1995639,-87.94557510000001,1 Stevenson Drive,60069,Lake County,Lincolnshire,17097,"1 Stevenson Drive, Lincolnshire, Illinois, 60069",864514,17097864514,2023.0,864514.0,Lake County,Illinois,202.0,32.0,80.0,54.0,36.0,1822.0,17.0,7.0,243.0,153.0,32.0,608.0,762.0,15.8,39.6,26.7,17.8,0.9,0.4,13.3,8.4,1.8,33.4,41.8,1106.0,138500.0,167061.0,2577.0,95.0,3.7,2482.0,96.3,1476.0,57.3,7.0,0.3,0.0,0.0,943.0,36.6,14.0,0.5,14.0,0.5,28.0,1.1
Zion-Benton Twnshp Hi Sch,Zion-Benton Twp HSD 126,434.2,402.0,531.0,531.0,Illinois,42.4560089,-87.8669346,3901 21st Street,60099,Lake County,Zion,17097,"3901 21st Street, Zion, Illinois, 60099",860105,17097860105,2023.0,860104.0,Lake County,Illinois,469.0,0.0,172.0,103.0,194.0,3344.0,186.0,139.0,1376.0,750.0,211.0,493.0,189.0,0.0,36.7,22.0,41.4,5.6,4.2,41.1,22.4,6.3,14.7,5.7,1801.0,69734.0,92256.0,5059.0,1718.0,34.0,3341.0,66.0,1693.0,33.5,1119.0,22.1,8.0,0.2,162.0,3.2,0.0,0.0,0.0,0.0,359.0,7.1
New Tech High - Zion-Benton East,Zion-Benton Twp HSD 126,453.2,404.7,88.0,88.0,Illinois,42.4546012,-87.8337215,1634 23rd Street,60099,Lake County,Zion,17097,"1634 23rd Street, Zion, Illinois, 60099",860200,17097860200,2023.0,860200.0,Lake County,Illinois,460.0,164.0,99.0,189.0,8.0,2483.0,246.0,90.0,1065.0,686.0,65.0,177.0,154.0,35.7,21.5,41.1,1.7,9.9,3.6,42.9,27.6,2.6,7.1,6.2,1343.0,61797.0,129067.0,3882.0,1441.0,37.1,2441.0,62.9,1454.0,37.5,789.0,20.3,0.0,0.0,75.0,1.9,0.0,0.0,32.0,0.8,91.0,2.3
Grayslake Central High School,Grayslake CHSD 127,528.1,494.8,316.0,316.0,Illinois,42.349156,-88.043983,400 North Lake Street,60030,Lake County,Grayslake,17097,"400 North Lake Street, Grayslake, Illinois, 60030",861108,17097861108,2023.0,861108.0,Lake County,Illinois,510.0,110.0,84.0,238.0,78.0,4090.0,19.0,102.0,764.0,655.0,476.0,1260.0,814.0,21.6,16.5,46.7,15.3,0.5,2.5,18.7,16.0,11.6,30.8,19.9,2183.0,127120.0,146305.0,5968.0,753.0,12.6,5215.0,87.4,4512.0,75.6,314.0,5.3,0.0,0.0,171.0,2.9,0.0,0.0,0.0,0.0,218.0,3.7
Grayslake North High School,Grayslake CHSD 127,510.3,488.6,309.0,310.0,Illinois,42.3757883,-88.05358799999999,1925 North Illinois 83,60030,Lake County,Grayslake,17097,"1925 North Illinois 83, Grayslake, Illinois, 60030",861202,17097861202,2023.0,861202.0,Lake County,Illinois,255.0,36.0,115.0,81.0,23.0,2680.0,128.0,212.0,658.0,847.0,232.0,442.0,161.0,14.1,45.1,31.8,9.0,4.8,7.9,24.6,31.6,8.7,16.5,6.0,1382.0,96061.0,99223.0,4226.0,1798.0,42.5,2428.0,57.5,2141.0,50.7,45.0,1.1,0.0,0.0,139.0,3.3,0.0,0.0,6.0,0.1,97.0,2.3
Libertyville High School,CHSD 128,577.2,562.6,423.0,423.0,Illinois,42.2845453,-87.9662754,708 West Park Avenue,60048,Lake County,Libertyville,17097,"708 West Park Avenue, Libertyville, Illinois, 60048",863604,17097863604,2023.0,863604.0,Lake County,Illinois,224.0,41.0,62.0,62.0,59.0,2211.0,99.0,27.0,198.0,372.0,41.0,820.0,654.0,18.3,27.7,27.7,26.3,4.5,1.2,9.0,16.8,1.9,37.1,29.6,1169.0,158125.0,182928.0,3083.0,369.0,12.0,2714.0,88.0,2479.0,80.4,82.0,2.7,0.0,0.0,83.0,2.7,0.0,0.0,6.0,0.2,64.0,2.1
Vernon Hills High School,CHSD 128,564.2,581.1,399.0,399.0,Illinois,42.227246,-87.949483,145 Lakeview Parkway,60061,Lake County,Vernon Hills,17097,"145 Lakeview Parkway, Vernon Hills, Illinois, 60061",864513,17097864513,2023.0,864512.0,Lake County,Illinois,464.0,0.0,148.0,98.0,218.0,4207.0,62.0,64.0,454.0,499.0,232.0,1778.0,1118.0,0.0,31.9,21.1,47.0,1.5,1.5,10.8,11.9,5.5,42.3,26.6,2242.0,158158.0,184187.0,6232.0,230.0,3.7,6002.0,96.3,4575.0,73.4,75.0,1.2,0.0,0.0,1009.0,16.2,0.0,0.0,10.0,0.2,333.0,5.3
North Chicago Community High Sch,North Chicago SD 187,404.1,379.1,194.0,196.0,Illinois,42.3284093,-87.8529248,1717 17th Street,60064,Lake County,North Chicago,17097,"1717 17th Street, North Chicago, Illinois, 60064",862902,17097862902,2023.0,862902.0,Lake County,Illinois,515.0,325.0,156.0,24.0,10.0,1545.0,238.0,191.0,646.0,291.0,87.0,70.0,22.0,63.1,30.3,4.7,1.9,15.4,12.4,41.8,18.8,5.6,4.5,1.4,1004.0,55455.0,74471.0,2862.0,2074.0,72.5,788.0,27.5,107.0,3.7,633.0,22.1,2.0,0.1,30.0,1.0,0.0,0.0,0.0,0.0,16.0,0.6
Barrington High School,Barrington CUSD 220,553.0,554.2,679.0,679.0,Illinois,42.155948,-88.147437,616 West Main Street,60010,Lake County,Barrington,17097,"616 West Main Street, Barrington, Illinois, 60010",864308,17097864308,2023.0,864308.0,Lake County,Illinois,232.0,50.0,60.0,105.0,17.0,3071.0,0.0,102.0,255.0,351.0,111.0,1335.0,917.0,21.6,25.9,45.3,7.3,0.0,3.3,8.3,11.4,3.6,43.5,29.9,1672.0,175656.0,244562.0,4634.0,355.0,7.7,4279.0,92.3,4015.0,86.6,31.0,0.7,0.0,0.0,136.0,2.9,0.0,0.0,0.0,0.0,97.0,2.1
Leland High School,Leland CUSD 1,484.7,437.1,17.0,17.0,Illinois,41.6171462,-88.799387,300 North Main Street,60531,LaSalle County,Leland,17099,"300 North Main Street, Leland, Illinois, 60531",961702,17099961702,2023.0,961702.0,LaSalle County,Illinois,275.0,60.0,153.0,60.0,2.0,2399.0,35.0,54.0,927.0,597.0,179.0,388.0,219.0,21.8,55.6,21.8,0.7,1.5,2.3,38.6,24.9,7.5,16.2,9.1,1308.0,82632.0,100795.0,3466.0,144.0,4.2,3322.0,95.8,3245.0,93.6,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,2.1
Serena High School,Serena CUSD 2,462.9,445.2,42.0,42.0,Illinois,41.4879953,-88.7310255,2283 North 3812nd Road,60549,LaSalle County,Serena,17099,"2283 North 3812nd Road, Serena, Illinois, 60549",962300,17099962300,2023.0,962300.0,LaSalle County,Illinois,498.0,174.0,88.0,201.0,35.0,5528.0,137.0,756.0,1858.0,1265.0,462.0,792.0,258.0,34.9,17.7,40.4,7.0,2.5,13.7,33.6,22.9,8.4,14.3,4.7,2252.0,89089.0,107199.0,7133.0,603.0,8.5,6530.0,91.5,5154.0,72.3,1003.0,14.1,0.0,0.0,127.0,1.8,0.0,0.0,0.0,0.0,246.0,3.4
Earlville Jr/Sr High School,Earlville CUSD 9,480.4,453.0,27.0,27.0,Illinois,41.5846686,-88.9248908,415 West Union Street,60518,LaSalle County,Earlville,17099,"415 West Union Street, Earlville, Illinois, 60518",961800,17099961800,2023.0,961800.0,LaSalle County,Illinois,390.0,136.0,124.0,108.0,22.0,2605.0,44.0,189.0,1048.0,648.0,264.0,269.0,143.0,34.9,31.8,27.7,5.6,1.7,7.3,40.2,24.9,10.1,10.3,5.5,1618.0,75547.0,83550.0,3834.0,425.0,11.1,3409.0,88.9,3222.0,84.0,0.0,0.0,0.0,0.0,16.0,0.4,0.0,0.0,7.0,0.2,164.0,4.3
Streator Twp High School,Streator Twp HSD 40,448.4,416.8,185.0,185.0,Illinois,41.1266441,-88.8373184,202 West Lincoln Avenue,61364,LaSalle County,Streator,17099,"202 West Lincoln Avenue, Streator, Illinois, 61364",963900,17099963900,2023.0,963900.0,LaSalle County,Illinois,305.0,4.0,196.0,105.0,0.0,3190.0,4.0,392.0,1087.0,807.0,398.0,402.0,100.0,1.3,64.3,34.4,0.0,0.1,12.3,34.1,25.3,12.5,12.6,3.1,2252.0,44273.0,63575.0,4552.0,416.0,9.1,4136.0,90.9,3904.0,85.8,204.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.6
La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,489.2,452.0,272.0,272.0,Illinois,41.3275349,-89.1289728,,N/A,LaSalle County,Peru,17099,,963200,17099963200,2023.0,963200.0,LaSalle County,Illinois,188.0,18.0,103.0,46.0,21.0,1729.0,22.0,61.0,530.0,503.0,289.0,247.0,77.0,9.6,54.8,24.5,11.2,1.3,3.5,30.7,29.1,16.7,14.3,4.5,1138.0,55192.0,66030.0,2449.0,530.0,21.6,1919.0,78.4,1725.0,70.4,87.0,3.6,3.0,0.1,26.0,1.1,0.0,0.0,30.0,1.2,48.0,2.0
Ottawa Township High School,Ottawa Twp HSD 140,465.5,444.6,291.0,292.0,Illinois,41.3454502,-88.8372553,211 East Main Street,61350,LaSalle County,Ottawa,17099,"211 East Main Street, Ottawa, Illinois, 61350",962300,17099962300,2023.0,962300.0,LaSalle County,Illinois,498.0,174.0,88.0,201.0,35.0,5528.0,137.0,756.0,1858.0,1265.0,462.0,792.0,258.0,34.9,17.7,40.4,7.0,2.5,13.7,33.6,22.9,8.4,14.3,4.7,2252.0,89089.0,107199.0,7133.0,603.0,8.5,6530.0,91.5,5154.0,72.3,1003.0,14.1,0.0,0.0,127.0,1.8,0.0,0.0,0.0,0.0,246.0,3.4
Seneca High School,Seneca Twp HSD 160,490.6,464.8,88.0,88.0,Illinois,41.3152293,-88.6028431,307 East Scott Street,61360,LaSalle County,Seneca,17099,"307 East Scott Street, Seneca, Illinois, 61360",962400,17099962400,2023.0,962400.0,LaSalle County,Illinois,322.0,62.0,125.0,87.0,48.0,2460.0,22.0,75.0,1105.0,577.0,201.0,290.0,190.0,19.3,38.8,27.0,14.9,0.9,3.0,44.9,23.5,8.2,11.8,7.7,1440.0,67273.0,105261.0,3665.0,208.0,5.7,3457.0,94.3,3276.0,89.4,6.0,0.2,0.0,0.0,113.0,3.1,0.0,0.0,12.0,0.3,50.0,1.4
Mendota Twp High School,Mendota Twp HSD 280,467.0,458.1,104.0,104.0,Illinois,41.566809,-89.1378186,2300 West Main Street,61342,LaSalle County,Mendota,17099,"2300 West Main Street, Mendota, Illinois, 61342",961900,17099961900,2023.0,961900.0,LaSalle County,Illinois,352.0,32.0,188.0,99.0,33.0,2925.0,94.0,245.0,945.0,491.0,407.0,473.0,270.0,9.1,53.4,28.1,9.4,3.2,8.4,32.3,16.8,13.9,16.2,9.2,1825.0,61250.0,78071.0,4038.0,871.0,21.6,3167.0,78.4,2980.0,73.8,24.0,0.6,3.0,0.1,0.0,0.0,0.0,0.0,93.0,2.3,67.0,1.7
Henry-Senachwine High School,Henry-Senachwine CUSD 5,454.5,448.4,31.0,31.0,Illinois,41.1159443,-89.3681752,1023 College Avenue,61537,Marshall County,Henry,17123,"1023 College Avenue, Henry, Illinois, 61537",961200,17123961200,2023.0,961200.0,Marshall County,Illinois,182.0,34.0,115.0,29.0,4.0,1691.0,12.0,147.0,663.0,367.0,153.0,223.0,126.0,18.7,63.2,15.9,2.2,0.7,8.7,39.2,21.7,9.0,13.2,7.5,982.0,63846.0,74531.0,2508.0,9.0,0.4,2499.0,99.6,2386.0,95.1,8.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,4.2
Midland High School,Midland CUSD 7,466.5,447.7,48.0,48.0,Illinois,41.0271682,-89.28990929999999,1830 Illinois 17,61375,Marshall County,Varna,17123,"1830 Illinois 17, Varna, Illinois, 61375",961100,17123961100,2023.0,961100.0,Marshall County,Illinois,184.0,36.0,79.0,57.0,12.0,1928.0,14.0,224.0,637.0,436.0,250.0,273.0,94.0,19.6,42.9,31.0,6.5,0.7,11.6,33.0,22.6,13.0,14.2,4.9,1175.0,62847.0,72671.0,2605.0,104.0,4.0,2501.0,96.0,2298.0,88.2,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,200.0,7.7
Putnam County High School,Putnam County CUSD 535,486.7,452.6,57.0,57.0,Illinois,41.2659461,-89.21752339999999,402 East Silverspoon Avenue,61326,Putnam County,Granville,17155,"402 East Silverspoon Avenue, Granville, Illinois, 61326",954500,17155954500,2023.0,954500.0,Putnam County,Illinois,219.0,62.0,54.0,89.0,14.0,2052.0,11.0,133.0,813.0,366.0,282.0,317.0,130.0,28.3,24.7,40.6,6.4,0.5,6.5,39.6,17.8,13.7,15.4,6.3,1294.0,70214.0,89294.0,2881.0,260.0,9.0,2621.0,91.0,2520.0,87.5,8.0,0.3,1.0,0.0,1.0,0.0,0.0,0.0,35.0,1.2,56.0,1.9
Argenta-Oreana High School,Argenta-Oreana CUSD 1,450.3,426.3,59.0,59.0,Illinois,39.9864007,-88.8193507,500 North Main Street,62501,Macon County,Argenta,17115,"500 North Main Street, Argenta, Illinois, 62501",003000,17115003000,2023.0,3000.0,Macon County,Illinois,190.0,15.0,119.0,48.0,8.0,2318.0,0.0,104.0,628.0,658.0,264.0,421.0,243.0,7.9,62.6,25.3,4.2,0.0,4.5,27.1,28.4,11.4,18.2,10.5,1350.0,83352.0,106333.0,3487.0,101.0,2.9,3386.0,97.1,2900.0,83.2,106.0,3.0,0.0,0.0,89.0,2.6,0.0,0.0,13.0,0.4,278.0,8.0
Maroa-Forsyth Senior High Sch,Maroa Forsyth CUSD 2,524.6,486.5,82.0,82.0,Illinois,40.035226,-88.9625179,610 West Washington Street Road,61756,Macon County,Maroa,17115,"610 West Washington Street Road, Maroa, Illinois, 61756",003000,17115003000,2023.0,3000.0,Macon County,Illinois,190.0,15.0,119.0,48.0,8.0,2318.0,0.0,104.0,628.0,658.0,264.0,421.0,243.0,7.9,62.6,25.3,4.2,0.0,4.5,27.1,28.4,11.4,18.2,10.5,1350.0,83352.0,106333.0,3487.0,101.0,2.9,3386.0,97.1,2900.0,83.2,106.0,3.0,0.0,0.0,89.0,2.6,0.0,0.0,13.0,0.4,278.0,8.0
Mt Zion High School,Mt Zion CUSD 3,535.8,515.3,178.0,178.0,Illinois,39.7672987,-88.8760485,315 South Henderson Street,62549,Macon County,Mount Zion,17115,"315 South Henderson Street, Mount Zion, Illinois, 62549",002500,17115002500,2023.0,2500.0,Macon County,Illinois,268.0,0.0,140.0,128.0,0.0,4764.0,38.0,43.0,1623.0,1086.0,548.0,1020.0,406.0,0.0,52.2,47.8,0.0,0.8,0.9,34.1,22.8,11.5,21.4,8.5,2638.0,107533.0,112421.0,7124.0,147.0,2.1,6977.0,97.9,6454.0,90.6,296.0,4.2,0.0,0.0,189.0,2.7,0.0,0.0,34.0,0.5,4.0,0.1
Sangamon Valley High School,Sangamon Valley CUSD 9,451.9,429.1,47.0,47.0,Illinois,39.8567345,-89.1605232,398 North Illinois Street,62551,Macon County,Niantic,17115,"398 North Illinois Street, Niantic, Illinois, 62551",002800,17115002800,2023.0,2800.0,Macon County,Illinois,292.0,25.0,74.0,173.0,20.0,2773.0,77.0,103.0,1054.0,664.0,267.0,424.0,184.0,8.6,25.3,59.2,6.8,2.8,3.7,38.0,23.9,9.6,15.3,6.6,1553.0,84917.0,96738.0,4117.0,127.0,3.1,3990.0,96.9,3803.0,92.4,0.0,0.0,1.0,0.0,10.0,0.2,0.0,0.0,15.0,0.4,161.0,3.9
Warrensburg-Latham High School,Warrensburg-Latham CUSD 11,468.0,421.6,64.0,64.0,Illinois,39.9317752,-89.0688356,430 North Street,62573,Macon County,Warrensburg,17115,"430 North Street, Warrensburg, Illinois, 62573",002800,17115002800,2023.0,2800.0,Macon County,Illinois,292.0,25.0,74.0,173.0,20.0,2773.0,77.0,103.0,1054.0,664.0,267.0,424.0,184.0,8.6,25.3,59.2,6.8,2.8,3.7,38.0,23.9,9.6,15.3,6.6,1553.0,84917.0,96738.0,4117.0,127.0,3.1,3990.0,96.9,3803.0,92.4,0.0,0.0,1.0,0.0,10.0,0.2,0.0,0.0,15.0,0.4,161.0,3.9
