tract_number,tract_county,tract_state,Hispanic or Latino (of any race) (percentage),Not Hispanic or Latino (percentage),White alone (percentage),Black or African American alone (percentage),American Indian and Alaska Native alone (percentage),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (percentage),Some Other Race alone (percentage),Two or More Races alone (percentage),Total population,Hispanic or Latino (of any race),Not Hispanic or Latino,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races alone,"18-24, less than high school graduate (percentage)","18-24, high school graduate (includes equivalency) (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate (includes equivalency) (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Population 18 to 24 years,"18-24, less than high school graduate","18-24, high school graduate (includes equivalency)","18-24, some college or associate's degree","18-24, bachelor's degree or higher",Population 25 years and over,"25 and over, less than 9th grade","25 and over, 9th to 12th grade, no diploma","25 and over, high school graduate (includes equivalency)","25 and over, some college, no degree","25 and over, associate's degree","25 and over, bachelor's degree","25 and over, graduate or professional degree",total_households,Median income (dollars),Mean income (dollars)
210.04,Benton County,Arkansas,20.3%,79.7%,68.8%,0.0%,1.6%,2.3%,0.0%,0.0%,7.0%,3995.0,810,3185,2748,0,65,93,0,0,279,15.3%,38.3%,35.9%,10.5%,5.9%,6.0%,31.6%,26.3%,6.5%,20.5%,3.2%,541,83,207,194,57,2696,159,161,853,709,174,553,87,"1,454","73,146","84,024"
211.01,Benton County,Arkansas,28.8%,71.2%,46.8%,0.0%,5.7%,4.5%,1.1%,0.0%,13.2%,5381.0,1548,3833,2517,0,309,242,57,0,708,17.3%,46.4%,31.9%,4.4%,10.4%,7.5%,30.6%,19.1%,6.7%,19.9%,5.8%,502,87,233,160,22,3515,367,262,1076,670,237,698,205,"1,837","69,807","83,024"
211.02,Benton County,Arkansas,25.1%,74.9%,57.1%,1.0%,1.3%,4.4%,0.0%,0.0%,11.1%,3596.0,904,2692,2052,35,47,160,0,0,398,34.6%,29.6%,24.1%,11.7%,21.4%,4.5%,27.7%,19.6%,5.3%,12.9%,8.5%,162,56,48,39,19,2388,512,107,662,468,127,309,203,"1,342","77,692","76,532"
212.01,Benton County,Arkansas,17.8%,82.2%,53.9%,2.1%,2.3%,1.8%,0.4%,0.1%,21.5%,5306.0,943,4363,2860,112,124,95,23,7,1142,5.7%,9.9%,70.2%,14.2%,2.4%,4.6%,23.6%,20.3%,7.9%,26.5%,14.8%,1253,72,124,879,178,2762,65,126,652,561,217,733,408,"1,636","79,408","111,087"
212.02,Benton County,Arkansas,8.3%,91.7%,62.9%,0.0%,3.5%,1.0%,0.0%,0.0%,24.2%,3419.0,285,3134,2152,0,119,34,0,0,829,29.5%,38.8%,20.2%,11.5%,3.5%,11.3%,46.6%,18.5%,2.7%,13.3%,4.2%,183,54,71,37,21,2279,79,257,1061,421,61,304,96,"1,285","50,655","63,053"
213.04,Benton County,Arkansas,13.9%,86.1%,58.7%,4.6%,0.7%,10.5%,0.0%,0.2%,11.4%,12324.0,1710,10614,7235,569,90,1291,0,27,1402,3.9%,32.3%,39.3%,24.4%,0.9%,2.5%,21.3%,16.2%,7.5%,30.4%,21.2%,1266,50,409,498,309,7710,73,192,1640,1247,581,2346,1631,"4,352","127,668","146,865"
213.05,Benton County,Arkansas,10.3%,89.7%,67.0%,0.8%,1.4%,3.6%,0.2%,0.5%,16.2%,6718.0,692,6026,4503,52,97,242,11,33,1088,10.5%,47.8%,28.1%,13.6%,2.8%,5.6%,29.6%,14.9%,15.3%,22.5%,9.3%,487,51,233,137,66,4904,138,277,1451,731,749,1102,456,"2,851","100,125","148,596"
213.06,Benton County,Arkansas,8.3%,91.7%,84.1%,0.8%,0.1%,2.2%,0.0%,0.5%,4.0%,5272.0,440,4832,4435,40,4,114,0,27,212,4.1%,31.4%,51.9%,12.6%,1.8%,0.5%,7.6%,12.0%,5.2%,51.1%,21.8%,318,13,100,165,40,3567,63,17,271,428,185,1824,779,"2,007","198,153","254,710"
213.08,Benton County,Arkansas,8.2%,91.8%,76.5%,0.3%,0.1%,5.0%,0.0%,0.0%,9.9%,6878.0,563,6315,5262,23,5,345,0,0,680,13.7%,22.7%,50.9%,12.8%,0.3%,0.9%,13.1%,14.9%,6.9%,39.5%,24.5%,344,47,78,175,44,4302,12,37,562,639,298,1699,1055,"2,287","159,736","191,372"
213.12,Benton County,Arkansas,8.0%,92.0%,71.4%,0.0%,0.2%,1.0%,0.0%,0.4%,19.1%,4278.0,342,3936,3054,0,7,43,0,16,816,0.0%,58.8%,36.2%,4.9%,3.4%,2.2%,48.0%,21.0%,3.9%,15.7%,5.9%,345,0,203,125,17,3107,105,69,1491,652,120,487,183,"1,696","59,848","73,484"
213.13,Benton County,Arkansas,15.1%,84.9%,57.8%,1.0%,3.6%,0.2%,0.0%,0.0%,22.3%,2957.0,446,2511,1709,30,105,7,0,0,660,4.1%,40.0%,51.7%,4.1%,0.9%,4.2%,37.3%,18.9%,6.4%,25.3%,7.0%,315,13,126,163,13,1988,18,83,742,375,128,503,139,"1,220","63,636","79,559"
213.14,Benton County,Arkansas,22.8%,77.2%,60.8%,2.3%,0.4%,2.9%,0.6%,0.0%,10.2%,3769.0,859,2910,2293,86,16,110,21,0,384,13.7%,12.1%,59.9%,14.3%,1.3%,6.1%,17.1%,24.7%,10.8%,25.4%,14.6%,307,42,37,184,44,2136,28,131,365,527,230,543,312,"1,083","121,406","139,507"
213.15,Benton County,Arkansas,14.4%,85.6%,68.3%,3.9%,0.5%,1.8%,0.1%,0.0%,11.0%,6514.0,938,5576,4450,251,32,119,8,0,716,3.8%,38.6%,17.0%,40.6%,2.1%,3.5%,30.5%,24.6%,4.8%,24.9%,9.7%,630,24,243,107,256,3812,79,135,1162,936,182,950,368,"2,385","100,239","125,128"
213.16,Benton County,Arkansas,7.2%,92.8%,74.8%,0.9%,0.0%,0.9%,0.0%,0.0%,16.3%,7403.0,530,6873,5534,69,0,63,0,0,1207,51.6%,0.0%,28.9%,19.5%,1.3%,0.4%,25.7%,17.2%,5.5%,30.4%,19.6%,159,82,0,46,31,4922,64,18,1263,846,269,1496,966,"2,493","146,285","153,203"
213.17,Benton County,Arkansas,11.6%,88.4%,64.0%,1.5%,0.0%,0.8%,0.0%,0.0%,22.0%,3501.0,405,3096,2242,54,0,29,0,0,771,2.5%,3.2%,70.5%,23.8%,1.1%,4.0%,22.8%,12.9%,3.2%,34.2%,21.8%,315,8,10,222,75,2285,26,91,520,295,73,781,499,"1,320","112,188","126,744"
214.04,Benton County,Arkansas,30.8%,69.2%,46.7%,0.4%,0.9%,0.7%,0.0%,4.5%,16.0%,4194.0,1293,2901,1958,18,37,30,0,188,670,13.8%,28.0%,41.1%,17.1%,4.9%,12.8%,41.3%,13.6%,5.7%,14.7%,7.0%,246,34,69,101,42,2905,142,373,1199,396,165,426,204,"1,440","73,000","94,266"
214.05,Benton County,Arkansas,0.6%,99.4%,84.7%,0.0%,0.4%,0.6%,0.3%,0.0%,13.4%,2167.0,13,2154,1836,0,8,14,6,0,290,0.0%,47.4%,52.6%,0.0%,5.4%,3.6%,34.5%,19.5%,5.8%,21.1%,10.1%,57,0,27,30,0,1748,94,63,603,340,102,369,177,925,"74,489","119,648"
214.06,Benton County,Arkansas,44.6%,55.4%,37.6%,1.4%,0.1%,1.3%,7.7%,0.0%,7.3%,5447.0,2428,3019,2049,74,8,69,422,0,397,9.2%,54.8%,34.1%,2.0%,17.8%,6.4%,27.8%,16.6%,4.1%,21.8%,5.6%,599,55,328,204,12,3291,587,210,914,545,134,718,183,"1,678","86,908","96,522"
214.07,Benton County,Arkansas,12.7%,87.3%,78.5%,0.0%,0.0%,0.7%,0.0%,1.0%,7.1%,4452.0,567,3885,3494,0,0,31,0,44,316,28.2%,36.1%,32.0%,3.7%,4.5%,3.7%,25.8%,24.8%,7.4%,28.6%,5.2%,241,68,87,77,9,3575,162,131,923,887,264,1023,185,"1,726","105,750","130,165"
214.08,Benton County,Arkansas,43.6%,56.4%,37.6%,0.4%,0.3%,1.2%,7.1%,0.6%,9.2%,7053.0,3076,3977,2649,27,21,83,501,45,651,18.6%,24.5%,24.0%,32.9%,9.5%,11.9%,35.2%,16.5%,2.8%,17.3%,6.8%,808,150,198,194,266,4303,409,511,1515,709,121,745,293,"1,918","79,464","104,249"
214.09,Benton County,Arkansas,1.1%,98.9%,68.6%,0.0%,0.5%,0.4%,0.0%,0.0%,29.5%,2551.0,28,2523,1750,0,12,9,0,0,752,21.7%,0.0%,78.3%,0.0%,1.6%,5.5%,31.2%,14.3%,8.3%,20.9%,18.1%,115,25,0,90,0,2010,33,110,628,288,167,420,364,"1,081","97,250","149,494"
7901.0,Boone County,Arkansas,1.6%,98.4%,94.5%,0.3%,0.4%,0.0%,0.0%,0.0%,3.2%,6432.0,101,6331,6079,20,28,0,0,0,204,6.3%,61.8%,31.9%,0.0%,3.7%,5.4%,40.2%,28.1%,6.2%,8.0%,8.5%,492,31,304,157,0,4279,157,231,1721,1202,264,342,362,"2,457","60,838","74,481"
7902.0,Boone County,Arkansas,2.0%,98.0%,91.5%,0.5%,0.5%,1.0%,0.0%,0.4%,4.0%,6220.0,127,6093,5691,28,31,65,2,26,250,11.8%,41.9%,44.5%,1.9%,2.2%,8.1%,33.3%,28.3%,13.6%,10.9%,3.6%,485,57,203,216,9,4223,93,342,1407,1195,575,460,151,"2,246","60,244","80,876"
7903.0,Boone County,Arkansas,1.4%,98.6%,95.2%,0.2%,0.3%,0.0%,0.0%,0.3%,2.5%,5667.0,80,5587,5397,14,18,0,0,17,141,12.0%,48.8%,34.1%,5.1%,3.0%,6.3%,32.2%,30.3%,16.2%,6.7%,5.2%,475,57,232,162,24,3580,107,227,1152,1085,581,241,187,"2,052","63,837","72,450"
7904.0,Boone County,Arkansas,2.0%,98.0%,94.1%,0.2%,0.4%,0.0%,0.0%,0.0%,3.3%,5993.0,122,5871,5642,10,23,0,0,0,196,28.7%,38.9%,7.3%,25.1%,2.9%,4.2%,38.9%,24.6%,8.8%,13.0%,7.5%,247,71,96,18,62,4685,138,196,1822,1153,414,609,353,"2,408","61,773","80,456"
7905.01,Boone County,Arkansas,3.0%,97.0%,93.5%,0.2%,0.0%,0.3%,0.8%,0.0%,2.2%,4536.0,137,4399,4239,10,0,12,36,0,102,34.0%,19.3%,39.1%,7.7%,1.8%,4.9%,35.1%,26.1%,11.8%,14.8%,5.5%,379,129,73,148,29,3226,59,159,1133,842,380,476,177,"1,866","52,250","71,116"
7905.02,Boone County,Arkansas,6.1%,93.9%,92.1%,0.6%,0.5%,0.0%,0.0%,0.0%,0.8%,3686.0,224,3462,3396,21,17,0,0,0,28,13.5%,41.9%,40.6%,3.9%,4.2%,10.3%,38.1%,27.4%,8.9%,5.2%,5.9%,384,52,161,156,15,2627,111,271,1000,719,233,137,156,"1,892","35,944","49,243"
7906.0,Boone County,Arkansas,6.1%,93.9%,88.4%,0.0%,0.2%,0.4%,0.0%,0.0%,4.8%,5362.0,329,5033,4742,0,11,21,0,0,259,20.7%,22.3%,57.0%,0.0%,2.4%,7.0%,31.3%,30.4%,11.6%,15.2%,2.1%,242,50,54,138,0,3946,96,277,1234,1199,458,601,81,"2,311","48,368","61,069"
9501.0,Bradley County,Arkansas,17.3%,82.7%,56.4%,25.8%,0.0%,0.0%,0.0%,0.0%,0.4%,2881.0,499,2382,1626,744,0,0,1,0,11,3.7%,38.8%,24.3%,33.2%,2.3%,7.3%,53.3%,17.3%,5.5%,7.1%,7.2%,214,8,83,52,71,1938,45,141,1033,336,106,138,139,957,"41,094","64,310"
9502.0,Bradley County,Arkansas,1.1%,98.9%,61.7%,28.1%,0.0%,0.0%,1.6%,0.0%,7.4%,1870.0,21,1849,1154,526,0,0,30,0,139,21.3%,70.1%,8.7%,0.0%,2.9%,7.7%,44.8%,16.5%,5.0%,18.9%,4.2%,127,27,89,11,0,1298,37,100,582,214,65,245,55,631,"47,216","66,123"
9503.0,Bradley County,Arkansas,14.9%,85.1%,39.8%,42.1%,0.0%,0.0%,0.0%,0.0%,3.2%,1915.0,285,1630,763,806,0,0,0,0,61,62.1%,4.1%,17.2%,16.6%,1.8%,12.2%,31.2%,27.5%,12.6%,9.5%,5.1%,145,90,6,25,24,1226,22,150,382,337,155,117,63,694,"28,171","55,830"
9504.0,Bradley County,Arkansas,37.9%,62.1%,34.0%,25.1%,0.0%,0.4%,0.0%,0.0%,2.6%,1678.0,636,1042,571,421,0,7,0,0,43,37.5%,50.2%,12.4%,0.0%,18.8%,6.2%,41.8%,20.7%,0.0%,9.8%,2.6%,267,100,134,33,0,1181,222,73,494,245,0,116,31,555,"48,551","75,003"
9505.0,Bradley County,Arkansas,8.8%,91.2%,75.9%,11.8%,0.0%,0.0%,0.0%,0.0%,3.5%,2010.0,177,1833,1525,238,0,0,0,0,70,51.9%,29.8%,9.6%,8.7%,4.3%,2.9%,49.6%,16.8%,11.7%,8.3%,6.4%,104,54,31,10,9,1289,56,37,639,217,151,107,82,763,"35,568","52,944"
4801.0,Calhoun County,Arkansas,3.8%,96.2%,78.4%,16.7%,0.5%,0.0%,0.0%,0.0%,0.6%,2263.0,85,2178,1775,378,11,0,0,0,14,0.0%,27.9%,70.3%,1.8%,2.1%,14.8%,39.6%,17.7%,5.7%,12.9%,7.2%,165,0,46,116,3,1705,36,253,675,301,97,220,123,856,"59,000","69,305"
4802.0,Calhoun County,Arkansas,18.7%,81.3%,67.0%,8.0%,0.0%,0.4%,0.0%,0.0%,5.9%,2454.0,459,1995,1644,197,0,9,0,0,145,5.0%,69.3%,18.8%,6.9%,2.2%,7.4%,45.6%,16.8%,11.8%,9.2%,6.9%,303,15,210,57,21,1681,37,125,767,283,199,154,116,728,"69,423","77,698"
9501.0,Carroll County,Arkansas,4.2%,95.8%,88.0%,0.2%,1.5%,0.0%,0.0%,0.6%,5.5%,2954.0,125,2829,2600,7,43,0,0,18,161,11.4%,39.4%,46.2%,3.0%,0.8%,4.3%,25.8%,31.6%,8.8%,19.1%,9.6%,132,15,52,61,4,2349,19,100,607,743,207,448,225,"1,372","45,000","66,141"
9502.01,Carroll County,Arkansas,2.2%,97.8%,87.8%,0.7%,1.3%,0.8%,0.0%,0.0%,7.3%,3806.0,83,3723,3341,26,48,30,0,0,278,6.3%,49.7%,43.9%,0.0%,0.0%,2.1%,28.5%,25.2%,10.4%,26.6%,7.2%,189,12,94,83,0,3049,0,63,868,768,318,812,220,"1,712","78,833","82,391"
9502.02,Carroll County,Arkansas,8.3%,91.7%,85.5%,0.0%,0.0%,1.8%,0.0%,0.0%,4.4%,2579.0,214,2365,2205,0,0,46,0,0,114,12.5%,46.7%,40.8%,0.0%,4.0%,4.4%,29.1%,18.8%,17.2%,16.6%,10.0%,184,23,86,75,0,2179,88,95,633,410,375,361,217,"1,114","51,892","58,338"
9503.01,Carroll County,Arkansas,25.0%,75.0%,60.1%,0.0%,0.0%,0.4%,0.0%,0.0%,14.5%,3410.0,853,2557,2048,0,0,14,0,0,495,6.8%,71.7%,12.0%,9.4%,18.7%,11.3%,35.9%,11.0%,6.8%,11.5%,4.9%,191,13,137,23,18,2470,463,278,887,271,167,284,120,"1,510","48,377","82,161"
9503.02,Carroll County,Arkansas,20.2%,79.8%,57.4%,0.5%,2.2%,2.3%,2.1%,0.0%,15.3%,4586.0,926,3660,2634,21,100,105,97,0,703,34.8%,33.9%,13.9%,17.3%,12.1%,6.0%,37.3%,18.3%,7.8%,5.9%,12.5%,330,115,112,46,57,2796,338,169,1044,513,217,166,349,"1,609","44,583","60,195"
9504.0,Carroll County,Arkansas,5.5%,94.5%,77.3%,0.0%,1.6%,0.2%,0.0%,0.7%,14.8%,3962.0,216,3746,3062,0,64,9,0,26,585,17.1%,34.2%,42.5%,6.2%,8.2%,9.6%,43.4%,19.2%,6.1%,11.7%,1.8%,146,25,50,62,9,2933,240,283,1274,563,178,343,52,"1,559","71,116","78,167"
9505.01,Carroll County,Arkansas,1.0%,99.0%,87.8%,0.0%,0.0%,0.0%,0.0%,0.0%,11.2%,2340.0,23,2317,2054,0,0,0,0,0,263,52.8%,9.8%,37.3%,0.0%,3.2%,6.8%,45.9%,18.9%,8.2%,13.1%,3.9%,193,102,19,72,0,1554,49,106,713,293,128,204,61,805,"55,486","87,321"
9505.02,Carroll County,Arkansas,40.6%,59.4%,44.4%,0.0%,0.3%,5.0%,5.3%,0.0%,4.5%,4889.0,1983,2906,2169,0,17,244,257,0,219,41.7%,39.6%,6.6%,12.1%,20.3%,11.7%,34.9%,13.0%,5.7%,10.3%,4.1%,528,220,209,35,64,3013,611,353,1052,392,171,310,124,"1,425","48,065","64,438"
801.0,Chicot County,Arkansas,9.6%,90.4%,68.3%,19.2%,0.3%,0.0%,0.0%,0.0%,2.6%,3058.0,295,2763,2088,586,8,0,0,0,81,12.9%,69.1%,14.7%,3.2%,5.4%,11.2%,41.1%,21.1%,2.6%,13.6%,5.0%,278,36,192,41,9,2239,122,251,920,472,58,304,112,974,"69,207","92,056"
802.0,Chicot County,Arkansas,0.0%,100.0%,22.7%,76.5%,0.0%,0.4%,0.0%,0.0%,0.4%,2173.0,1,2172,494,1662,0,8,0,0,8,5.3%,63.8%,30.9%,0.0%,5.8%,11.7%,41.8%,22.5%,2.0%,14.9%,1.2%,152,8,97,47,0,1372,79,161,573,309,28,205,17,889,"25,518","43,304"
803.0,Chicot County,Arkansas,11.8%,88.2%,38.6%,47.2%,0.0%,0.6%,0.0%,0.0%,1.8%,2816.0,332,2484,1086,1328,0,18,0,0,52,8.9%,55.6%,32.3%,3.2%,7.6%,8.9%,36.8%,20.5%,7.0%,10.8%,8.3%,248,22,138,80,8,1871,143,167,688,384,131,203,155,"1,074","45,179","57,712"
804.0,Chicot County,Arkansas,0.0%,100.0%,8.8%,90.4%,0.0%,0.0%,0.0%,0.0%,0.9%,1950.0,0,1950,171,1762,0,0,0,0,17,58.2%,41.8%,0.0%,0.0%,4.2%,20.1%,40.7%,14.6%,6.6%,8.8%,4.9%,122,71,51,0,0,1495,63,301,608,218,99,132,74,982,"27,197","44,613"
9536.01,Clark County,Arkansas,6.4%,93.6%,57.7%,30.9%,0.2%,0.4%,0.4%,0.2%,3.7%,5133.0,327,4806,2964,1588,9,23,22,11,189,0.2%,17.7%,76.7%,5.5%,1.0%,2.1%,28.8%,27.7%,5.6%,21.3%,13.4%,1869,3,331,1433,102,2291,23,49,660,635,128,488,308,"1,892","41,792","58,976"
9536.02,Clark County,Arkansas,4.9%,95.1%,75.1%,15.3%,0.0%,1.8%,0.5%,0.1%,2.4%,4084.0,200,3884,3068,624,0,72,19,3,98,1.2%,14.4%,77.0%,7.3%,4.5%,5.4%,24.3%,18.9%,7.1%,19.4%,20.5%,1795,22,259,1383,131,1668,75,90,405,315,118,323,342,"1,164","63,333","79,217"
9537.0,Clark County,Arkansas,3.7%,96.3%,82.2%,11.7%,0.0%,0.0%,0.0%,0.0%,2.4%,3927.0,146,3781,3229,458,0,0,0,0,94,10.2%,48.6%,35.4%,5.7%,3.4%,11.9%,37.6%,18.4%,8.5%,17.7%,2.6%,333,34,162,118,19,2736,92,325,1028,504,232,485,70,"1,594","48,182","67,824"
9538.0,Clark County,Arkansas,4.4%,95.6%,53.7%,38.1%,0.0%,0.0%,0.0%,0.0%,3.8%,3253.0,144,3109,1747,1239,0,0,0,0,123,0.0%,36.6%,56.6%,6.8%,4.4%,4.4%,32.3%,30.4%,5.0%,12.3%,11.3%,380,0,139,215,26,2205,96,97,712,670,110,271,249,"1,412","46,154","55,099"
9539.01,Clark County,Arkansas,0.7%,99.3%,78.6%,19.6%,0.2%,0.0%,0.0%,0.0%,0.9%,1980.0,13,1967,1557,388,4,0,0,0,18,0.0%,83.7%,12.6%,3.7%,0.2%,9.6%,30.4%,34.2%,5.2%,15.1%,5.3%,190,0,159,24,7,1486,3,143,452,508,77,224,79,859,"67,361","103,453"
9539.02,Clark County,Arkansas,10.5%,89.5%,63.3%,25.2%,0.0%,0.0%,0.0%,0.0%,1.0%,3001.0,316,2685,1901,755,0,0,0,0,29,7.7%,59.1%,30.9%,2.3%,5.5%,7.0%,39.7%,26.7%,5.2%,12.3%,3.6%,220,17,130,68,5,1991,110,139,791,532,103,244,72,"1,226","53,750","58,267"
9501.0,Clay County,Arkansas,0.2%,99.8%,89.6%,0.0%,0.1%,0.1%,0.0%,0.0%,10.0%,1891.0,4,1887,1695,0,1,2,0,0,189,33.6%,43.4%,23.0%,0.0%,3.1%,6.7%,45.0%,18.3%,7.3%,11.2%,8.3%,122,41,53,28,0,1410,44,95,635,258,103,158,117,814,"45,556","55,159"
9502.0,Clay County,Arkansas,0.0%,100.0%,98.1%,0.0%,0.0%,0.0%,0.0%,0.0%,1.8%,2094.0,1,2093,2055,0,0,0,0,1,37,12.4%,67.8%,17.4%,2.5%,5.5%,10.9%,42.4%,16.2%,12.0%,8.3%,4.6%,121,15,82,21,3,1553,86,169,659,251,187,129,72,832,"56,215","81,542"
9503.0,Clay County,Arkansas,0.1%,99.9%,97.1%,0.0%,0.0%,0.2%,0.0%,0.0%,2.7%,1771.0,1,1770,1720,0,0,3,0,0,47,44.1%,44.1%,9.5%,2.2%,6.4%,10.2%,47.2%,11.1%,16.2%,5.1%,3.8%,179,79,79,17,4,1319,84,135,622,147,214,67,50,742,"62,188","72,057"
9504.0,Clay County,Arkansas,1.1%,98.9%,91.3%,0.0%,0.8%,0.0%,0.0%,0.0%,6.9%,3151.0,34,3117,2876,0,24,0,0,0,217,7.1%,48.2%,33.5%,11.2%,4.4%,7.2%,47.6%,15.4%,5.6%,11.8%,8.0%,197,14,95,66,22,2215,97,159,1054,342,123,262,178,"1,366","44,034","60,810"
9505.0,Clay County,Arkansas,0.3%,99.7%,93.9%,0.0%,0.0%,0.0%,0.0%,0.0%,5.8%,1744.0,5,1739,1638,0,0,0,0,0,101,5.2%,21.5%,52.6%,20.7%,7.5%,16.0%,40.8%,19.9%,2.6%,5.9%,7.3%,135,7,29,71,28,1309,98,209,534,261,34,77,96,862,"45,104","51,721"
9506.0,Clay County,Arkansas,2.0%,98.0%,94.0%,0.3%,0.6%,0.0%,0.0%,0.0%,3.0%,3748.0,75,3673,3524,13,22,0,0,0,114,9.4%,46.6%,41.7%,2.3%,2.7%,5.2%,43.4%,26.0%,6.5%,10.9%,5.2%,266,25,124,111,6,2462,66,129,1069,639,161,269,129,"1,500","48,889","62,763"
4801.0,Cleburne County,Arkansas,1.7%,98.3%,94.1%,0.1%,1.7%,0.4%,0.0%,0.0%,2.0%,3735.0,62,3673,3514,2,65,16,0,0,76,26.1%,28.0%,46.0%,0.0%,4.7%,10.2%,40.8%,18.4%,6.9%,12.8%,6.1%,211,55,59,97,0,2831,133,289,1156,522,194,363,174,"1,517","55,685","69,279"
4802.01,Cleburne County,Arkansas,2.6%,97.4%,92.4%,0.0%,2.1%,0.0%,0.0%,0.0%,2.9%,1779.0,46,1733,1644,0,37,0,0,0,52,0.0%,25.0%,75.0%,0.0%,2.4%,2.9%,33.1%,31.3%,8.9%,10.5%,10.9%,28,0,7,21,0,1402,33,41,464,439,125,147,153,800,"55,000","69,140"
4802.03,Cleburne County,Arkansas,0.0%,100.0%,96.1%,0.0%,0.3%,0.0%,0.4%,0.0%,3.2%,2087.0,0,2087,2005,0,7,0,9,0,66,34.1%,50.0%,15.9%,0.0%,6.5%,7.0%,39.5%,22.1%,10.6%,9.8%,4.6%,132,45,66,21,0,1620,105,114,640,358,171,158,74,905,"57,104","66,528"
4802.04,Cleburne County,Arkansas,0.9%,99.1%,91.9%,0.0%,0.0%,0.2%,0.0%,0.0%,7.0%,997.0,9,988,916,0,0,2,0,0,70,0.0%,100.0%,0.0%,0.0%,4.2%,5.2%,53.1%,24.8%,4.2%,4.8%,3.7%,15,0,15,0,0,755,32,39,401,187,32,36,28,391,"83,454","103,218"
4803.01,Cleburne County,Arkansas,0.5%,99.5%,90.6%,0.5%,0.1%,0.0%,0.0%,0.0%,8.2%,2160.0,11,2149,1957,11,3,0,0,0,178,23.7%,52.5%,23.7%,0.0%,0.7%,8.3%,52.0%,12.6%,12.2%,9.8%,4.4%,59,14,31,14,0,1627,11,135,846,205,198,160,72,982,"50,556","66,040"
4803.02,Cleburne County,Arkansas,1.5%,98.5%,95.5%,0.9%,0.4%,0.0%,0.0%,0.0%,1.8%,2979.0,44,2935,2844,26,11,0,0,0,54,17.7%,41.4%,40.9%,0.0%,0.5%,8.6%,31.1%,26.6%,13.6%,15.0%,4.8%,198,35,82,81,0,2207,11,189,686,586,300,330,105,"1,460","60,357","89,429"
4804.0,Cleburne County,Arkansas,4.7%,95.3%,91.6%,0.8%,0.1%,0.6%,0.0%,0.0%,2.2%,4677.0,221,4456,4285,36,4,27,0,0,104,16.5%,69.5%,14.0%,0.0%,4.6%,8.4%,39.1%,18.9%,7.7%,15.7%,5.7%,472,78,328,66,0,3386,155,283,1323,640,262,531,192,"1,780","54,425","81,894"
4805.01,Cleburne County,Arkansas,7.4%,92.6%,89.5%,0.5%,0.2%,0.0%,0.0%,0.0%,2.5%,3110.0,230,2880,2783,15,5,0,0,0,77,19.9%,62.7%,17.4%,0.0%,5.5%,10.8%,36.2%,27.3%,5.0%,10.8%,4.4%,241,48,151,42,0,2239,124,241,811,612,111,242,98,"1,140","53,779","65,489"
4805.02,Cleburne County,Arkansas,2.6%,97.4%,89.0%,0.0%,0.3%,0.2%,0.0%,3.1%,4.9%,3524.0,90,3434,3137,0,9,6,0,108,174,21.0%,38.1%,40.5%,0.4%,3.2%,6.6%,39.8%,20.1%,9.3%,13.9%,7.1%,252,53,96,102,1,2636,85,174,1050,529,244,367,187,"1,483","50,101","71,484"
9701.0,Cleveland County,Arkansas,0.1%,99.9%,84.5%,10.8%,0.0%,0.0%,0.0%,0.0%,4.5%,4188.0,5,4183,3539,454,0,0,0,0,190,4.1%,51.9%,44.1%,0.0%,1.1%,9.4%,38.6%,25.6%,8.6%,12.0%,4.8%,370,15,192,163,0,2923,31,274,1128,749,251,351,139,"1,528","47,386","61,229"
9702.0,Cleveland County,Arkansas,0.5%,99.5%,82.8%,16.0%,0.0%,0.5%,0.0%,0.0%,0.2%,3303.0,18,3285,2734,530,0,16,0,0,5,10.9%,25.7%,63.4%,0.0%,0.9%,5.0%,52.1%,21.9%,4.4%,9.6%,6.0%,175,19,45,111,0,2450,22,122,1277,537,109,236,147,"1,265","54,044","80,159"
9501.0,Columbia County,Arkansas,2.3%,97.7%,74.9%,19.4%,0.6%,1.3%,0.0%,0.0%,1.4%,4349.0,102,4247,3257,843,28,56,0,0,63,6.7%,25.9%,36.0%,31.4%,3.9%,7.4%,40.9%,19.0%,5.7%,16.5%,6.5%,328,22,85,118,103,2721,106,202,1114,516,156,450,177,"1,494","65,720","94,086"
9502.0,Columbia County,Arkansas,0.8%,99.2%,58.2%,37.4%,0.0%,0.0%,0.3%,0.0%,3.3%,4198.0,33,4165,2443,1572,0,0,11,0,139,9.3%,40.0%,14.2%,36.6%,3.8%,8.1%,39.7%,18.2%,7.0%,13.7%,9.6%,528,49,211,75,193,3027,115,244,1202,551,211,414,290,"1,732","43,878","63,871"
9503.01,Columbia County,Arkansas,0.0%,100.0%,80.9%,14.0%,0.0%,0.0%,0.0%,0.0%,5.1%,859.0,0,859,695,120,0,0,0,0,44,0.0%,100.0%,0.0%,0.0%,3.9%,8.9%,42.4%,8.0%,6.6%,22.3%,7.8%,27,0,27,0,0,663,26,59,281,53,44,148,52,409,"56,146","68,353"
