District Name,School Name,Number of Test Takers,Math Avg,Math % Met,English Avg,English % Met,Reading Avg,Reading % Met,Science Avg,Science % Met,All % Met,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
QUITMAN SCHOOL DISTRICT,QUITMAN HIGH SCHOOL,53,17.7,18.90%,16.8,45.30%,17.4,22.60%,18,20.80%,11.30%,Arkansas,35.3794514,-92.222091,6275 Heber Springs Road West,72131,Cleburne County,Quitman,5023,"6275 Heber Springs Road West, Quitman, Arkansas, 72131",480502,5023480502,2022,480502,Cleburne County,Arkansas,206,45,79,59,23,2593,78,161,1047,592,207,352,156,21.8,38.3,28.6,11.2,3,6.2,40.4,22.8,8,13.6,6,1509,49081,69561,3416,49,1.4,3367,98.6,3089,90.4,0,0,6,0.2,3,0.1,0,0,93,2.7,176,5.2,17.7,17.4
WEST SIDE SCHOOL DISTRICT (CLEBURNE),WEST SIDE HIGH SCHOOL,21,18.5,23.80%,19.1,66.70%,22.8,66.70%,20.6,33.30%,19.00%,Arkansas,35.5809027,-92.1662611,7295 Greers Ferry Road,72067,Cleburne County,Greers Ferry,5023,"7295 Greers Ferry Road, Greers Ferry, Arkansas, 72067",480203,5023480203,2022,480203,Cleburne County,Arkansas,155,65,61,29,0,1459,97,98,522,363,151,136,92,41.9,39.4,18.7,0,6.6,6.7,35.8,24.9,10.3,9.3,6.3,866,56406,70313,1894,0,0,1894,100,1797,94.9,3,0.2,11,0.6,0,0,8,0.4,0,0,75,4,18.5,22.8
WOODLAWN SCHOOL DISTRICT,WOODLAWN HIGH SCHOOL,42,17.4,9.50%,18.4,57.10%,18.9,31.00%,19.6,16.70%,9.50%,Arkansas,33.9677884,-92.0408499,6760 U.S. 63,71665,Cleveland County,Rison,5025,"6760 U.S. 63, Rison, Arkansas, 71665",970100,5025970100,2022,970100,Cleveland County,Arkansas,362,33,149,163,17,3066,24,292,1220,900,156,330,144,9.1,41.2,45,4.7,0.8,9.5,39.8,29.4,5.1,10.8,4.7,1533,48438,62416,4323,0,0,4323,100,3587,83,523,12.1,0,0,0,0,0,0,0,0,213,4.9,17.4,18.9
CLEVELAND COUNTY SCHOOL DISTRICT,RISON HIGH SCHOOL,51,17.5,17.60%,17.3,39.20%,18.5,29.40%,18.9,21.60%,9.80%,Arkansas,33.9552496,-92.1876937,700 Main Street,71665,Cleveland County,Rison,5025,"700 Main Street, Rison, Arkansas, 71665",970100,5025970100,2022,970100,Cleveland County,Arkansas,362,33,149,163,17,3066,24,292,1220,900,156,330,144,9.1,41.2,45,4.7,0.8,9.5,39.8,29.4,5.1,10.8,4.7,1533,48438,62416,4323,0,0,4323,100,3587,83,523,12.1,0,0,0,0,0,0,0,0,213,4.9,17.5,18.5
MAGNOLIA SCHOOL DISTRICT,MAGNOLIA HIGH SCHOOL,165,16.5,13.90%,16.1,34.50%,16.3,20.00%,17.2,18.80%,9.10%,Arkansas,33.2793107,-93.222648,1400 High School Drive,71753,Columbia County,Magnolia,5027,"1400 High School Drive, Magnolia, Arkansas, 71753",950401,5027950401,2022,950401,Columbia County,Arkansas,1693,6,202,1419,66,1951,9,109,482,534,147,423,247,0.4,11.9,83.8,3.9,0.5,5.6,24.7,27.4,7.5,21.7,12.7,1042,58056,127257,4433,377,8.5,4056,91.5,2871,64.8,1082,24.4,10,0.2,39,0.9,0,0,10,0.2,44,1,16.5,16.3
EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,EMERSON HIGH SCHOOL,16,18.8,31.30%,19.4,62.50%,23.2,56.30%,19.8,31.30%,18.80%,Arkansas,33.0979316,-93.1976136,212 Grayson Street,71740,Columbia County,Emerson,5027,"212 Grayson Street, Emerson, Arkansas, 71740",950100,5027950100,2022,950100,Columbia County,Arkansas,645,32,373,129,111,2692,50,202,1260,450,181,407,142,5,57.8,20,17.2,1.9,7.5,46.8,16.7,6.7,15.1,5.3,1466,63333,93134,4585,99,2.2,4486,97.8,3227,70.4,1024,22.3,34,0.7,65,1.4,0,0,0,0,136,3,18.8,23.2
EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,BRADLEY HIGH SCHOOL,17,18.8,35.30%,18.9,64.70%,19.3,41.20%,19.2,29.40%,23.50%,Arkansas,33.0825353,-93.2181477,,N/A,Columbia County,N/A,5027,,950100,5027950100,2022,950100,Columbia County,Arkansas,645,32,373,129,111,2692,50,202,1260,450,181,407,142,5,57.8,20,17.2,1.9,7.5,46.8,16.7,6.7,15.1,5.3,1466,63333,93134,4585,99,2.2,4486,97.8,3227,70.4,1024,22.3,34,0.7,65,1.4,0,0,0,0,136,3,18.8,19.3
EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,TAYLOR HIGH SCHOOL,26,17.6,11.50%,18,50.00%,18.8,26.90%,19.4,23.10%,11.50%,Arkansas,33.0990733,-93.4561398,506 East Pine Street,71861,Columbia County,Taylor,5027,"506 East Pine Street, Taylor, Arkansas, 71861",950302,5027950302,2022,950302,Columbia County,Arkansas,411,36,129,246,0,2274,46,101,1223,421,128,236,119,8.8,31.4,59.9,0,2,4.4,53.8,18.5,5.6,10.4,5.2,1311,51528,63745,3200,20,0.6,3180,99.4,2736,85.5,436,13.6,0,0,0,0,0,0,0,0,8,0.3,17.6,18.8
NEMO VISTA SCHOOL DISTRICT,NEMO VISTA HIGH SCHOOL,26,19.8,30.80%,19.3,57.70%,19.9,53.80%,20.2,46.20%,23.10%,Arkansas,35.3695343,-92.5621316,5690 Arkansas 9,72027,Conway County,Center Ridge,5029,"5690 Arkansas 9, Center Ridge, Arkansas, 72027",950100,5029950100,2022,950100,Conway County,Arkansas,287,31,92,90,74,3573,191,157,1656,474,461,454,180,10.8,32.1,31.4,25.8,5.3,4.4,46.3,13.3,12.9,12.7,5,1946,59191,75121,4704,39,0.8,4665,99.2,4224,89.8,273,5.8,17,0.4,0,0,0,0,18,0.4,133,2.8,19.8,19.9
WONDERVIEW SCHOOL DISTRICT,WONDERVIEW HIGH SCHOOL,31,16.3,9.70%,16.9,35.50%,18.4,32.30%,17.6,9.70%,6.50%,Arkansas,35.3284532,-92.73001,2436 Arkansas 95,72063,Conway County,Hattieville,5029,"2436 Arkansas 95, Hattieville, Arkansas, 72063",950200,5029950200,2022,950200,Conway County,Arkansas,162,0,104,39,19,2204,64,239,1063,302,177,240,119,0,64.2,24.1,11.7,2.9,10.8,48.2,13.7,8,10.9,5.4,1259,50466,65576,3090,54,1.7,3036,98.3,2758,89.3,142,4.6,53,1.7,0,0,0,0,0,0,83,2.7,16.3,18.4
SOUTH CONWAY COUNTY SCHOOL DISTRICT,MORRILTON SENIOR HIGH SCHOOL,140,16.8,11.40%,16.6,38.60%,17.6,17.90%,18.3,17.10%,7.10%,Arkansas,35.1640454,-92.7340961,701 East Harding Street,72110,Conway County,Morrilton,5029,"701 East Harding Street, Morrilton, Arkansas, 72110",950300,5029950300,2022,950300,Conway County,Arkansas,664,7,387,229,41,3740,80,366,1512,677,323,682,100,1.1,58.3,34.5,6.2,2.1,9.8,40.4,18.1,8.6,18.2,2.7,2267,44255,65430,5646,259,4.6,5387,95.4,4391,77.8,733,13,0,0,0,0,0,0,0,0,263,4.7,16.8,17.6
BAY SCHOOL DISTRICT,BAY HIGH SCHOOL,44,16,6.80%,16,36.40%,17,20.50%,17.5,13.60%,6.80%,Arkansas,35.7470474,-90.566101,700 School Street,72411,Craighead County,Bay,5031,"700 School Street, Bay, Arkansas, 72411",900,5031000900,2022,900,Craighead County,Arkansas,440,30,227,164,19,4277,125,437,1919,812,385,389,210,6.8,51.6,37.3,4.3,2.9,10.2,44.9,19,9,9.1,4.9,2473,56567,68060,6301,78,1.2,6223,98.8,5763,91.5,167,2.7,14,0.2,8,0.1,0,0,0,0,271,4.3,16,17
WESTSIDE CONSOLIDATED SCHOOL DISTRICT (CRAIGHEAD),WESTSIDE HIGH SCHOOL,92,16.2,5.40%,16.4,42.40%,17.8,21.70%,18.1,15.20%,1.10%,Arkansas,35.8562494,-90.8026742,1630 Arkansas 91,72404,Craighead County,Jonesboro,5031,"1630 Arkansas 91, Jonesboro, Arkansas, 72404",702,5031000702,2022,702,Craighead County,Arkansas,233,27,121,53,32,2310,91,149,846,415,211,429,169,11.6,51.9,22.7,13.7,3.9,6.5,36.6,18,9.1,18.6,7.3,1422,55000,64975,3714,74,2,3640,98,2614,70.4,969,26.1,0,0,0,0,0,0,0,0,57,1.5,16.2,17.8
BROOKLAND SCHOOL DISTRICT,BROOKLAND HIGH SCHOOL,172,18.1,16.30%,17.5,43.00%,19.2,35.50%,19.7,28.50%,11.00%,Arkansas,35.8921839,-90.5446912,,N/A,Craighead County,N/A,5031,,1102,5031001102,2022,1102,Craighead County,Arkansas,202,0,53,90,59,3310,358,110,1384,502,375,325,256,0,26.2,44.6,29.2,10.8,3.3,41.8,15.2,11.3,9.8,7.7,1804,65643,77539,4815,60,1.2,4755,98.8,4468,92.8,77,1.6,4,0.1,21,0.4,0,0,0,0,185,3.8,18.1,19.2
BUFFALO ISLAND CENTRAL SCHOOL DISTRICT,BUFFALO ISLAND CENTRAL HIGH SCHOOL,41,16.2,4.90%,17.6,43.90%,18.6,26.80%,18.2,19.50%,2.40%,Arkansas,35.8887051,-90.3512309,803 Drew Avenue,72447,Craighead County,Monette,5031,"803 Drew Avenue, Monette, Arkansas, 72447",1000,5031001000,2022,1000,Craighead County,Arkansas,295,59,104,129,3,2825,246,175,1311,555,101,292,145,20,35.3,43.7,1,8.7,6.2,46.4,19.6,3.6,10.3,5.1,1562,48438,71700,4025,201,5,3824,95,3694,91.8,9,0.2,2,0,13,0.3,0,0,0,0,106,2.6,16.2,18.6
JONESBORO SCHOOL DISTRICT,THE ACADEMIES AT JONESBORO HIGH SCHOOL,383,16.7,13.80%,15.3,30.00%,17.1,24.00%,17.4,18.50%,9.40%,Arkansas,35.8247342,-90.7066673,South Main Street,72401,Craighead County,Jonesboro,5031,"South Main Street, Jonesboro, Arkansas, 72401",300,5031000300,2022,300,Craighead County,Arkansas,746,147,95,420,84,4999,69,131,1352,1383,262,985,817,19.7,12.7,56.3,11.3,1.4,2.6,27,27.7,5.2,19.7,16.3,2730,57006,93138,6976,399,5.7,6577,94.3,5571,79.9,752,10.8,0,0,105,1.5,0,0,0,0,149,2.1,16.7,17.1
NETTLETON SCHOOL DISTRICT,NETTLETON HIGH SCHOOL,193,16.1,7.80%,16.9,38.30%,17.5,20.70%,17.6,14.50%,6.70%,Arkansas,35.8123011,-90.648507,4201 Chieftan Lane,72401,Craighead County,Jonesboro,5031,"4201 Chieftan Lane, Jonesboro, Arkansas, 72401",401,5031000401,2022,401,Craighead County,Arkansas,322,0,273,33,16,4214,225,355,1610,703,415,550,356,0,84.8,10.2,5,5.3,8.4,38.2,16.7,9.8,13.1,8.4,2466,60846,64282,6276,1043,16.6,5233,83.4,3668,58.4,1312,20.9,0,0,73,1.2,0,0,0,0,180,2.9,16.1,17.5
VALLEY VIEW SCHOOL DISTRICT,VALLEY VIEW HIGH SCHOOL,175,19.4,28.60%,20.8,64.60%,21.5,49.70%,20.7,40.60%,21.10%,Arkansas,35.7692185,-90.7391739,2116 Yarbrough Drive,72404,Craighead County,Jonesboro,5031,"2116 Yarbrough Drive, Jonesboro, Arkansas, 72404",806,5031000806,2022,806,Craighead County,Arkansas,387,84,84,150,69,2682,9,103,580,378,293,905,414,21.7,21.7,38.8,17.8,0.3,3.8,21.6,14.1,10.9,33.7,15.4,1487,102132,182790,4030,84,2.1,3946,97.9,3675,91.2,246,6.1,0,0,0,0,0,0,19,0.5,6,0.1,19.4,21.5
RIVERSIDE SCHOOL DISTRICT,RIVERSIDE HIGH SCHOOL,47,16.1,8.50%,15.9,34.00%,17.2,17.00%,17.4,6.40%,4.30%,Arkansas,35.820115,-90.4541316,2007 Arkansas 18,72437,Craighead County,Lake City,5031,"2007 Arkansas 18, Lake City, Arkansas, 72437",900,5031000900,2022,900,Craighead County,Arkansas,440,30,227,164,19,4277,125,437,1919,812,385,389,210,6.8,51.6,37.3,4.3,2.9,10.2,44.9,19,9,9.1,4.9,2473,56567,68060,6301,78,1.2,6223,98.8,5763,91.5,167,2.7,14,0.2,8,0.1,0,0,0,0,271,4.3,16.1,17.2
ALMA SCHOOL DISTRICT,ALMA HIGH SCHOOL,208,18.4,25.50%,17.4,49.00%,19.2,35.10%,19.2,29.30%,13.90%,Arkansas,35.4758369,-94.2191523,101 East Main Street,72921,Crawford County,Alma,5033,"101 East Main Street, Alma, Arkansas, 72921",20602,5033020602,2022,20602,Crawford County,Arkansas,693,66,339,284,4,3849,88,272,1365,976,482,498,168,9.5,48.9,41,0.6,2.3,7.1,35.5,25.4,12.5,12.9,4.4,2460,48036,70089,6985,343,4.9,6642,95.1,6093,87.2,203,2.9,71,1,0,0,4,0.1,0,0,271,3.9,18.4,19.2
CEDARVILLE SCHOOL DISTRICT,CEDARVILLE HIGH SCHOOL,48,17.1,14.60%,16.5,45.80%,17.6,27.10%,17.5,16.70%,6.30%,Arkansas,35.7057498,-94.356513,,N/A,Crawford County,N/A,5033,,20205,5033020205,2022,20205,Crawford County,Arkansas,138,21,83,5,29,2524,46,453,811,619,271,108,216,15.2,60.1,3.6,21,1.8,17.9,32.1,24.5,10.7,4.3,8.6,1249,52461,67488,3945,297,7.5,3648,92.5,3261,82.7,0,0,9,0.2,152,3.9,0,0,0,0,226,5.7,17.1,17.6
MOUNTAINBURG SCHOOL DISTRICT,MOUNTAINBURG HIGH SCHOOL,43,16,4.70%,15.8,32.60%,18.6,27.90%,17.7,14.00%,4.70%,Arkansas,35.630561,-94.1717322,129 Highway 71 Southeast,72946,Crawford County,Mountainburg,5033,"129 Highway 71 Southeast, Mountainburg, Arkansas, 72946",20101,5033020101,2022,20101,Crawford County,Arkansas,171,101,58,12,0,1831,107,205,652,484,87,267,29,59.1,33.9,7,0,5.8,11.2,35.6,26.4,4.8,14.6,1.6,1007,54955,76492,2650,71,2.7,2579,97.3,2106,79.5,0,0,22,0.8,0,0,0,0,0,0,451,17,16,18.6
MULBERRY/PLEASANT VIEW BI-COUNTY SCHOOLS,MULBERRY HIGH SCHOOL,38,15.6,7.90%,16,44.70%,17.2,18.40%,18,13.20%,5.30%,Arkansas,35.500534,-94.0549468,203 West 5th Street,72947,Crawford County,Mulberry,5033,"203 West 5th Street, Mulberry, Arkansas, 72947",20402,5033020402,2022,20402,Crawford County,Arkansas,473,47,221,201,4,2948,132,428,1070,583,210,399,126,9.9,46.7,42.5,0.8,4.5,14.5,36.3,19.8,7.1,13.5,4.3,1685,58375,71612,4359,248,5.7,4111,94.3,3713,85.2,61,1.4,96,2.2,0,0,8,0.2,0,0,233,5.3,15.6,17.2
VAN BUREN SCHOOL DISTRICT,VAN BUREN HIGH SCHOOL,363,18.1,24.80%,18.4,52.10%,18.9,33.30%,19.3,27.50%,15.70%,Arkansas,35.459183,-94.3371879,Pointer Trail,72956,Crawford County,Van Buren,5033,"Pointer Trail, Van Buren, Arkansas, 72956",20301,5033020301,2022,20301,Crawford County,Arkansas,316,9,94,166,47,2880,132,132,1040,751,210,347,268,2.8,29.7,52.5,14.9,4.6,4.6,36.1,26.1,7.3,12,9.3,1648,63621,69497,4183,551,13.2,3632,86.8,3372,80.6,6,0.1,0,0,153,3.7,0,0,0,0,101,2.4,18.1,18.9
VAN BUREN SCHOOL DISTRICT,RIVER VALLEY VIRTUAL ACADEMY,17,15.4,11.80%,16.4,29.40%,17.8,23.50%,16.9,11.80%,5.90%,Arkansas,35.4761483,-94.3580803,60 Northridge Drive,72956,Crawford County,Van Buren,5033,"60 Northridge Drive, Van Buren, Arkansas, 72956",20208,5033020208,2022,20208,Crawford County,Arkansas,207,45,73,89,0,2655,158,229,733,727,276,446,86,21.7,35.3,43,0,6,8.6,27.6,27.4,10.4,16.8,3.2,1485,56836,66075,3705,256,6.9,3449,93.1,2861,77.2,87,2.3,11,0.3,0,0,0,0,105,2.8,385,10.4,15.4,17.8
EARLE SCHOOL DISTRICT,EARLE HIGH SCHOOL,26,15.5,3.80%,12.7,7.70%,13.7,3.80%,15.8,3.80%,0.00%,Arkansas,35.2770661,-90.4487883,16432 U.S. 64,72331,Crittenden County,Earle,5035,"16432 U.S. 64, Earle, Arkansas, 72331",31100,5035031100,2022,31100,Crittenden County,Arkansas,152,35,56,61,0,1192,106,223,567,149,24,123,0,23,36.8,40.1,0,8.9,18.7,47.6,12.5,2,10.3,0,708,41696,48809,1929,7,0.4,1922,99.6,368,19.1,1335,69.2,0,0,0,0,0,0,0,0,219,11.4,15.5,13.7
WEST MEMPHIS SCHOOL DISTRICT,THE ACADEMIES OF WEST MEMPHIS CHARTER SCHOOL,181,16.2,7.70%,15.6,28.20%,15.9,14.40%,16.8,10.50%,3.30%,Arkansas,35.1476676,-90.1991158,500W West Broadway,72301,Crittenden County,West Memphis,5035,"500W West Broadway, West Memphis, Arkansas, 72301",30301,5035030301,2022,30301,Crittenden County,Arkansas,263,36,110,112,5,1729,99,114,718,435,130,175,58,13.7,41.8,42.6,1.9,5.7,6.6,41.5,25.2,7.5,10.1,3.4,996,38259,52462,2691,57,2.1,2634,97.9,590,21.9,2033,75.5,11,0.4,0,0,0,0,0,0,0,0,16.2,15.9
MARION SCHOOL DISTRICT,MARION HIGH SCHOOL,241,16.6,11.60%,16.3,35.30%,17.2,24.50%,17.1,13.30%,7.90%,Arkansas,35.1951097,-90.1965686,1 Patriot Drive,72364,Crittenden County,Marion,5035,"1 Patriot Drive, Marion, Arkansas, 72364",30804,5035030804,2022,30804,Crittenden County,Arkansas,339,45,113,151,30,2768,96,127,842,815,251,330,307,13.3,33.3,44.5,8.8,3.5,4.6,30.4,29.4,9.1,11.9,11.1,1732,74054,77670,4499,216,4.8,4283,95.2,1608,35.7,2261,50.3,7,0.2,77,1.7,0,0,0,0,330,7.3,16.6,17.2
CROSS COUNTY SCHOOL DISTRICT,CROSS COUNTY HIGH A NEW TECH SCHOOL,39,16.8,10.30%,16.6,46.20%,18.9,28.20%,19.1,28.20%,5.10%,Arkansas,35.3440467,-90.7913227,,N/A,Cross County,N/A,5037,,950200,5037950200,2022,950200,Cross County,Arkansas,214,29,48,124,13,2256,103,230,1057,471,111,232,52,13.6,22.4,57.9,6.1,4.6,10.2,46.9,20.9,4.9,10.3,2.3,1239,47835,76453,3042,18,0.6,3024,99.4,2746,90.3,60,2,0,0,5,0.2,0,0,0,0,213,7,16.8,18.9
WYNNE SCHOOL DISTRICT,WYNNE HIGH SCHOOL,170,17.2,19.40%,18.3,48.20%,18.1,30.00%,18.9,22.40%,14.70%,Arkansas,35.2291689,-90.7832421,800 East Jackson Avenue,72396,Cross County,Wynne,5037,"800 East Jackson Avenue, Wynne, Arkansas, 72396",950600,5037950600,2022,950600,Cross County,Arkansas,311,36,174,101,0,2820,255,139,941,385,374,477,249,11.6,55.9,32.5,0,9,4.9,33.4,13.7,13.3,16.9,8.8,1648,64853,91584,4066,12,0.3,4054,99.7,3345,82.3,660,16.2,0,0,0,0,0,0,0,0,49,1.2,17.2,18.1
FORDYCE SCHOOL DISTRICT,FORDYCE HIGH SCHOOL,54,16.4,11.10%,15.9,31.50%,16.5,18.50%,16.9,11.10%,7.40%,Arkansas,33.8194791,-92.4339971,100 Redbug Blvd,71742,Dallas County,Fordyce,5039,"100 Redbug Blvd, Fordyce, Arkansas, 71742",970300,5039970300,2022,970300,Dallas County,Arkansas,372,63,238,71,0,2336,108,187,1066,614,122,147,92,16.9,64,19.1,0,4.6,8,45.6,26.3,5.2,6.3,3.9,1138,35872,51185,3630,38,1,3592,99,1308,36,2170,59.8,0,0,0,0,0,0,0,0,114,3.1,16.4,16.5
DUMAS SCHOOL DISTRICT,DUMAS HIGH SCHOOL,48,15.2,0.00%,14.2,20.80%,14.5,4.20%,15.5,6.30%,0.00%,Arkansas,33.8772133,-91.4701812,709 Dan Gill Drive,71639,Desha County,Dumas,5041,"709 Dan Gill Drive, Dumas, Arkansas, 71639",950200,5041950200,2022,950200,Desha County,Arkansas,301,15,188,76,22,2472,197,348,1094,498,51,200,84,5,62.5,25.2,7.3,8,14.1,44.3,20.1,2.1,8.1,3.4,1481,37715,46830,3741,520,13.9,3221,86.1,1382,36.9,1792,47.9,8,0.2,25,0.7,0,0,0,0,14,0.4,15.2,14.5
MCGEHEE SCHOOL DISTRICT,MCGEHEE HIGH SCHOOL,61,16.5,9.80%,17,31.10%,16.7,14.80%,17.6,11.50%,8.20%,Arkansas,33.6455327,-91.3840798,1902 East Ash Street,71654,Desha County,McGehee,5041,"1902 East Ash Street, McGehee, Arkansas, 71654",950500,5041950500,2022,950500,Desha County,Arkansas,65,0,12,53,0,1183,63,57,466,252,28,177,140,0,18.5,81.5,0,5.3,4.8,39.4,21.3,2.4,15,11.8,704,40745,63270,1683,17,1,1666,99,1023,60.8,577,34.3,0,0,0,0,0,0,4,0.2,62,3.7,16.5,16.7
DREW CENTRAL SCHOOL DISTRICT,DREW CENTRAL HIGH SCHOOL,74,16.3,6.80%,16.2,37.80%,16.8,21.60%,17.3,8.10%,1.40%,Arkansas,33.5912894,-91.807627,250 University Drive,71655,Drew County,Monticello,5043,"250 University Drive, Monticello, Arkansas, 71655",490300,5043490300,2022,490300,Drew County,Arkansas,1541,112,184,1108,137,3374,69,272,1066,431,198,901,437,7.3,11.9,71.9,8.9,2,8.1,31.6,12.8,5.9,26.7,13,2219,45688,61992,5811,36,0.6,5775,99.4,4237,72.9,1364,23.5,0,0,119,2,0,0,0,0,55,0.9,16.3,16.8
MONTICELLO SCHOOL DISTRICT,MONTICELLO HIGH SCHOOL,106,17,16.00%,16.7,41.50%,19,34.00%,18.9,25.50%,12.30%,Arkansas,33.6116737,-91.8117934,390 Clyde Ross Drive,71655,Drew County,Monticello,5043,"390 Clyde Ross Drive, Monticello, Arkansas, 71655",490300,5043490300,2022,490300,Drew County,Arkansas,1541,112,184,1108,137,3374,69,272,1066,431,198,901,437,7.3,11.9,71.9,8.9,2,8.1,31.6,12.8,5.9,26.7,13,2219,45688,61992,5811,36,0.6,5775,99.4,4237,72.9,1364,23.5,0,0,119,2,0,0,0,0,55,0.9,17,19
CONWAY SCHOOL DISTRICT,CONWAY HIGH SCHOOL,635,18.9,29.30%,19.3,52.30%,19.7,34.50%,19.9,31.30%,19.50%,Arkansas,35.0588005,-92.4208713,,N/A,Faulkner County,N/A,5045,,31006,5045031006,2022,31006,Faulkner County,Arkansas,441,5,99,185,152,2529,21,50,730,419,191,750,368,1.1,22.4,42,34.5,0.8,2,28.9,16.6,7.6,29.7,14.6,1771,54679,68319,3861,65,1.7,3796,98.3,2374,61.5,1101,28.5,107,2.8,61,1.6,0,0,15,0.4,138,3.6,18.9,19.7
GREENBRIER SCHOOL DISTRICT,GREENBRIER HIGH SCHOOL,237,20,37.10%,20.1,62.90%,20.3,43.50%,20.5,37.60%,22.80%,Arkansas,35.22303,-92.4041571,72 Green Valley Drive,72058,Faulkner County,Greenbrier,5045,"72 Green Valley Drive, Greenbrier, Arkansas, 72058",30104,5045030104,2022,30104,Faulkner County,Arkansas,344,1,79,245,19,3372,131,122,1230,963,209,511,206,0.3,23,71.2,5.5,3.9,3.6,36.5,28.6,6.2,15.2,6.1,1829,100054,99818,5179,43,0.8,5136,99.2,5069,97.9,30,0.6,0,0,0,0,0,0,0,0,37,0.7,20,20.3
GUY-PERKINS SCHOOL DISTRICT,GUY-PERKINS HIGH SCHOOL,29,16.8,6.90%,15.1,24.10%,16.6,17.20%,17.5,13.80%,6.90%,Arkansas,35.3235473,-92.3249893,492 Arkansas 25,72061,Faulkner County,Guy,5045,"492 Arkansas 25, Guy, Arkansas, 72061",30101,5045030101,2022,30101,Faulkner County,Arkansas,243,50,114,60,19,2087,40,95,901,535,132,209,175,20.6,46.9,24.7,7.8,1.9,4.6,43.2,25.6,6.3,10,8.4,1119,64236,86739,3109,30,1,3079,99,2743,88.2,194,6.2,36,1.2,0,0,0,0,0,0,106,3.4,16.8,16.6
MAYFLOWER SCHOOL DISTRICT,MAYFLOWER HIGH SCHOOL,69,17,8.70%,16.7,42.00%,16.6,18.80%,17.8,15.90%,5.80%,Arkansas,34.9572533,-92.4444232,10 Leslie King N,72106,Faulkner County,Mayflower,5045,"10 Leslie King N, Mayflower, Arkansas, 72106",31102,5045031102,2022,31102,Faulkner County,Arkansas,525,76,168,212,69,3592,385,181,1148,646,257,692,283,14.5,32,40.4,13.1,10.7,5,32,18,7.2,19.3,7.9,1844,52394,67933,4912,64,1.3,4848,98.7,4320,87.9,293,6,29,0.6,22,0.4,0,0,0,0,184,3.7,17,16.6
MT. VERNON-ENOLA SCHOOL DISTRICT,MT. VERNON-ENOLA HIGH SCHOOL,27,18.5,29.60%,17.6,44.40%,19.1,33.30%,19.2,33.30%,7.40%,Arkansas,35.2262159,-92.1315399,38 Garland Springs Road,72111,Faulkner County,Mount Vernon,5045,"38 Garland Springs Road, Mount Vernon, Arkansas, 72111",30202,5045030202,2022,30202,Faulkner County,Arkansas,112,26,51,35,0,1823,153,274,636,314,168,122,156,23.2,45.5,31.3,0,8.4,15,34.9,17.2,9.2,6.7,8.6,1128,49432,62397,2506,22,0.9,2484,99.1,2388,95.3,0,0,28,1.1,0,0,0,0,1,0,67,2.7,18.5,19.1
VILONIA SCHOOL DISTRICT,VILONIA HIGH SCHOOL,217,18.7,24.40%,19.1,55.30%,19.6,36.90%,19.9,27.60%,16.10%,Arkansas,35.08546,-92.1944196,1164 Main Street,72173,Faulkner County,Vilonia,5045,"1164 Main Street, Vilonia, Arkansas, 72173",30302,5045030302,2022,30302,Faulkner County,Arkansas,521,0,82,370,69,4364,98,291,1101,1041,548,844,441,0,15.7,71,13.2,2.2,6.7,25.2,23.9,12.6,19.3,10.1,2283,77750,93915,6402,60,0.9,6342,99.1,6152,96.1,79,1.2,0,0,0,0,0,0,0,0,111,1.7,18.7,19.6
