School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Plainview H S,Plainview ISD,585,595,<350,<25,0.6,<25,50,<25,100,Texas,34.1968026,-101.7259726,1501 Quincy,79072,Hale County,Plainview,48189,"1501 Quincy, Plainview, Texas, 79072",950400,48189950400,2021,950400,Hale County,Texas,1046,166,307,551,22,2046,431,151,727,310,210,143,74,15.9,29.3,52.7,2.1,21.1,7.4,35.5,15.2,10.3,7,3.6,1352,41957,58810,4558,3094,67.9,1464,32.1,1123,24.6,122,2.7,0,0,35,0.8,0,0,0,0,184,4,585
Valley School,Turkey-Quitaque ISD,475,530,<25,<25,10,<25,,<25,,Texas,34.3716358,-100.984665,11826 Texas 86,79261,Briscoe County,Turkey,48045,"11826 Texas 86, Turkey, Texas, 79261",950200,48045950200,2021,950200,Briscoe County,Texas,90,0,42,22,26,966,57,86,345,230,97,94,57,0,46.7,24.4,28.9,5.9,8.9,35.7,23.8,10,9.7,5.9,557,38469,52889,1266,461,36.4,805,63.6,687,54.3,31,2.4,0,0,0,0,11,0.9,10,0.8,66,5.2,475
Hamilton H S,Hamilton ISD,522,509,<75,<50,41.5,<25,11.1,<25,44.4,Texas,31.6849902,-98.1775638,,N/A,Hamilton County,N/A,48193,,950200,48193950200,2021,950200,Hamilton County,Texas,184,65,80,39,0,1704,46,140,416,299,158,477,168,35.3,43.5,21.2,0,2.7,8.2,24.4,17.5,9.3,28,9.9,852,50379,101638,2296,270,11.8,2026,88.2,1940,84.5,13,0.6,17,0.7,0,0,0,0,0,0,56,2.4,522
Hico H S,Hico ISD,520,473,<50,<25,13.8,<25,,<25,25,Texas,31.9620717,-98.090174,,N/A,Hamilton County,N/A,48193,,950100,48193950100,2021,950100,Hamilton County,Texas,83,15,32,32,4,1730,19,72,756,501,75,211,96,18.1,38.6,38.6,4.8,1.1,4.2,43.7,29,4.3,12.2,5.5,946,45132,53618,2533,256,10.1,2277,89.9,2248,88.7,6,0.2,3,0.1,9,0.4,0,0,0,0,11,0.4,520
Gruver H S,Gruver ISD,565,593,<50,<25,11.1,<25,25,<25,50,Texas,36.3183749,-101.4339148,,N/A,Hansford County,N/A,48195,,950100,48195950100,2021,950100,Hansford County,Texas,211,140,51,4,16,1190,171,167,287,126,73,311,55,66.4,24.2,1.9,7.6,14.4,14,24.1,10.6,6.1,26.1,4.6,575,52813,69977,2034,864,42.5,1170,57.5,1091,53.6,0,0,37,1.8,6,0.3,0,0,0,0,36,1.8,565
Quanah H S,Quanah ISD,,,<50,<25,3.3,<25,,<25,100,Texas,34.3391437,-99.7678687,,N/A,Hardeman County,N/A,48197,,950100,48197950100,2021,950100,Hardeman County,Texas,311,71,99,141,0,2471,129,230,913,644,164,271,120,22.8,31.8,45.3,0,5.2,9.3,36.9,26.1,6.6,11,4.9,1222,56400,67747,3567,889,24.9,2678,75.1,2389,67,46,1.3,30,0.8,90,2.5,0,0,0,0,123,3.4,0
Kountze H S,Kountze ISD,474,441,<75,<75,76.8,<25,1.9,<25,11.3,Texas,30.3750455,-94.3338597,1488 Farm to Market Road 1293,77625,Hardin County,Kountze,48199,"1488 Farm to Market Road 1293, Kountze, Texas, 77625",30400,48199030400,2021,30400,Hardin County,Texas,208,120,45,43,0,1527,40,187,754,276,53,149,68,57.7,21.6,20.7,0,2.6,12.2,49.4,18.1,3.5,9.8,4.5,732,58125,73377,2227,42,1.9,2185,98.1,1822,81.8,331,14.9,0,0,0,0,0,0,0,0,32,1.4,474
Silsbee H S,Silsbee ISD,504,484,<200,<100,47.8,<25,17.6,<50,34.1,Texas,30.4147787,-94.19234,,N/A,Hardin County,N/A,48199,,30900,48199030900,2021,30900,Hardin County,Texas,375,40,228,107,0,3341,53,206,1275,848,327,577,55,10.7,60.8,28.5,0,1.6,6.2,38.2,25.4,9.8,17.3,1.6,1562,83042,77020,4855,131,2.7,4724,97.3,4537,93.5,62,1.3,14,0.3,7,0.1,0,0,0,0,104,2.1,504
Hardin-Jefferson H S,Hardin-Jefferson ISD,557,562,139,85,61.2,30,35.3,52,61.2,Texas,30.1330794,-94.356513,,N/A,Hardin County,N/A,48199,,30200,48199030200,2021,30200,Hardin County,Texas,369,62,191,102,14,3998,219,223,1466,927,345,632,186,16.8,51.8,27.6,3.8,5.5,5.6,36.7,23.2,8.6,15.8,4.7,1999,84145,87503,6357,568,8.9,5789,91.1,5437,85.5,225,3.5,0,0,99,1.6,0,0,12,0.2,16,0.3,557
Lumberton H S,Lumberton ISD,523,508,292,192,65.8,28,14.6,68,35.4,Texas,30.2546337,-94.2172128,100 South Lhs Drive,77657,Hardin County,Lumberton,48199,"100 South Lhs Drive, Lumberton, Texas, 77657",30504,48199030504,2021,30504,Hardin County,Texas,251,41,101,83,26,3484,81,146,970,1378,242,496,171,16.3,40.2,33.1,10.4,2.3,4.2,27.8,39.6,6.9,14.2,4.9,1962,83669,98687,4754,219,4.6,4535,95.4,4428,93.1,0,0,0,0,0,0,0,0,0,0,107,2.3,523
Aristoi Classical Upper School,Aristoi Classical Academy,572,550,<25,<25,100,<25,33.3,<25,66.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,572
George I Sanchez Charter,George I Sanchez Charter,458,456,<100,<25,5.4,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,458
Early College T-STEM Academy,Raul Yzaguirre Schools For Success,448,450,<50,<50,91.7,<25,2.3,<25,4.5,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,448
Houston Heights Charter School,Houston Heights H S,424,395,<100,<25,27.7,<25,,<25,,Texas,29.7954163,-95.3930864,413 East 13th Street,77008,Harris County,Houston,48201,"413 East 13th Street, Houston, Texas, 77008",511302,48201511302,2021,511302,Harris County,Texas,124,0,0,34,90,3691,39,150,306,417,167,1511,1101,0,0,27.4,72.6,1.1,4.1,8.3,11.3,4.5,40.9,29.8,2190,144348,213691,4243,552,13,3691,87,3470,81.8,37,0.9,0,0,105,2.5,0,0,1,0,78,1.8,424
Houston Gateway Academy-Coral Camp,Houston Gateway Academy Inc,517,526,78,66,84.6,11,16.7,31,47,Texas,29.7157187,-95.2887168,1020 Coral Street,77012,Harris County,Houston,48201,"1020 Coral Street, Houston, Texas, 77012",311300,48201311300,2021,311300,Harris County,Texas,563,148,247,168,0,3029,484,584,1285,178,281,172,45,26.3,43.9,29.8,0,16,19.3,42.4,5.9,9.3,5.7,1.5,1365,54107,74399,4881,4819,98.7,62,1.3,48,1,0,0,0,0,7,0.1,0,0,0,0,7,0.1,517
Calvin Nelms H S,Calvin Nelms Charter Schools,466,469,<50,<50,90.5,<25,,<25,15.8,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,466
Empowerment H S,Southwest School,430,423,<75,<25,32.9,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,430
Phoenix School At Southwest School,Southwest School,575,513,<25,<25,66.7,<25,50,<25,66.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,575
Comquest Academy,Comquest Academy,,,<25,<25,12.5,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,0
Yes Prep-Southeast,Yes Prep Public Schools Inc,512,528,<125,<125,100,<25,19.3,<75,51.3,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,512
Yes Prep-Southwest,Yes Prep Public Schools Inc,515,538,128,131,100,21,16,70,53.4,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,515
Yes Prep-East End,Yes Prep Public Schools Inc,507,528,118,119,100,27,22.7,53,44.5,Texas,29.7363209,-95.3043006,,N/A,Harris County,Houston,48201,,310900,48201310900,2021,310900,Harris County,Texas,516,19,243,244,10,3783,964,729,886,560,249,343,52,3.7,47.1,47.3,1.9,25.5,19.3,23.4,14.8,6.6,9.1,1.4,1876,36242,50580,5233,4610,88.1,623,11.9,419,8,86,1.6,0,0,104,2,0,0,0,0,14,0.3,507
Yes Prep-Gulfton,Yes Prep Public Schools Inc,485,494,123,134,100,11,8.2,44,32.8,Texas,29.7165184,-95.4806197,,N/A,Harris County,Houston,48201,,421103,48201421103,2021,421103,Harris County,Texas,157,40,25,92,0,864,242,68,174,119,124,100,37,25.5,15.9,58.6,0,28,7.9,20.1,13.8,14.4,11.6,4.3,577,33531,43070,1343,675,50.3,668,49.7,285,21.2,353,26.3,18,1.3,12,0.9,0,0,0,0,0,0,485
Yes Prep-West,Yes Prep Public Schools Inc,507,527,82,85,100,11,12.9,44,51.8,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,507
Yes Prep-Brays Oaks,Yes Prep Public Schools Inc,481,473,110,116,100,9,7.8,28,24.1,Texas,29.6557504,-95.5280836,,N/A,Harris County,Houston,48201,,423203,48201423203,2021,423203,Harris County,Texas,224,23,40,129,32,1567,245,249,462,212,108,285,6,10.3,17.9,57.6,14.3,15.6,15.9,29.5,13.5,6.9,18.2,0.4,889,35740,46460,2260,1114,49.3,1146,50.7,66,2.9,1034,45.8,0,0,31,1.4,0,0,0,0,15,0.7,481
Yes Prep-Northside,Yes Prep Public Schools Inc,490,489,115,106,92.2,8,7.5,39,36.8,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,490
Yes Prep-5th Ward,Yes Prep Public Schools Inc,478,482,<100,<125,100,<25,9.5,<50,24.8,Texas,29.774115,-95.329879,1305 Benson Street,77020,Harris County,Houston,48201,"1305 Benson Street, Houston, Texas, 77020",211302,48201211302,2021,211302,Harris County,Texas,172,60,52,60,0,2177,253,189,809,501,124,171,130,34.9,30.2,34.9,0,11.6,8.7,37.2,23,5.7,7.9,6,1301,36213,43535,2722,1152,42.3,1570,57.7,63,2.3,1475,54.2,0,0,0,0,0,0,32,1.2,0,0,478
Yes Prep-White Oak,Yes Prep Public Schools Inc,477,503,<75,<75,100,<25,8.2,<25,37.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,477
Yes Prep North Forest,Yes Prep Public Schools Inc,469,478,121,134,100,15,11.2,37,27.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,469
Yes Prep-North Central,Yes Prep Public Schools Inc,493,522,121,125,100,17,13.6,52,41.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,493
Harmony Science Academy-Houston,Harmony Public Schools-Houston Sou,512,506,<150,<125,75.2,<25,21.7,<50,38.7,Texas,29.6813136,-95.5574129,9431 West Sam Houston Parkway South,77099,Harris County,Houston,48201,"9431 West Sam Houston Parkway South, Houston, Texas, 77099",433507,48201433507,2021,433507,Harris County,Texas,439,0,200,239,0,1594,290,45,339,319,123,353,125,0,45.6,54.4,0,18.2,2.8,21.3,20,7.7,22.1,7.8,1132,25897,36718,2906,1281,44.1,1625,55.9,302,10.4,1089,37.5,0,0,234,8.1,0,0,0,0,0,0,512
Harmony School Of Ingenuity-Housto,Harmony Public Schools-Houston Sou,479,481,<150,<100,78,<25,10.1,<50,31.3,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,479
Harmony School Of Advancement-Hous,Harmony Public Schools-Houston Nor,533,537,<150,<125,88.4,<50,32.5,<75,50,Texas,29.9364334,-95.4661069,3171 North Sam Houston Parkway West,77038,Harris County,Houston,48201,"3171 North Sam Houston Parkway West, Houston, Texas, 77038",241503,48201241503,2021,241503,Harris County,Texas,261,108,107,46,0,1350,281,272,224,302,131,101,39,41.4,41,17.6,0,20.8,20.1,16.6,22.4,9.7,7.5,2.9,650,44014,56346,2249,1415,62.9,834,37.1,251,11.2,583,25.9,0,0,0,0,0,0,0,0,0,0,533
Harmony School Of Discovery-Housto,Harmony Public Schools-Houston Nor,523,532,<50,<50,85.1,<25,15,<25,50,Texas,29.8633886,-95.6822786,6270 Barker Cypress Road,77084,Harris County,Houston,48201,"6270 Barker Cypress Road, Houston, Texas, 77084",541302,48201541302,2021,541302,Harris County,Texas,821,204,373,161,83,4123,191,779,1116,1215,281,478,63,24.8,45.4,19.6,10.1,4.6,18.9,27.1,29.5,6.8,11.6,1.5,2034,57712,65372,7003,3938,56.2,3065,43.8,1312,18.7,1257,17.9,0,0,363,5.2,0,0,0,0,133,1.9,523
Harmony School Of Innovation-Sugar,Harmony Public Schools-Houston Wes,577,590,<175,<125,82,<75,50.4,<100,72.4,Texas,29.6823452,-95.5570519,9321 West Sam Houston Parkway South,77099,Harris County,Houston,48201,"9321 West Sam Houston Parkway South, Houston, Texas, 77099",433507,48201433507,2021,433507,Harris County,Texas,439,0,200,239,0,1594,290,45,339,319,123,353,125,0,45.6,54.4,0,18.2,2.8,21.3,20,7.7,22.1,7.8,1132,25897,36718,2906,1281,44.1,1625,55.9,302,10.4,1089,37.5,0,0,234,8.1,0,0,0,0,0,0,577
Harmony Science Academy-Beaumont,Harmony Public Schools-Houston Wes,488,460,<50,<50,94.3,<25,12.1,<25,27.3,Texas,29.7600771,-95.3701108,,N/A,Harris County,Houston,48201,,980700,48201980700,2021,980700,Harris County,Texas,208,27,46,80,55,1196,0,15,41,108,56,531,445,13,22.1,38.5,26.4,0,1.3,3.4,9,4.7,44.4,37.2,1087,118229,165211,1427,159,11.1,1268,88.9,1012,70.9,134,9.4,0,0,76,5.3,6,0.4,0,0,40,2.8,488
Harmony School Of Innovation-Katy,Harmony Public Schools-Houston Wes,589,583,<75,<75,91.7,<50,50.9,<50,72.7,Texas,29.6935386,-95.7559456,21650 Bellaire Boulevard,77407,Fort Bend County,Richmond,48157,"21650 Bellaire Boulevard, Richmond, Texas, 77407",672902,48157672902,2021,672902,Fort Bend County,Texas,1111,0,604,248,259,5039,20,284,1572,654,166,918,1425,0,54.4,22.3,23.3,0.4,5.6,31.2,13,3.3,18.2,28.3,2357,85383,104296,9603,4964,51.7,4639,48.3,1459,15.2,1923,20,0,0,1046,10.9,0,0,0,0,211,2.2,589
The Pro-Vision Academy,The Pro-Vision Academy,395,365,<50,<25,7.1,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,395
Legacy School Of Sport Sciences,Legacy School Of Sport Sciences,500,470,<50,<25,12.2,<25,16.7,<25,16.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,500
Aldine H S,Aldine ISD,412,423,<650,<600,93,<25,1,<50,6.9,Texas,29.9162026,-95.4079017,11101 Airline Drive,77037,Harris County,Houston,48201,"11101 Airline Drive, Houston, Texas, 77037",222505,48201222505,2021,222505,Harris County,Texas,421,45,64,279,33,2186,520,439,391,407,204,71,154,10.7,15.2,66.3,7.8,23.8,20.1,17.9,18.6,9.3,3.2,7,850,64565,73330,3368,2949,87.6,419,12.4,209,6.2,158,4.7,0,0,27,0.8,0,0,0,0,25,0.7,412
Carver H S For Applied Tech/Engine,Aldine ISD,461,459,<175,<175,93.5,<25,7,<50,20.3,Texas,29.8715746,-95.4445624,2100 South Victory Street,77088,Harris County,Houston,48201,"2100 South Victory Street, Houston, Texas, 77088",533100,48201533100,2021,533100,Harris County,Texas,451,27,345,79,0,3850,117,468,1645,709,387,374,150,6,76.5,17.5,0,3,12.2,42.7,18.4,10.1,9.7,3.9,2152,58885,72412,6434,2400,37.3,4034,62.7,358,5.6,3519,54.7,0,0,157,2.4,0,0,0,0,0,0,461
MacArthur H S,Aldine ISD,443,443,<750,<675,89.4,<25,2.9,<100,11.5,Texas,29.9007756,-95.3286994,4400 Aldine Mail Route Road,77039,Harris County,Houston,48201,"4400 Aldine Mail Route Road, Houston, Texas, 77039",222200,48201222200,2021,222200,Harris County,Texas,290,80,114,79,17,2249,545,372,637,470,124,95,6,27.6,39.3,27.2,5.9,24.2,16.5,28.3,20.9,5.5,4.2,0.3,1254,50204,48109,3077,2147,69.8,930,30.2,301,9.8,528,17.2,0,0,6,0.2,0,0,0,0,95,3.1,443
Eisenhower H S,Aldine ISD,431,428,<575,<500,87.2,<25,2.9,<75,12.7,Texas,29.8817581,-95.4717614,7922 Antoine Drive,77088,Harris County,Houston,48201,"7922 Antoine Drive, Houston, Texas, 77088",532800,48201532800,2021,532800,Harris County,Texas,243,21,53,159,10,1275,96,145,329,350,147,149,59,8.6,21.8,65.4,4.1,7.5,11.4,25.8,27.5,11.5,11.7,4.6,626,73311,76325,2030,875,43.1,1155,56.9,447,22,611,30.1,0,0,63,3.1,0,0,12,0.6,22,1.1,431
Nimitz H S,Aldine ISD,418,418,<550,<450,80.6,<25,2.7,<50,8.7,Texas,30.0049844,-95.3905195,2005 West West Thorne Drive,77073,Harris County,Houston,48201,"2005 West West Thorne Drive, Houston, Texas, 77073",240400,48201240400,2021,240400,Harris County,Texas,696,95,258,333,10,4935,436,642,1357,987,635,585,293,13.6,37.1,47.8,1.4,8.8,13,27.5,20,12.9,11.9,5.9,2694,55778,73938,8215,4589,55.9,3626,44.1,1127,13.7,2349,28.6,0,0,91,1.1,0,0,44,0.5,15,0.2,418
Victory ECHS,Aldine ISD,513,508,<100,<100,100,<25,9.8,<50,37,Texas,29.9341866,-95.3730176,,N/A,Harris County,N/A,48201,,222702,48201222702,2021,222702,Harris County,Texas,619,130,389,100,0,2325,113,106,987,554,209,356,0,21,62.8,16.2,0,4.9,4.6,42.5,23.8,9,15.3,0,1478,30912,41330,3842,639,16.6,3203,83.4,114,3,2608,67.9,0,0,0,0,0,0,468,12.2,13,0.3,513
Davis H S Aldine,Aldine ISD,421,421,<725,<600,82.3,<25,2.2,<50,8.2,Texas,29.9545381,-95.4331452,12525 Ella Boulevard,77067,Harris County,Houston,48201,"12525 Ella Boulevard, Houston, Texas, 77067",550202,48201550202,2021,550202,Harris County,Texas,77,61,16,0,0,1299,232,186,312,399,72,74,24,79.2,20.8,0,0,17.9,14.3,24,30.7,5.5,5.7,1.8,852,23385,35064,2320,1432,61.7,888,38.3,83,3.6,752,32.4,8,0.3,0,0,0,0,0,0,45,1.9,421
Hall Success Academy,Aldine ISD,386,390,<75,<25,18,<25,,<25,,Texas,29.936265,-95.3551122,15014 Aldine Westfield Road,77032,Harris County,Houston,48201,"15014 Aldine Westfield Road, Houston, Texas, 77032",222702,48201222702,2021,222702,Harris County,Texas,619,130,389,100,0,2325,113,106,987,554,209,356,0,21,62.8,16.2,0,4.9,4.6,42.5,23.8,9,15.3,0,1478,30912,41330,3842,639,16.6,3203,83.4,114,3,2608,67.9,0,0,0,0,0,0,468,12.2,13,0.3,386
Blanson CTE H S,Aldine ISD,458,469,<300,<300,100,<25,6.7,<75,19,Texas,29.9134757,-95.4194191,311 West Road,77038,Harris County,Houston,48201,"311 West Road, Houston, Texas, 77038",222505,48201222505,2021,222505,Harris County,Texas,421,45,64,279,33,2186,520,439,391,407,204,71,154,10.7,15.2,66.3,7.8,23.8,20.1,17.9,18.6,9.3,3.2,7,850,64565,73330,3368,2949,87.6,419,12.4,209,6.2,158,4.7,0,0,27,0.8,0,0,0,0,25,0.7,458
Hastings H S,Alief ISD,433,445,<875,<800,91.5,<50,3.6,<125,13.7,Texas,29.7091149,-95.5967295,4410 Cook Road,77072,Harris County,Houston,48201,"4410 Cook Road, Houston, Texas, 77072",452501,48201452501,2021,452501,Harris County,Texas,458,10,393,47,8,1446,384,110,507,323,40,20,62,2.2,85.8,10.3,1.7,26.6,7.6,35.1,22.3,2.8,1.4,4.3,918,38705,45491,2699,1555,57.6,1144,42.4,98,3.6,549,20.3,1,0,414,15.3,0,0,0,0,82,3,433
Elsik H S,Alief ISD,442,440,<875,<800,91,<25,2.6,<125,13.4,Texas,29.7097439,-95.6035149,12601 High Star Drive,77072,Harris County,Houston,48201,"12601 High Star Drive, Houston, Texas, 77072",452501,48201452501,2021,452501,Harris County,Texas,458,10,393,47,8,1446,384,110,507,323,40,20,62,2.2,85.8,10.3,1.7,26.6,7.6,35.1,22.3,2.8,1.4,4.3,918,38705,45491,2699,1555,57.6,1144,42.4,98,3.6,549,20.3,1,0,414,15.3,0,0,0,0,82,3,442
Taylor H S,Alief ISD,439,445,<675,<600,91.1,<50,5.4,<125,17.9,Texas,29.6950432,-95.6329033,7555 Howell Sugarland Road,77083,Harris County,Houston,48201,"7555 Howell Sugarland Road, Houston, Texas, 77083",452702,48201452702,2021,452702,Harris County,Texas,521,0,171,248,102,3187,213,547,703,612,94,522,496,0,32.8,47.6,19.6,6.7,17.2,22.1,19.2,2.9,16.4,15.6,1525,34954,58540,4376,525,12,3851,88,19,0.4,1017,23.2,0,0,2792,63.8,0,0,0,0,23,0.5,439
Kerr H S,Alief ISD,583,594,<200,<200,100,<100,47.1,<150,76.4,Texas,29.6915486,-95.634924,8150 Howell Sugarland Road,77083,Harris County,Houston,48201,"8150 Howell Sugarland Road, Houston, Texas, 77083",452703,48201452703,2021,452703,Harris County,Texas,768,241,215,312,0,1770,248,125,405,383,167,291,151,31.4,28,40.6,0,14,7.1,22.9,21.6,9.4,16.4,8.5,1075,41413,64981,3460,923,26.7,2537,73.3,384,11.1,1256,36.3,0,0,897,25.9,0,0,0,0,0,0,583
