School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Robinson HS,Robinson ISD,519,482,170,91,53.5,9,9.9,26,28.6,Texas,31.4627157,-97.1213882,700 West Tate Avenue,76706,McLennan County,Robinson,48309,"700 West Tate Avenue, Robinson, Texas, 76706",3703,48309003703,2022,3703,McLennan County,Texas,447,54,179,214,0,3681,236,74,1262,706,410,633,360,12.1,40,47.9,0,6.4,2,34.3,19.2,11.1,17.2,9.8,1899,113958,121459,5961,1251,21,4710,79,4458,74.8,152,2.5,0,0,0,0,0,0,0,0,100,1.7,519
Bosqueville HS,Bosqueville ISD,514,492,<50,<50,71.7,<25,6.1,<25,36.4,Texas,31.6178332,-97.194458,7636 Rock Creek Road,76708,McLennan County,Waco,48309,"7636 Rock Creek Road, Waco, Texas, 76708",4104,48309004104,2022,4104,McLennan County,Texas,182,12,106,64,0,2567,90,92,496,579,407,584,319,6.6,58.2,35.2,0,3.5,3.6,19.3,22.6,15.9,22.8,12.4,1399,83899,101353,3938,546,13.9,3392,86.1,2787,70.8,146,3.7,0,0,358,9.1,0,0,0,0,101,2.6,514
Gholson School,Gholson ISD,,,<25,<25,11.1,<25,,<25,,Texas,31.7161706,-97.2334457,137 Hamilton Drive,76705,McLennan County,Waco,48309,"137 Hamilton Drive, Waco, Texas, 76705",4202,48309004202,2022,4202,McLennan County,Texas,152,20,66,65,1,2590,88,130,882,541,447,376,126,13.2,43.4,42.8,0.7,3.4,5,34.1,20.9,17.3,14.5,4.9,1387,81115,104446,3405,397,11.7,3008,88.3,2788,81.9,127,3.7,15,0.4,7,0.2,0,0,0,0,71,2.1,0
McMullen County School,McMullen County ISD,595,580,<25,<25,9.1,<25,50,<25,50,Texas,28.4569069,-98.551882,901 River Street,78072,McMullen County,Tilden,48311,"901 River Street, Tilden, Texas, 78072",950100,48311950100,2022,950100,McMullen County,Texas,27,0,6,21,0,432,20,28,195,88,33,51,17,0,22.2,77.8,0,4.6,6.5,45.1,20.4,7.6,11.8,3.9,202,60313,80275,670,403,60.1,267,39.9,260,38.8,0,0,6,0.9,0,0,0,0,0,0,1,0.1,595
Devine HS,Devine ISD,507,503,<125,<75,43,<25,11.5,<25,28.8,Texas,29.1485474,-98.9189059,1225 West Hondo Avenue,78016,Medina County,Devine,48325,"1225 West Hondo Avenue, Devine, Texas, 78016",801,48325000801,2022,801,Medina County,Texas,309,44,165,79,21,2096,118,98,950,472,115,136,207,14.2,53.4,25.6,6.8,5.6,4.7,45.3,22.5,5.5,6.5,9.9,1008,52955,77984,2977,1627,54.7,1350,45.3,1350,45.3,0,0,0,0,0,0,0,0,0,0,0,0,507
D'Hanis School,D'Hanis ISD,521,534,<25,<25,36.8,<25,14.3,<25,28.6,Texas,29.3318828,-99.2712197,699 Old Highway 90,78861,Medina County,Hondo,48325,"699 Old Highway 90, Hondo, Texas, 78861",500,48325000500,2022,500,Medina County,Texas,578,73,148,156,201,3092,237,187,1248,514,279,412,215,12.6,25.6,27,34.8,7.7,6,40.4,16.6,9,13.3,7,1951,61338,74855,4758,2935,61.7,1823,38.3,1693,35.6,11,0.2,0,0,0,0,0,0,21,0.4,98,2.1,521
Natalia HS,Natalia ISD,436,417,<75,<75,100,<25,1.5,<25,6,Texas,29.1849428,-98.8553717,905 Kearney Street,78059,Medina County,Natalia,48325,"905 Kearney Street, Natalia, Texas, 78059",401,48325000401,2022,401,Medina County,Texas,712,98,407,207,0,3761,447,855,1094,756,98,330,181,13.8,57.2,29.1,0,11.9,22.7,29.1,20.1,2.6,8.8,4.8,1895,68880,77361,5773,4457,77.2,1316,22.8,1286,22.3,0,0,0,0,0,0,0,0,0,0,30,0.5,436
Hondo HS,Hondo ISD,559,562,<150,<25,7.2,<25,50,<25,60,Texas,29.3408654,-99.1360166,2603 Avenue H,78861,Medina County,Hondo,48325,"2603 Avenue H, Hondo, Texas, 78861",302,48325000302,2022,302,Medina County,Texas,703,407,219,77,0,4703,290,719,1809,1206,255,198,226,57.9,31.2,11,0,6.2,15.3,38.5,25.6,5.4,4.2,4.8,1695,57310,63228,6463,3593,55.6,2870,44.4,1988,30.8,689,10.7,0,0,17,0.3,0,0,0,0,176,2.7,559
Medina Valley HS,Medina Valley ISD,536,500,417,69,16.5,13,18.8,26,37.7,Texas,29.3427085,-98.8335615,,78009,Medina County,Castroville,48325,,101,48325000101,2022,101,Medina County,Texas,621,198,125,270,28,4758,277,172,1642,1065,548,719,335,31.9,20.1,43.5,4.5,5.8,3.6,34.5,22.4,11.5,15.1,7,2393,78634,97292,7057,3947,55.9,3110,44.1,2794,39.6,0,0,0,0,126,1.8,0,0,0,0,190,2.7,536
Menard HS,Menard ISD,,,<25,<25,5.3,<25,,<25,,Texas,30.9132158,-99.7904706,401 Travis Street,76859,Menard County,Menard,48327,"401 Travis Street, Menard, Texas, 76859",950300,48327950300,2022,950300,Menard County,Texas,66,47,19,0,0,1525,135,202,394,306,124,228,136,71.2,28.8,0,0,8.9,13.2,25.8,20.1,8.1,15,8.9,905,40945,63484,1964,672,34.2,1292,65.8,1198,61,1,0.1,0,0,0,0,0,0,0,0,93,4.7,0
Legacy HS,Midland ISD,519,505,653,239,36.6,49,20.5,87,36.4,Texas,32.0118522,-102.1291501,3500 Neely Avenue,79707,Midland County,Midland,48329,"3500 Neely Avenue, Midland, Texas, 79707",302,48329000302,2022,302,Midland County,Texas,855,29,328,362,136,3231,272,178,1057,823,249,501,151,3.4,38.4,42.3,15.9,8.4,5.5,32.7,25.5,7.7,15.5,4.7,1958,76610,99889,5024,2162,43,2862,57,2404,47.9,289,5.8,0,0,153,3,0,0,0,0,16,0.3,519
Midland HS,Midland ISD,443,444,<650,<550,83.2,<25,3.8,<75,13.2,Texas,31.999926,-102.0848199,906 West Illinois Avenue,79701,Midland County,Midland,48329,"906 West Illinois Avenue, Midland, Texas, 79701",500,48329000500,2022,500,Midland County,Texas,551,99,238,188,26,2602,115,111,484,741,315,544,292,18,43.2,34.1,4.7,4.4,4.3,18.6,28.5,12.1,20.9,11.2,1667,84728,118776,4159,1071,25.8,3088,74.2,2664,64.1,203,4.9,0,0,0,0,0,0,0,0,221,5.3,443
ECHS at Midland College,Midland ISD,524,516,<75,<100,100,<25,17.1,<50,39,Texas,32.0274393,-102.1060128,3600 North Garfield Street,79705,Midland County,Midland,48329,"3600 North Garfield Street, Midland, Texas, 79705",200,48329000200,2022,200,Midland County,Texas,809,128,187,489,5,3257,71,19,612,726,417,983,429,15.8,23.1,60.4,0.6,2.2,0.6,18.8,22.3,12.8,30.2,13.2,2354,109792,143547,5362,2166,40.4,3196,59.6,2758,51.4,122,2.3,7,0.1,125,2.3,6,0.1,6,0.1,172,3.2,524
Greenwood HS,Greenwood ISD,481,483,<175,<175,97.5,<25,10.9,<50,27.6,Texas,32.0235721,-101.8954527,2700 Farm to Market 1379,79706,Midland County,Midland,48329,"2700 Farm to Market 1379, Midland, Texas, 79706",10129,48329010129,2022,10129,Midland County,Texas,398,203,154,41,0,3171,133,365,827,770,236,297,543,51,38.7,10.3,0,4.2,11.5,26.1,24.3,7.4,9.4,17.1,1635,130269,146992,5269,2129,40.4,3140,59.6,3089,58.6,0,0,0,0,51,1,0,0,0,0,0,0,481
Cameron Yoe HS,Cameron ISD,471,474,<125,<50,46.7,<25,4.1,<25,20.4,Texas,30.8576167,-96.9712704,303 East 12th Street,76520,Milam County,Cameron,48331,"303 East 12th Street, Cameron, Texas, 76520",950401,48331950401,2022,950401,Milam County,Texas,242,0,82,160,0,2029,149,163,460,529,167,466,95,0,33.9,66.1,0,7.3,8,22.7,26.1,8.2,23,4.7,1078,62420,81017,3120,1049,33.6,2071,66.4,1731,55.5,254,8.1,0,0,35,1.1,0,0,0,0,51,1.6,471
Milano HS,Milano ISD,471,485,<50,<50,90.6,<25,10.3,<25,24.1,Texas,30.7140021,-96.8695557,600 North 6th Street,76556,Milam County,Milano,48331,"600 North 6th Street, Milano, Texas, 76556",950500,48331950500,2022,950500,Milam County,Texas,353,5,202,143,3,2318,72,175,925,603,108,253,182,1.4,57.2,40.5,0.8,3.1,7.5,39.9,26,4.7,10.9,7.9,1328,61176,90579,3560,458,12.9,3102,87.1,2626,73.8,402,11.3,0,0,0,0,0,0,3,0.1,71,2,471
Rockdale HS,Rockdale ISD,468,461,<100,<75,82.6,<25,5.6,<25,12.7,Texas,30.6525583,-97.0176311,500 Childress Drive,76567,Milam County,Rockdale,48331,"500 Childress Drive, Rockdale, Texas, 76567",950700,48331950700,2022,950700,Milam County,Texas,592,133,289,118,52,3839,360,371,1566,639,329,406,168,22.5,48.8,19.9,8.8,9.4,9.7,40.8,16.6,8.6,10.6,4.4,2341,41018,87251,5757,2095,36.4,3662,63.6,3230,56.1,330,5.7,19,0.3,26,0.5,0,0,0,0,57,1,468
Thorndale HS,Thorndale ISD,488,460,<75,<75,100,<25,7.5,<25,20.9,Texas,30.6176152,-97.2040969,299 North Main Street,76577,Milam County,Thorndale,48331,"299 North Main Street, Thorndale, Texas, 76577",950800,48331950800,2022,950800,Milam County,Texas,248,60,123,44,21,2112,63,128,802,413,192,387,127,24.2,49.6,17.7,8.5,3,6.1,38,19.6,9.1,18.3,6,1194,64730,81827,2978,700,23.5,2278,76.5,2009,67.5,175,5.9,0,0,0,0,0,0,0,0,94,3.2,488
Buckholts School,Buckholts ISD,444,430,<25,<25,100,<25,,<25,,Texas,30.870878,-97.1251158,203 South 10th Street,76518,Milam County,Buckholts,48331,"203 South 10th Street, Buckholts, Texas, 76518",950100,48331950100,2022,950100,Milam County,Texas,147,18,36,93,0,1546,46,84,690,292,119,203,112,12.2,24.5,63.3,0,3,5.4,44.6,18.9,7.7,13.1,7.2,833,58646,78269,2254,597,26.5,1657,73.5,1308,58,268,11.9,0,0,0,0,0,0,0,0,81,3.6,444
Goldthwaite HS,Goldthwaite ISD,513,550,<50,<25,14.3,<25,33.3,<25,50,Texas,31.4539268,-98.5776303,1509 Hanna Valley Road,76844,Mills County,Goldthwaite,48333,"1509 Hanna Valley Road, Goldthwaite, Texas, 76844",950200,48333950200,2022,950200,Mills County,Texas,180,48,92,33,7,1984,145,106,682,447,102,319,183,26.7,51.1,18.3,3.9,7.3,5.3,34.4,22.5,5.1,16.1,9.2,1114,63125,93438,2691,1020,37.9,1671,62.1,1599,59.4,15,0.6,0,0,13,0.5,0,0,9,0.3,35,1.3,513
Priddy School,Priddy ISD,489,537,<25,<25,87.5,<25,14.3,<25,42.9,Texas,31.6756846,-98.5091287,1374 Texas 16,76870,Mills County,Priddy,48333,"1374 Texas 16, Priddy, Texas, 76870",950100,48333950100,2022,950100,Mills County,Texas,79,6,46,22,5,1411,37,123,383,284,120,310,154,7.6,58.2,27.8,6.3,2.6,8.7,27.1,20.1,8.5,22,10.9,719,57889,75103,1810,89,4.9,1721,95.1,1567,86.6,15,0.8,4,0.2,0,0,0,0,0,0,135,7.5,489
Loraine School,Loraine ISD,630,585,<25,<25,18.2,<25,100,<25,100,Texas,32.4021301,-100.7125473,800 South Lightfoot Street,79532,Mitchell County,Loraine,48335,"800 South Lightfoot Street, Loraine, Texas, 79532",950400,48335950400,2022,950400,Mitchell County,Texas,391,31,315,39,6,1461,88,147,583,369,78,147,49,7.9,80.6,10,1.5,6,10.1,39.9,25.3,5.3,10.1,3.4,743,66484,92952,2312,573,24.8,1739,75.2,1543,66.7,27,1.2,0,0,10,0.4,0,0,0,0,159,6.9,630
Westbrook School,Westbrook ISD,,,<25,<25,4.2,<25,,<25,,Texas,32.3606551,-101.012499,102 West Bertner Street,79565,Mitchell County,Westbrook,48335,"102 West Bertner Street, Westbrook, Texas, 79565",950400,48335950400,2022,950400,Mitchell County,Texas,391,31,315,39,6,1461,88,147,583,369,78,147,49,7.9,80.6,10,1.5,6,10.1,39.9,25.3,5.3,10.1,3.4,743,66484,92952,2312,573,24.8,1739,75.2,1543,66.7,27,1.2,0,0,10,0.4,0,0,0,0,159,6.9,0
Bowie HS,Bowie ISD,490,480,<125,<75,63.2,<25,2.8,<25,22.2,Texas,33.561752,-97.8385802,800 North Mill Street,76230,Montague County,Bowie,48337,"800 North Mill Street, Bowie, Texas, 76230",950501,48337950501,2022,950501,Montague County,Texas,248,17,95,64,72,1883,94,65,1003,290,124,263,44,6.9,38.3,25.8,29,5,3.5,53.3,15.4,6.6,14,2.3,1176,61329,69562,3064,310,10.1,2754,89.9,2749,89.7,0,0,0,0,0,0,0,0,0,0,5,0.2,490
Nocona HS,Nocona ISD,550,495,<75,<25,3.6,<25,,<25,,Texas,33.7972831,-97.7297046,1012 Clay Street,76255,Montague County,Nocona,48337,"1012 Clay Street, Nocona, Texas, 76255",950300,48337950300,2022,950300,Montague County,Texas,305,52,218,35,0,1801,139,198,549,491,171,173,80,17,71.5,11.5,0,7.7,11,30.5,27.3,9.5,9.6,4.4,1017,44063,56449,2899,685,23.6,2214,76.4,2166,74.7,0,0,21,0.7,0,0,0,0,0,0,27,0.9,550
Forestburg School,Forestburg ISD,459,413,<25,<25,100,<25,,<25,,Texas,33.5324519,-97.5632715,16346 Farm to Market Road 455,76239,Montague County,Forestburg,48337,"16346 Farm to Market Road 455, Forestburg, Texas, 76239",950600,48337950600,2022,950600,Montague County,Texas,109,19,33,52,5,1517,14,52,570,485,152,170,74,17.4,30.3,47.7,4.6,0.9,3.4,37.6,32,10,11.2,4.9,780,72206,99642,1986,45,2.3,1941,97.7,1896,95.5,27,1.4,18,0.9,0,0,0,0,0,0,0,0,459
Saint Jo HS,Saint Jo ISD,518,509,<25,<25,70.8,<25,17.6,<25,41.2,Texas,33.7221793,-97.5463885,,N/A,Montague County,N/A,48337,,950100,48337950100,2022,950100,Montague County,Texas,65,4,37,21,3,1776,49,176,559,502,99,290,101,6.2,56.9,32.3,4.6,2.8,9.9,31.5,28.3,5.6,16.3,5.7,1007,75897,91629,2393,128,5.3,2265,94.7,2204,92.1,0,0,2,0.1,0,0,0,0,0,0,59,2.5,518
Conroe HS,Conroe ISD,518,506,979,365,37.3,64,17.5,135,37,Texas,30.321586,-95.4849174,3200 West Davis Street,77304,Montgomery County,Conroe,48339,"3200 West Davis Street, Conroe, Texas, 77304",693600,48339693600,2022,693600,Montgomery County,Texas,833,59,609,154,11,2925,248,327,705,645,274,499,227,7.1,73.1,18.5,1.3,8.5,11.2,24.1,22.1,9.4,17.1,7.8,2223,48475,72808,4491,1389,30.9,3102,69.1,2349,52.3,653,14.5,10,0.2,83,1.8,0,0,0,0,7,0.2,518
Booker T Washington HS,Conroe ISD,540,430,<150,<25,1.4,<25,,<25,,Texas,30.3052273,-95.4479452,Booker T Washington Street,77301,Montgomery County,Conroe,48339,"Booker T Washington Street, Conroe, Texas, 77301",693103,48339693103,2022,693103,Montgomery County,Texas,380,111,63,206,0,1900,282,512,710,236,70,66,24,29.2,16.6,54.2,0,14.8,26.9,37.4,12.4,3.7,3.5,1.3,999,40625,43792,3086,1893,61.3,1193,38.7,247,8,917,29.7,18,0.6,0,0,0,0,0,0,11,0.4,540
The Woodlands HS,Conroe ISD,593,594,"1,074",947,88.2,477,50.4,705,74.4,Texas,30.1933589,-95.5025283,6101 Research Forest Drive,77381,Montgomery County,The Woodlands,48339,"6101 Research Forest Drive, The Woodlands, Texas, 77381",690900,48339690900,2022,690900,Montgomery County,Texas,254,31,70,118,35,2631,115,0,134,353,125,953,951,12.2,27.6,46.5,13.8,4.4,0,5.1,13.4,4.8,36.2,36.1,1445,209514,239267,4270,666,15.6,3604,84.4,3018,70.7,124,2.9,0,0,218,5.1,0,0,103,2.4,141,3.3,593
Oak Ridge HS,Conroe ISD,550,550,<550,<375,66.1,<125,34.2,<225,58.4,Texas,30.170646,-95.4447113,27330 Oak Ridge School Road,77385,Montgomery County,Conroe,48339,"27330 Oak Ridge School Road, Conroe, Texas, 77385",691802,48339691802,2022,691802,Montgomery County,Texas,267,23,81,159,4,2141,69,101,458,476,288,595,154,8.6,30.3,59.6,1.5,3.2,4.7,21.4,22.2,13.5,27.8,7.2,1200,86250,133618,2755,179,6.5,2576,93.5,2080,75.5,396,14.4,0,0,0,0,0,0,5,0.2,95,3.4,550
Caney Creek HS,Conroe ISD,490,478,<450,<225,47.3,<25,8,<75,25.4,Texas,30.255204,-95.3130888,13470 Farm to Market 1485,77306,Montgomery County,Conroe,48339,"13470 Farm to Market 1485, Conroe, Texas, 77306",692701,48339692701,2022,692701,Montgomery County,Texas,350,32,142,176,0,2593,104,316,961,450,169,410,183,9.1,40.6,50.3,0,4,12.2,37.1,17.4,6.5,15.8,7.1,1490,57857,69859,3699,678,18.3,3021,81.7,2720,73.5,286,7.7,0,0,0,0,0,0,0,0,15,0.4,490
College Park HS,Conroe ISD,563,563,790,752,95.2,307,40.8,450,59.8,Texas,30.2041503,-95.467542,Achievement Drive,77384,Montgomery County,Conroe,48339,"Achievement Drive, Conroe, Texas, 77384",690701,48339690701,2022,690701,Montgomery County,Texas,381,36,41,212,92,4701,50,102,727,975,560,1343,944,9.4,10.8,55.6,24.1,1.1,2.2,15.5,20.7,11.9,28.6,20.1,3046,69251,104352,5698,589,10.3,5109,89.7,4112,72.2,320,5.6,20,0.4,580,10.2,6,0.1,0,0,71,1.2,563
Grand Oaks HS,Conroe ISD,529,523,709,575,81.1,137,23.8,264,45.9,Texas,30.1237633,-95.3645448,4800 Riley Fuzzel Road,77386,Montgomery County,Spring,48339,"4800 Riley Fuzzel Road, Spring, Texas, 77386",692010,48339692010,2022,692010,Montgomery County,Texas,279,0,120,120,39,4211,142,0,306,680,229,1684,1170,0,43,43,14,3.4,0,7.3,16.1,5.4,40,27.8,2142,208347,246781,6809,575,8.4,6234,91.6,4614,67.8,681,10,0,0,503,7.4,0,0,0,0,436,6.4,529
McCullough JH,Conroe ISD,,,<25,<25,,<25,100,<25,100,Texas,30.1565343,-95.4963567,3800 South Panther Creek Drive,77381,Montgomery County,The Woodlands,48339,"3800 South Panther Creek Drive, The Woodlands, Texas, 77381",691302,48339691302,2022,691302,Montgomery County,Texas,128,0,62,66,0,3992,167,115,1249,834,160,1094,373,0,48.4,51.6,0,4.2,2.9,31.3,20.9,4,27.4,9.3,2369,53548,91247,5442,778,14.3,4664,85.7,3760,69.1,166,3.1,0,0,126,2.3,0,0,0,0,612,11.2,0
Montgomery HS,Montgomery ISD,502,493,344,314,91.3,47,15,113,36,Texas,30.3873731,-95.7213103,22825 Texas 105,77356,Montgomery County,Montgomery,48339,"22825 Texas 105, Montgomery, Texas, 77356",694601,48339694601,2022,694601,Montgomery County,Texas,155,27,73,55,0,1384,35,44,500,361,73,203,168,17.4,47.1,35.5,0,2.5,3.2,36.1,26.1,5.3,14.7,12.1,832,69250,96702,1825,111,6.1,1714,93.9,1537,84.2,107,5.9,0,0,18,1,0,0,0,0,52,2.8,502
Lake Creek HS,Montgomery ISD,556,545,366,199,54.4,59,29.6,110,55.3,Texas,30.3490085,-95.665184,20639 FM 2854 Road,77316,Montgomery County,Montgomery,48339,"20639 FM 2854 Road, Montgomery, Texas, 77316",694501,48339694501,2022,694501,Montgomery County,Texas,188,4,33,151,0,1513,13,48,231,845,80,207,89,2.1,17.6,80.3,0,0.9,3.2,15.3,55.8,5.3,13.7,5.9,770,159177,151160,2028,42,2.1,1986,97.9,1939,95.6,17,0.8,0,0,0,0,0,0,0,0,30,1.5,556
Willis HS,Willis ISD,465,460,<600,<425,70.3,<50,9.7,<100,20.9,Texas,30.3919709,-95.4771318,10005 Texas 75,77378,Montgomery County,Willis,48339,"10005 Texas 75, Willis, Texas, 77378",694105,48339694105,2022,694105,Montgomery County,Texas,750,95,329,299,27,3798,492,528,1280,1126,145,167,60,12.7,43.9,39.9,3.6,13,13.9,33.7,29.6,3.8,4.4,1.6,1942,65037,89453,5646,3007,53.3,2639,46.7,2591,45.9,0,0,0,0,0,0,0,0,0,0,48,0.9,465
Magnolia HS,Magnolia ISD,507,505,496,472,95.2,96,20.3,182,38.6,Texas,30.2275186,-95.6871937,14350 Farm to Market Road 1488,77354,Montgomery County,Magnolia,48339,"14350 Farm to Market Road 1488, Magnolia, Texas, 77354",694603,48339694603,2022,694603,Montgomery County,Texas,231,42,73,116,0,2663,51,195,859,554,238,588,178,18.2,31.6,50.2,0,1.9,7.3,32.3,20.8,8.9,22.1,6.7,1373,89940,125728,4221,669,15.8,3552,84.2,3257,77.2,187,4.4,0,0,30,0.7,0,0,0,0,78,1.8,507
Magnolia West HS,Magnolia ISD,518,508,<475,<275,56.5,<50,16.5,<125,38.7,Texas,30.2213382,-95.7665328,42202 Farm to Market 1774,77354,Montgomery County,Magnolia,48339,"42202 Farm to Market 1774, Magnolia, Texas, 77354",690300,48339690300,2022,690300,Montgomery County,Texas,591,113,200,223,55,3292,90,315,1163,577,237,645,265,19.1,33.8,37.7,9.3,2.7,9.6,35.3,17.5,7.2,19.6,8,1727,60707,126967,5249,1352,25.8,3897,74.2,3217,61.3,399,7.6,0,0,22,0.4,0,0,69,1.3,190,3.6,518
Alpha,Magnolia ISD,524,518,<100,<25,6.2,<25,,<25,60,Texas,30.2035926,-95.7568252,919 Cloyd Drive,77355,Montgomery County,Magnolia,48339,"919 Cloyd Drive, Magnolia, Texas, 77355",690204,48339690204,2022,690204,Montgomery County,Texas,219,56,46,117,0,3701,44,92,1382,1018,419,595,151,25.6,21,53.4,0,1.2,2.5,37.3,27.5,11.3,16.1,4.1,1876,90983,122409,5125,423,8.3,4702,91.7,4598,89.7,1,0,0,0,0,0,3,0.1,0,0,100,2,524
Splendora HS,Splendora ISD,458,431,<325,<300,91.7,<25,5.2,<50,12.1,Texas,30.2476252,-95.1981388,23747 Farm to Market Road 2090,77372,Montgomery County,Splendora,48339,"23747 Farm to Market Road 2090, Splendora, Texas, 77372",692900,48339692900,2022,692900,Montgomery County,Texas,566,176,317,73,0,2668,202,561,1029,553,141,153,29,31.1,56,12.9,0,7.6,21,38.6,20.7,5.3,5.7,1.1,1640,61556,80577,4404,745,16.9,3659,83.1,3598,81.7,0,0,1,0,0,0,0,0,0,0,60,1.4,458
New Caney HS,New Caney ISD,511,484,<500,<50,7.7,<25,8.1,<25,24.3,Texas,30.132305,-95.2214674,21650 Texas 494 Loop,77357,Montgomery County,New Caney,48339,"21650 Texas 494 Loop, New Caney, Texas, 77357",692501,48339692501,2022,692501,Montgomery County,Texas,586,132,168,286,0,3305,447,496,1300,726,231,105,0,22.5,28.7,48.8,0,13.5,15,39.3,22,7,3.2,0,1820,61156,76304,5332,2921,54.8,2411,45.2,2288,42.9,54,1,0,0,0,0,0,0,0,0,69,1.3,511
Porter HS,New Caney ISD,522,495,493,59,12,8,13.6,20,33.9,Texas,30.1205102,-95.2704333,22625 Sandy Lane,77365,Montgomery County,N/A,48339,"22625 Sandy Lane, N/A, Texas, 77365",692604,48339692604,2022,692604,Montgomery County,Texas,511,42,76,221,172,5592,568,951,1693,1131,387,830,32,8.2,14.9,43.2,33.7,10.2,17,30.3,20.2,6.9,14.8,0.6,2700,92731,133493,9440,5256,55.7,4184,44.3,4111,43.5,17,0.2,0,0,0,0,0,0,0,0,56,0.6,522
Infinity ECHS,New Caney ISD,514,506,<100,<75,61.2,<25,17.3,<25,32.7,Texas,30.0595074,-95.2618641,26751 Sorters McClellan Road,77365,Montgomery County,N/A,48339,"26751 Sorters McClellan Road, N/A, Texas, 77365",692303,48339692303,2022,692303,Montgomery County,Texas,224,0,108,116,0,4562,479,211,1070,1496,296,537,473,0,48.2,51.8,0,10.5,4.6,23.5,32.8,6.5,11.8,10.4,2668,74519,93769,5530,1901,34.4,3629,65.6,3409,61.6,83,1.5,7,0.1,108,2,0,0,0,0,22,0.4,514
Dumas HS,Dumas ISD,538,550,<225,<25,1.8,<25,25,<25,50,Texas,35.8631003,-101.9781452,411 Miller Avenue,79029,Moore County,Dumas,48341,"411 Miller Avenue, Dumas, Texas, 79029",950301,48341950301,2022,950301,Moore County,Texas,444,0,260,184,0,1650,364,215,692,167,132,49,31,0,58.6,41.4,0,22.1,13,41.9,10.1,8,3,1.9,800,59135,71064,3008,1987,66.1,1021,33.9,295,9.8,136,4.5,0,0,210,7,0,0,0,0,380,12.6,538
Daingerfield HS,Daingerfield-Lone Star ISD,494,445,<75,<50,60.6,<25,7.5,<25,10,Texas,33.0141588,-94.7180223,202 Tiger Drive,75638,Morris County,Daingerfield,48343,"202 Tiger Drive, Daingerfield, Texas, 75638",950200,48343950200,2022,950200,Morris County,Texas,451,38,159,166,88,3380,113,272,1246,1003,290,273,183,8.4,35.3,36.8,19.5,3.3,8,36.9,29.7,8.6,8.1,5.4,2009,54866,66735,4744,183,3.9,4561,96.1,3285,69.2,1019,21.5,27,0.6,81,1.7,0,0,0,0,149,3.1,494
Pewitt HS,Pewitt CISD,,,<75,<25,1.8,<25,,<25,,Texas,33.185276,-94.7111892,,75571,Morris County,Omaha,48343,,950100,48343950100,2022,950100,Morris County,Texas,321,38,181,102,0,3173,200,251,1341,761,208,208,204,11.8,56.4,31.8,0,6.3,7.9,42.3,24,6.6,6.6,6.4,1884,50748,62615,4662,663,14.2,3999,85.8,3010,64.6,847,18.2,0,0,36,0.8,0,0,43,0.9,63,1.4,0
Chireno HS,Chireno ISD,476,449,<25,<25,95.7,<25,4.5,<25,13.6,Texas,31.5308422,-94.3770704,,N/A,Nacogdoches County,N/A,48347,,951100,48347951100,2022,951100,Nacogdoches County,Texas,264,120,83,57,4,3497,200,407,1161,717,308,503,201,45.5,31.4,21.6,1.5,5.7,11.6,33.2,20.5,8.8,14.4,5.7,1916,57000,70123,4938,454,9.2,4484,90.8,4037,81.8,324,6.6,25,0.5,26,0.5,0,0,0,0,72,1.5,476
